crate, caller, callee, pattern, dir, file, line, col
malloc_buf, malloc_buf::Malloc::from_c_str, libc::strlen, libc, data/packages/malloc_buf/src, lib.rs, 65, 24
malloc_buf, malloc_buf::Drop::drop, libc::free, libc, data/packages/malloc_buf/src, lib.rs, 86, 22
malloc_buf, malloc_buf::tests::alloc, libc::malloc, libc, data/packages/malloc_buf/src, lib.rs, 120, 28
memchr, memchr::memchr::c::memchr, libc::memchr, libc, data/packages/memchr/src/memchr, c.rs, 11, 14
memchr, memchr::memchr::c::memrchr, libc::memrchr, libc, data/packages/memchr/src/memchr, c.rs, 33, 14
memmap2, memmap2::test::map_file, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1109, 32
memmap2, memmap2::test::map_fd, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1142, 32
memmap2, memmap2::test::map_empty_file, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1174, 32
memmap2, memmap2::test::file_write, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1227, 36
memmap2, memmap2::test::flush_range, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1251, 32
memmap2, memmap2::test::map_copy, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1277, 36
memmap2, memmap2::test::map_copy_read_only, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1313, 32
memmap2, memmap2::test::map_offset, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1338, 32
memmap2, memmap2::test::jit_x86_file, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1421, 39
memmap2, memmap2::test::mprotect_file, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1441, 39
memmap2, memmap2::test::mprotect_copy, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1487, 39
memmap2, memmap2::test::raw, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1544, 39
memmap2, memmap2::test::advise, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1583, 32
memmap2, memmap2::test::lock, std::fs::OpenOptions::new, std::fs, data/packages/memmap2/src, lib.rs, 1642, 32
memmap2, memmap2::unix::MmapInner::new, libc::mmap, libc, data/packages/memmap2/src, unix.rs, 84, 28
memmap2, memmap2::unix::MmapInner::flush, libc::msync, libc, data/packages/memmap2/src, unix.rs, 181, 27
memmap2, memmap2::unix::MmapInner::flush_async, libc::msync, libc, data/packages/memmap2/src, unix.rs, 194, 27
memmap2, memmap2::unix::MmapInner::mprotect, libc::mprotect, libc, data/packages/memmap2/src, unix.rs, 208, 21
memmap2, memmap2::unix::MmapInner::advise, libc::madvise, libc, data/packages/memmap2/src, unix.rs, 245, 21
memmap2, memmap2::unix::MmapInner::lock, libc::mlock, libc, data/packages/memmap2/src, unix.rs, 255, 21
memmap2, memmap2::unix::MmapInner::unlock, libc::munlock, libc, data/packages/memmap2/src, unix.rs, 265, 21
memmap2, memmap2::unix::Drop::drop, libc::munmap, libc, data/packages/memmap2/src, unix.rs, 284, 18
memmap2, memmap2::unix::page_size, libc::sysconf, libc, data/packages/memmap2/src, unix.rs, 297, 43
memmap2, memmap2::unix::file_len, std::fs::File::from_raw_fd, std::fs, data/packages/memmap2/src, unix.rs, 311, 43
memmap2, memmap2::windows::file_len, std::fs::File::from_raw_handle, std::fs, data/packages/memmap2/src, windows.rs, 513, 43
metal, metal::capturedescriptor::CaptureDescriptorRef::output_url, std::path::Path::new, std::path, data/packages/metal/src, capturedescriptor.rs, 60, 14
midir, midir::backend::alsa::mod::helpers::poll, super::libc::poll, libc, data/packages/midir/src/backend/alsa, mod.rs, 20, 30
midir, midir::backend::alsa::mod::MidiInput::init_trigger, self::libc::pipe, libc, data/packages/midir/src/backend/alsa, mod.rs, 199, 32
midir, midir::backend::alsa::mod::MidiInputConnection::close_internal, self::libc::write, libc, data/packages/midir/src/backend/alsa, mod.rs, 379, 40
midir, midir::backend::alsa::mod::MidiInputConnection::close_internal, self::libc::close, libc, data/packages/midir/src/backend/alsa, mod.rs, 402, 24
midir, midir::backend::alsa::mod::MidiInputConnection::close_internal, self::libc::close, libc, data/packages/midir/src/backend/alsa, mod.rs, 403, 24
midir, midir::backend::alsa::mod::handle_input, self::libc::read, libc, data/packages/midir/src/backend/alsa, mod.rs, 629, 52
mio, mio::net::udp::std::os::unix::io::FromRawFd::from_raw_fd, std::os::unix::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net, udp.rs, 668, 39
mio, mio::net::udp::std::os::windows::io::FromRawSocket::from_raw_socket, std::os::windows::io::FromRawSocket::from_raw_socket, std::os, data/packages/mio/src/net, udp.rs, 695, 43
mio, mio::net::tcp::listener::std::os::wasi::io::FromRawFd::from_raw_fd, std::os::wasi::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/tcp, listener.rs, 192, 41
mio, mio::net::tcp::listener::std::os::windows::io::FromRawSocket::from_raw_socket, std::os::windows::io::FromRawSocket::from_raw_socket, std::os, data/packages/mio/src/net/tcp, listener.rs, 219, 45
mio, mio::net::tcp::listener::std::os::wasi::io::FromRawFd::from_raw_fd, std::os::wasi::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/tcp, listener.rs, 246, 41
mio, mio::net::tcp::stream::std::os::wasi::io::FromRawFd::from_raw_fd, std::os::wasi::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/tcp, stream.rs, 371, 39
mio, mio::net::tcp::stream::std::os::windows::io::FromRawSocket::from_raw_socket, std::os::windows::io::FromRawSocket::from_raw_socket, std::os, data/packages/mio/src/net/tcp, stream.rs, 398, 43
mio, mio::net::tcp::stream::std::os::wasi::io::FromRawFd::from_raw_fd, std::os::wasi::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/tcp, stream.rs, 425, 39
mio, mio::net::uds::datagram::std::os::unix::io::FromRawFd::from_raw_fd, std::os::unix::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/uds, datagram.rs, 234, 42
mio, mio::net::uds::listener::std::os::unix::io::FromRawFd::from_raw_fd, std::os::unix::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/uds, listener.rs, 102, 42
mio, mio::net::uds::stream::std::os::unix::io::FromRawFd::from_raw_fd, std::os::unix::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/uds, stream.rs, 243, 40
mio, mio::sys::unix::net::to_socket_addr, std::net::Ipv4Addr::from, std::net, data/packages/mio/src/sys/unix, net.rs, 150, 31
mio, mio::sys::unix::net::to_socket_addr, std::net::SocketAddrV4::new, std::net, data/packages/mio/src/sys/unix, net.rs, 152, 44
mio, mio::sys::unix::net::to_socket_addr, std::net::SocketAddr::V4, std::net, data/packages/mio/src/sys/unix, net.rs, 152, 27
mio, mio::sys::unix::net::to_socket_addr, std::net::Ipv6Addr::from, std::net, data/packages/mio/src/sys/unix, net.rs, 157, 31
mio, mio::sys::unix::net::to_socket_addr, std::net::SocketAddrV6::new, std::net, data/packages/mio/src/sys/unix, net.rs, 159, 44
mio, mio::sys::unix::net::to_socket_addr, std::net::SocketAddr::V6, std::net, data/packages/mio/src/sys/unix, net.rs, 159, 27
mio, mio::sys::unix::pipe::new, libc::pipe2, libc, data/packages/mio/src/sys/unix, pipe.rs, 161, 17
mio, mio::sys::unix::pipe::new, libc::pipe, libc, data/packages/mio/src/sys/unix, pipe.rs, 170, 17
mio, mio::sys::unix::pipe::new, libc::fcntl, libc, data/packages/mio/src/sys/unix, pipe.rs, 175, 21
mio, mio::sys::unix::pipe::new, libc::fcntl, libc, data/packages/mio/src/sys/unix, pipe.rs, 176, 25
mio, mio::sys::unix::pipe::new, libc::close, libc, data/packages/mio/src/sys/unix, pipe.rs, 180, 30
mio, mio::sys::unix::pipe::new, libc::close, libc, data/packages/mio/src/sys/unix, pipe.rs, 181, 30
mio, mio::sys::unix::pipe::std::os::unix::io::FromRawFd::from_raw_fd, std::fs::File::from_raw_fd, std::fs, data/packages/mio/src/sys/unix, pipe.rs, 355, 39
mio, mio::sys::unix::pipe::std::os::unix::io::FromRawFd::from_raw_fd, std::fs::File::from_raw_fd, std::fs, data/packages/mio/src/sys/unix, pipe.rs, 522, 39
mio, mio::sys::unix::pipe::set_nonblocking, libc::ioctl, libc, data/packages/mio/src/sys/unix, pipe.rs, 542, 22
mio, mio::sys::unix::pipe::set_nonblocking, libc::fcntl, libc, data/packages/mio/src/sys/unix, pipe.rs, 551, 31
mio, mio::sys::unix::pipe::set_nonblocking, libc::fcntl, libc, data/packages/mio/src/sys/unix, pipe.rs, 563, 26
mio, mio::sys::unix::udp::bind, libc::close, libc, data/packages/mio/src/sys/unix, udp.rs, 19, 39
mio, mio::sys::unix::waker::eventfd::Waker::new, std::fs::File::from_raw_fd, std::fs, data/packages/mio/src/sys/unix, waker.rs, 26, 42
mio, mio::sys::unix::waker::pipe::self::kqueue::Waker::new, std::fs::File::from_raw_fd, std::fs, data/packages/mio/src/sys/unix, waker.rs, 132, 40
mio, mio::sys::unix::waker::pipe::self::kqueue::Waker::new, std::fs::File::from_raw_fd, std::fs, data/packages/mio/src/sys/unix, waker.rs, 133, 42
mio, mio::sys::unix::selector::kqueue::Selector::select, libc::time_t::max_value, libc, data/packages/mio/src/sys/unix/selector, kqueue.rs, 90, 57
mio, mio::sys::unix::selector::kqueue::Selector::select, libc::c_long::from, libc, data/packages/mio/src/sys/unix/selector, kqueue.rs, 95, 35
mio, mio::sys::unix::selector::kqueue::does_not_register_rw, libc::kqueue, libc, data/packages/mio/src/sys/unix/selector, kqueue.rs, 667, 28
mio, mio::sys::unix::uds::datagram::bind, std::os::unix::net::UnixDatagram::from_raw_fd, std::os, data/packages/mio/src/sys/unix/uds, datagram.rs, 12, 45
mio, mio::sys::unix::uds::datagram::unbound, std::os::unix::net::UnixDatagram::from_raw_fd, std::os, data/packages/mio/src/sys/unix/uds, datagram.rs, 21, 50
mio, mio::sys::unix::uds::listener::bind, libc::close, libc, data/packages/mio/src/sys/unix/uds, listener.rs, 19, 35
mio, mio::sys::unix::uds::listener::bind, std::os::unix::net::UnixListener::from_raw_fd, std::os, data/packages/mio/src/sys/unix/uds, listener.rs, 22, 45
mio, mio::sys::unix::uds::listener::accept, std::os::unix::net::UnixStream::from_raw_fd, std::os, data/packages/mio/src/sys/unix/uds, listener.rs, 61, 48
mio, mio::sys::unix::uds::listener::accept, std::os::unix::net::UnixStream::from_raw_fd, std::os, data/packages/mio/src/sys/unix/uds, listener.rs, 79, 42
mio, mio::sys::unix::uds::stream::connect, libc::close, libc, data/packages/mio/src/sys/unix/uds, stream.rs, 20, 35
mio, mio::sys::unix::uds::stream::connect, std::os::unix::net::UnixStream::from_raw_fd, std::os, data/packages/mio/src/sys/unix/uds, stream.rs, 26, 33
mio, mio::sys::windows::net::init, std::net::UdpSocket::bind, std::net, data/packages/mio/src/sys/windows, net.rs, 18, 34
mio, mio::net::udp::std::os::unix::io::FromRawFd::from_raw_fd, std::os::unix::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net, udp.rs, 668, 39
mio, mio::net::udp::std::os::windows::io::FromRawSocket::from_raw_socket, std::os::windows::io::FromRawSocket::from_raw_socket, std::os, data/packages/mio/src/net, udp.rs, 695, 43
mio, mio::net::tcp::listener::std::os::wasi::io::FromRawFd::from_raw_fd, std::os::wasi::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/tcp, listener.rs, 192, 41
mio, mio::net::tcp::listener::std::os::windows::io::FromRawSocket::from_raw_socket, std::os::windows::io::FromRawSocket::from_raw_socket, std::os, data/packages/mio/src/net/tcp, listener.rs, 219, 45
mio, mio::net::tcp::listener::std::os::wasi::io::FromRawFd::from_raw_fd, std::os::wasi::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/tcp, listener.rs, 246, 41
mio, mio::net::tcp::stream::std::os::wasi::io::FromRawFd::from_raw_fd, std::os::wasi::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/tcp, stream.rs, 371, 39
mio, mio::net::tcp::stream::std::os::windows::io::FromRawSocket::from_raw_socket, std::os::windows::io::FromRawSocket::from_raw_socket, std::os, data/packages/mio/src/net/tcp, stream.rs, 398, 43
mio, mio::net::tcp::stream::std::os::wasi::io::FromRawFd::from_raw_fd, std::os::wasi::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/tcp, stream.rs, 425, 39
mio, mio::net::uds::datagram::std::os::unix::io::FromRawFd::from_raw_fd, std::os::unix::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/uds, datagram.rs, 234, 42
mio, mio::net::uds::listener::std::os::unix::io::FromRawFd::from_raw_fd, std::os::unix::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/uds, listener.rs, 102, 42
mio, mio::net::uds::stream::std::os::unix::io::FromRawFd::from_raw_fd, std::os::unix::io::FromRawFd::from_raw_fd, std::os, data/packages/mio/src/net/uds, stream.rs, 243, 40
mio, mio::sys::unix::net::to_socket_addr, std::net::Ipv4Addr::from, std::net, data/packages/mio/src/sys/unix, net.rs, 150, 31
mio, mio::sys::unix::net::to_socket_addr, std::net::SocketAddrV4::new, std::net, data/packages/mio/src/sys/unix, net.rs, 152, 44
mio, mio::sys::unix::net::to_socket_addr, std::net::SocketAddr::V4, std::net, data/packages/mio/src/sys/unix, net.rs, 152, 27
mio, mio::sys::unix::net::to_socket_addr, std::net::Ipv6Addr::from, std::net, data/packages/mio/src/sys/unix, net.rs, 157, 31
mio, mio::sys::unix::net::to_socket_addr, std::net::SocketAddrV6::new, std::net, data/packages/mio/src/sys/unix, net.rs, 159, 44
mio, mio::sys::unix::net::to_socket_addr, std::net::SocketAddr::V6, std::net, data/packages/mio/src/sys/unix, net.rs, 159, 27
mio, mio::sys::unix::pipe::new, libc::pipe2, libc, data/packages/mio/src/sys/unix, pipe.rs, 161, 17
mio, mio::sys::unix::pipe::new, libc::pipe, libc, data/packages/mio/src/sys/unix, pipe.rs, 170, 17
mio, mio::sys::unix::pipe::new, libc::fcntl, libc, data/packages/mio/src/sys/unix, pipe.rs, 175, 21
mio, mio::sys::unix::pipe::new, libc::fcntl, libc, data/packages/mio/src/sys/unix, pipe.rs, 176, 25
mio, mio::sys::unix::pipe::new, libc::close, libc, data/packages/mio/src/sys/unix, pipe.rs, 180, 30
mio, mio::sys::unix::pipe::new, libc::close, libc, data/packages/mio/src/sys/unix, pipe.rs, 181, 30
mio, mio::sys::unix::pipe::std::os::unix::io::FromRawFd::from_raw_fd, std::fs::File::from_raw_fd, std::fs, data/packages/mio/src/sys/unix, pipe.rs, 355, 39
mio, mio::sys::unix::pipe::std::os::unix::io::FromRawFd::from_raw_fd, std::fs::File::from_raw_fd, std::fs, data/packages/mio/src/sys/unix, pipe.rs, 522, 39
mio, mio::sys::unix::pipe::set_nonblocking, libc::ioctl, libc, data/packages/mio/src/sys/unix, pipe.rs, 542, 22
mio, mio::sys::unix::pipe::set_nonblocking, libc::fcntl, libc, data/packages/mio/src/sys/unix, pipe.rs, 551, 31
mio, mio::sys::unix::pipe::set_nonblocking, libc::fcntl, libc, data/packages/mio/src/sys/unix, pipe.rs, 563, 26
mio, mio::sys::unix::udp::bind, libc::close, libc, data/packages/mio/src/sys/unix, udp.rs, 19, 39
mio, mio::sys::unix::waker::eventfd::Waker::new, std::fs::File::from_raw_fd, std::fs, data/packages/mio/src/sys/unix, waker.rs, 26, 42
mio, mio::sys::unix::waker::pipe::self::kqueue::Waker::new, std::fs::File::from_raw_fd, std::fs, data/packages/mio/src/sys/unix, waker.rs, 132, 40
mio, mio::sys::unix::waker::pipe::self::kqueue::Waker::new, std::fs::File::from_raw_fd, std::fs, data/packages/mio/src/sys/unix, waker.rs, 133, 42
mio, mio::sys::unix::selector::kqueue::Selector::select, libc::time_t::max_value, libc, data/packages/mio/src/sys/unix/selector, kqueue.rs, 90, 57
mio, mio::sys::unix::selector::kqueue::Selector::select, libc::c_long::from, libc, data/packages/mio/src/sys/unix/selector, kqueue.rs, 95, 35
mio, mio::sys::unix::selector::kqueue::does_not_register_rw, libc::kqueue, libc, data/packages/mio/src/sys/unix/selector, kqueue.rs, 667, 28
mio, mio::sys::unix::uds::datagram::bind, std::os::unix::net::UnixDatagram::from_raw_fd, std::os, data/packages/mio/src/sys/unix/uds, datagram.rs, 12, 45
mio, mio::sys::unix::uds::datagram::unbound, std::os::unix::net::UnixDatagram::from_raw_fd, std::os, data/packages/mio/src/sys/unix/uds, datagram.rs, 21, 50
mio, mio::sys::unix::uds::listener::bind, libc::close, libc, data/packages/mio/src/sys/unix/uds, listener.rs, 19, 35
mio, mio::sys::unix::uds::listener::bind, std::os::unix::net::UnixListener::from_raw_fd, std::os, data/packages/mio/src/sys/unix/uds, listener.rs, 22, 45
mio, mio::sys::unix::uds::listener::accept, std::os::unix::net::UnixStream::from_raw_fd, std::os, data/packages/mio/src/sys/unix/uds, listener.rs, 61, 48
mio, mio::sys::unix::uds::listener::accept, std::os::unix::net::UnixStream::from_raw_fd, std::os, data/packages/mio/src/sys/unix/uds, listener.rs, 79, 42
mio, mio::sys::unix::uds::stream::connect, libc::close, libc, data/packages/mio/src/sys/unix/uds, stream.rs, 20, 35
mio, mio::sys::unix::uds::stream::connect, std::os::unix::net::UnixStream::from_raw_fd, std::os, data/packages/mio/src/sys/unix/uds, stream.rs, 26, 33
mio, mio::sys::windows::net::init, std::net::UdpSocket::bind, std::net, data/packages/mio/src/sys/windows, net.rs, 18, 34
miow, miow::net::ptrs_to_socket_addr, std::net::Ipv4Addr::new, std::net, data/packages/miow/src, net.rs, 518, 31
miow, miow::net::ptrs_to_socket_addr, std::net::SocketAddrV4::new, std::net, data/packages/miow/src, net.rs, 524, 46
miow, miow::net::ptrs_to_socket_addr, std::net::SocketAddr::V4, std::net, data/packages/miow/src, net.rs, 524, 29
miow, miow::net::ptrs_to_socket_addr, std::net::Ipv6Addr::new, std::net, data/packages/miow/src, net.rs, 529, 31
miow, miow::net::ptrs_to_socket_addr, std::net::SocketAddrV6::new, std::net, data/packages/miow/src, net.rs, 539, 37
miow, miow::net::ptrs_to_socket_addr, std::net::SocketAddr::V6, std::net, data/packages/miow/src, net.rs, 545, 29
miow, miow::net::tests::tcp_connect, socket2::Domain::for_address, socket2, data/packages/miow/src, net.rs, 1075, 33
miow, miow::net::tests::tcp_connect, std::net::TcpStream::from, std::net, data/packages/miow/src, net.rs, 1078, 36
miow, miow::net::tests::tcp_accept, socket2::Domain::for_address, socket2, data/packages/miow/src, net.rs, 1232, 33
miow, miow::net::tests::tcp_accept, std::net::TcpStream::from, std::net, data/packages/miow/src, net.rs, 1233, 36
miow, miow::net::tests::sockaddr_convert_4, std::net::Ipv4Addr::new, std::net, data/packages/miow/src, net.rs, 1256, 56
miow, miow::net::tests::sockaddr_convert_4, std::net::IpAddr::V4, std::net, data/packages/miow/src, net.rs, 1256, 43
miow, miow::net::tests::sockaddr_convert_4, std::net::SocketAddr::new, std::net, data/packages/miow/src, net.rs, 1256, 31
miow, miow::net::tests::sockaddr_convert_v6, std::net::Ipv6Addr::new, std::net, data/packages/miow/src, net.rs, 1273, 22
miow, miow::net::tests::sockaddr_convert_v6, std::net::SocketAddrV6::new, std::net, data/packages/miow/src, net.rs, 1272, 48
miow, miow::net::tests::sockaddr_convert_v6, std::net::SocketAddr::V6, std::net, data/packages/miow/src, net.rs, 1272, 31
miow, miow::pipe::_connect, std::fs::OpenOptions::new, std::fs, data/packages/miow/src, pipe.rs, 171, 29
miow, miow::pipe::_connect, std::fs::OpenOptions::new, std::fs, data/packages/miow/src, pipe.rs, 172, 29
miow, miow::pipe::_connect, std::fs::OpenOptions::new, std::fs, data/packages/miow/src, pipe.rs, 173, 30
mozdevice, mozdevice::Host::device_or_default, std::env::var, std::env, data/packages/mozdevice/src, lib.rs, 273, 34
mozdevice, mozdevice::Host::connect, std::net::TcpStream::connect, std::net, data/packages/mozdevice/src, lib.rs, 294, 32
mozdevice, mozdevice::Device::pull_dir, std::fs::create_dir_all, std::fs, data/packages/mozdevice/src, lib.rs, 858, 29
mozdevice, mozdevice::Device::pull_dir, std::fs::File::create, std::fs, data/packages/mozdevice/src, lib.rs, 866, 45
mozdevice, mozdevice::Device::push_dir, std::fs::File::open, std::fs, data/packages/mozdevice/src, lib.rs, 1019, 33
mozdevice, mozdevice::test::device_push_and_list_dir, std::fs::create_dir_all, std::fs, data/packages/mozdevice/src, test.rs, 561, 33
mozdevice, mozdevice::test::device_push_and_pull_dir, std::fs::create_dir_all, std::fs, data/packages/mozdevice/src, test.rs, 646, 33
mozdevice, mozdevice::test::device_push_and_list_dir_flat, std::path::PathBuf::from, std::path, data/packages/mozdevice/src, test.rs, 680, 25
mozdevice, mozdevice::test::device_push_and_list_dir_flat, std::path::PathBuf::from, std::path, data/packages/mozdevice/src, test.rs, 681, 25
mozdevice, mozdevice::test::device_push_and_list_dir_flat, std::path::PathBuf::from, std::path, data/packages/mozdevice/src, test.rs, 682, 25
mozdevice, mozdevice::test::device_push_and_list_dir_flat, std::fs::create_dir_all, std::fs, data/packages/mozdevice/src, test.rs, 687, 33
net2, net2::ext::UdpSocketExt::send, libc::__wasi_sock_send, libc, data/packages/net2/src, ext.rs, 1221, 31
net2, net2::ext::in_addr2ip, std::net::Ipv4Addr::new, std::net, data/packages/net2/src, ext.rs, 1386, 14
net2, net2::socket::raw2addr, std::net::Ipv4Addr::new, std::net, data/packages/net2/src, socket.rs, 223, 35
net2, net2::socket::raw2addr, std::net::SocketAddrV4::new, std::net, data/packages/net2/src, socket.rs, 227, 48
net2, net2::socket::raw2addr, std::net::SocketAddr::V4, std::net, data/packages/net2/src, socket.rs, 227, 31
net2, net2::socket::raw2addr, std::net::Ipv6Addr::new, std::net, data/packages/net2/src, socket.rs, 238, 35
net2, net2::socket::raw2addr, std::net::SocketAddrV6::new, std::net, data/packages/net2/src, socket.rs, 252, 48
net2, net2::socket::raw2addr, std::net::SocketAddr::V6, std::net, data/packages/net2/src, socket.rs, 252, 31
net2, net2::sys::redox::mod::Socket::new, libc::socket, libc, data/packages/net2/src/sys/redox, mod.rs, 39, 33
net2, net2::sys::redox::mod::Socket::new, libc::fcntl, libc, data/packages/net2/src/sys/redox, mod.rs, 40, 40
net2, net2::sys::redox::mod::Socket::new, libc::fcntl, libc, data/packages/net2/src/sys/redox, mod.rs, 42, 24
net2, net2::sys::redox::mod::Socket::into_tcp_listener, std::net::TcpListener::from_raw_fd, std::net, data/packages/net2/src/sys/redox, mod.rs, 56, 30
net2, net2::sys::redox::mod::Socket::into_tcp_stream, std::net::TcpStream::from_raw_fd, std::net, data/packages/net2/src/sys/redox, mod.rs, 60, 28
net2, net2::sys::redox::mod::Socket::into_udp_socket, std::net::UdpSocket::from_raw_fd, std::net, data/packages/net2/src/sys/redox, mod.rs, 64, 28
net2, net2::sys::redox::mod::Drop::drop, libc::close, libc, data/packages/net2/src/sys/redox, mod.rs, 78, 26
net2, net2::sys::unix::mod::Socket::new, libc::socket, libc, data/packages/net2/src/sys/unix, mod.rs, 46, 30
net2, net2::sys::unix::mod::Socket::new, libc::ioctl, libc, data/packages/net2/src/sys/unix, mod.rs, 18, 11
net2, net2::sys::unix::mod::Socket::new, libc::fcntl, libc, data/packages/net2/src/sys/unix, mod.rs, 65, 18
net2, net2::sys::unix::mod::Socket::into_tcp_listener, std::net::TcpListener::from_raw_fd, std::net, data/packages/net2/src/sys/unix, mod.rs, 79, 30
net2, net2::sys::unix::mod::Socket::into_tcp_stream, std::net::TcpStream::from_raw_fd, std::net, data/packages/net2/src/sys/unix, mod.rs, 83, 28
net2, net2::sys::unix::mod::Socket::into_udp_socket, std::net::UdpSocket::from_raw_fd, std::net, data/packages/net2/src/sys/unix, mod.rs, 87, 28
net2, net2::sys::unix::mod::Drop::drop, libc::close, libc, data/packages/net2/src/sys/unix, mod.rs, 101, 26
net2, net2::sys::wasi::mod::Socket::into_tcp_listener, std::net::TcpListener::from_raw_fd, std::net, data/packages/net2/src/sys/wasi, mod.rs, 160, 30
net2, net2::sys::wasi::mod::Socket::into_tcp_stream, std::net::TcpStream::from_raw_fd, std::net, data/packages/net2/src/sys/wasi, mod.rs, 164, 28
net2, net2::sys::wasi::mod::Socket::into_udp_socket, std::net::UdpSocket::from_raw_fd, std::net, data/packages/net2/src/sys/wasi, mod.rs, 168, 28
net2, net2::sys::windows::mod::init, std::net::UdpSocket::bind, std::net, data/packages/net2/src/sys/windows, mod.rs, 63, 27
net2, net2::sys::windows::mod::Socket::into_tcp_listener, std::net::TcpListener::from_raw_socket, std::net, data/packages/net2/src/sys/windows, mod.rs, 94, 30
net2, net2::sys::windows::mod::Socket::into_tcp_stream, std::net::TcpStream::from_raw_socket, std::net, data/packages/net2/src/sys/windows, mod.rs, 98, 28
net2, net2::sys::windows::mod::Socket::into_udp_socket, std::net::UdpSocket::from_raw_socket, std::net, data/packages/net2/src/sys/windows, mod.rs, 102, 28
nix, nix::dir::Dir::from_fd, libc::fdopendir, libc, data/packages/nix/src, dir.rs, 60, 49
nix, nix::dir::Dir::from_fd, libc::close, libc, data/packages/nix/src, dir.rs, 62, 27
nix, nix::dir::std::os::unix::io::AsRawFd::as_raw_fd, libc::dirfd, libc, data/packages/nix/src, dir.rs, 84, 23
nix, nix::dir::Drop::drop, libc::closedir, libc, data/packages/nix/src, dir.rs, 90, 45
nix, nix::dir::next, libc::readdir_r, libc, data/packages/nix/src, dir.rs, 16, 19
nix, nix::dir::Drop::drop, libc::rewinddir, libc, data/packages/nix/src, dir.rs, 133, 23
nix, nix::ifaddrs::Drop::drop, libc::freeifaddrs, libc, data/packages/nix/src, ifaddrs.rs, 84, 23
nix, nix::ifaddrs::std::iter::Iterator::next, InterfaceAddress::from_libc_ifaddrs, libc, data/packages/nix/src, ifaddrs.rs, 94, 39
nix, nix::ifaddrs::getifaddrs, libc::getifaddrs, libc, data/packages/nix/src, ifaddrs.rs, 129, 28
nix, nix::kmod::init_module, libc::syscall, libc, data/packages/nix/src, kmod.rs, 47, 14
nix, nix::kmod::finit_module, libc::syscall, libc, data/packages/nix/src, kmod.rs, 84, 14
nix, nix::kmod::delete_module, libc::syscall, libc, data/packages/nix/src, kmod.rs, 119, 29
nix, nix::mqueue::mq_open, libc::mq_open, libc, data/packages/nix/src, mqueue.rs, 150, 18
nix, nix::mqueue::mq_open, libc::mq_open, libc, data/packages/nix/src, mqueue.rs, 155, 31
nix, nix::mqueue::mq_unlink, libc::mq_unlink, libc, data/packages/nix/src, mqueue.rs, 164, 29
nix, nix::mqueue::mq_close, libc::mq_close, libc, data/packages/nix/src, mqueue.rs, 172, 29
nix, nix::mqueue::mq_receive, libc::mq_receive, libc, data/packages/nix/src, mqueue.rs, 182, 14
nix, nix::mqueue::mq_send, libc::mq_send, libc, data/packages/nix/src, mqueue.rs, 195, 14
nix, nix::mqueue::mq_getattr, libc::mq_getattr, libc, data/packages/nix/src, mqueue.rs, 208, 29
nix, nix::mqueue::mq_setattr, libc::mq_setattr, libc, data/packages/nix/src, mqueue.rs, 220, 14
nix, nix::poll::poll, libc::poll, libc, data/packages/nix/src, poll.rs, 137, 14
nix, nix::pty::grantpt, libc::grantpt, libc, data/packages/nix/src, pty.rs, 120, 22
nix, nix::pty::posix_openpt, libc::posix_openpt, libc, data/packages/nix/src, pty.rs, 163, 14
nix, nix::pty::ptsname, libc::ptsname, libc, data/packages/nix/src, pty.rs, 191, 25
nix, nix::pty::ptsname_r, libc::ptsname_r, libc, data/packages/nix/src, pty.rs, 217, 17
