crate, num_effects, total, loc_lb, loc_ub, macros, loc_lb, loc_ub, conditional_code, loc_lb, loc_ub, skipped_calls, loc_lb, loc_ub, skipped_fn_ptrs, loc_lb, loc_ub, skipped_other, loc_lb, loc_ub, unsafe_trait, loc_lb, loc_ub, unsafe_impl, loc_lb, loc_ub, pub_fns, pub_fns_with_effects, pub_total_effects, audited_fns, audited_loc
same-file, 21, 4, 904, 904, 4, 1, 4, 5, 208, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 17, 58, 22, 73
try-lock, 5, 1, 274, 274, 3, 0, 3, 1, 14, 14, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 2, 6, 3, 3, 6, 47
object, 36, 71, 42754, 42754, 404, 559, 895, 11, 678, 678, 0, 0, 0, 0, 0, 0, 339, 24, 349, 1, 0, 1, 0, 0, 0, 781, 251, 1102, 396, 6857
form_urlencoded, 2, 1, 407, 407, 3, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 12, 0, 0, 5, 77
tokio-macros, 6, 3, 1086, 1086, 32, 57, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 17, 9, 174
glob, 47, 1, 1423, 1423, 7, 13, 16, 3, 422, 422, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 13, 7, 52, 16, 534
proc-macro-error, 3, 7, 1439, 1439, 24, 290, 300, 2, 61, 61, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 23, 1, 2, 3, 46
num-bigint, 9, 27, 9518, 9518, 458, 975, 1354, 49, 523, 523, 0, 0, 0, 0, 0, 0, 120, 0, 120, 0, 0, 0, 0, 0, 0, 68, 4, 4, 24, 102
wasi, 294, 2, 2407, 2407, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 108, 340, 116, 1057
openssl, 1444, 56, 32696, 32696, 504, 3483, 3753, 292, 7838, 7838, 11, 0, 11, 0, 0, 0, 1122, 161, 1174, 4, 0, 4, 41, 0, 41, 969, 822, 4384, 996, 7003
tower-service, 0, 1, 388, 388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
proc-macro-error-attr, 0, 3, 279, 279, 8, 32, 37, 1, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
encoding_rs, 205, 21, 136899, 136899, 403, 5548, 5863, 46, 5185, 5185, 2, 292, 292, 0, 0, 0, 6, 4, 6, 0, 0, 0, 0, 0, 0, 358, 98, 672, 120, 2874
linked-hash-map, 117, 3, 1757, 1757, 8, 0, 8, 3, 3, 3, 0, 0, 0, 0, 0, 0, 15, 0, 15, 0, 0, 0, 12, 0, 12, 42, 30, 183, 76, 601
tinyvec_macros, 0, 1, 23, 23, 1, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ahash, 2, 10, 3838, 3838, 95, 250, 324, 55, 1352, 1352, 0, 0, 0, 0, 0, 0, 18, 0, 18, 0, 0, 0, 0, 0, 0, 20, 0, 0, 1, 29
rayon, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
gimli, 85, 43, 46734, 46734, 485, 2303, 2679, 37, 18253, 18253, 0, 0, 0, 0, 0, 0, 69, 15, 72, 1, 0, 1, 3, 0, 3, 650, 168, 1072, 317, 7227
unicase, 3, 4, 2841, 2841, 17, 31, 45, 13, 287, 287, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 11, 0, 0, 2, 22
async-trait, 2, 8, 1255, 1255, 44, 46, 80, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 30
spin, 65, 10, 4738, 4738, 28, 19, 41, 8, 1060, 1060, 0, 0, 0, 0, 0, 0, 19, 6, 24, 0, 0, 0, 30, 0, 30, 87, 49, 111, 94, 709
openssl-probe, 17, 1, 135, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 55, 7, 84
rayon-core, 161, 27, 7551, 7551, 244, 211, 432, 4, 10, 10, 1, 0, 1, 0, 0, 0, 2, 0, 2, 0, 0, 0, 5, 0, 5, 65, 40, 955, 128, 1121
reqwest, 93, 39, 16508, 16508, 142, 145, 266, 45, 2836, 2836, 1, 5, 5, 0, 0, 0, 43, 4, 43, 0, 0, 0, 0, 0, 0, 384, 53, 306, 114, 1814
synstructure, 0, 2, 2948, 2948, 56, 292, 334, 1, 37, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0
signal-hook-registry, 6, 1, 231, 231, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 79
foreign-types, 0, 1, 249, 249, 1, 32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
redox_syscall, 269, 23, 3804, 3804, 109, 378, 455, 9, 20, 20, 0, 0, 0, 0, 0, 0, 27, 0, 27, 0, 0, 0, 0, 0, 0, 213, 92, 305, 134, 814
addr2line, 12, 4, 2475, 2475, 3, 0, 3, 8, 109, 109, 0, 0, 0, 0, 0, 0, 10, 2, 10, 0, 0, 0, 0, 0, 0, 21, 7, 15, 19, 535
httpdate, 1, 2, 578, 578, 5, 0, 5, 1, 96, 96, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2
foreign-types-shared, 0, 1, 91, 91, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 2, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0
subtle, 0, 1, 965, 965, 24, 124, 141, 1, 26, 26, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0
hmac, 0, 3, 514, 514, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
crypto-mac, 0, 3, 272, 272, 2, 81, 81, 5, 32, 32, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0
which, 49, 5, 1003, 1003, 10, 0, 10, 7, 114, 114, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 38, 23, 395, 41, 204
regex-automata, 51, 40, 31971, 31972, 340, 636, 914, 126, 4784, 4784, 0, 0, 0, 0, 0, 0, 52, 27, 65, 1, 0, 1, 3, 0, 3, 437, 112, 687, 266, 3409
native-tls, 40, 5, 2966, 2966, 211, 138, 316, 24, 157, 157, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 87, 9, 16, 14, 298
tracing-attributes, 22, 3, 1973, 1973, 66, 162, 203, 0, 0, 0, 1, 102, 102, 0, 0, 0, 1, 27, 27, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 226
rand_pcg, 0, 3, 476, 476, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0
winapi-x86_64-pc-windows-gnu, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
paste, 4, 4, 894, 894, 4, 18, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 6, 8, 537
dirs, 29, 5, 433, 433, 0, 0, 0, 5, 35, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 20, 98, 20, 20
winapi-i686-pc-windows-gnu, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
static_assertions, 0, 10, 1122, 1122, 19, 1006, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bstr, 94, 27, 11363, 11363, 89, 80, 151, 25, 1603, 1603, 0, 0, 0, 0, 0, 0, 44, 0, 44, 0, 0, 0, 0, 0, 0, 151, 50, 298, 144, 1311
block-padding, 1, 1, 410, 410, 10, 0, 10, 1, 2, 2, 0, 0, 0, 0, 0, 0, 9, 2, 9, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 17
net2, 116, 13, 2618, 2618, 34, 59, 77, 30, 216, 222, 0, 0, 0, 0, 0, 0, 13, 0, 13, 0, 0, 0, 0, 0, 0, 56, 39, 92, 217, 552
cpufeatures, 1, 4, 467, 467, 15, 237, 237, 3, 29, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2
hyper-tls, 0, 3, 326, 326, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0
dtoa, 75, 3, 1079, 1079, 4, 447, 447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 6, 3, 77, 7, 211
num-rational, 0, 2, 3267, 3267, 66, 377, 424, 10, 1602, 1602, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0
iovec, 24, 7, 431, 432, 0, 0, 0, 3, 27, 27, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 20, 15, 19, 25, 94
crossbeam-queue, 43, 3, 1114, 1114, 7, 11, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 9, 0, 0, 0, 4, 0, 4, 13, 5, 26, 11, 472
rustls, 57, 67, 25727, 25727, 532, 1358, 1809, 38, 1721, 1721, 0, 0, 0, 0, 0, 0, 44, 5, 46, 0, 0, 0, 0, 0, 0, 304, 31, 201, 124, 3704
ring, 111, 88, 17885, 17885, 241, 1064, 1197, 66, 2870, 2870, 0, 0, 0, 0, 0, 0, 41, 147, 185, 5, 0, 5, 13, 0, 13, 261, 132, 519, 278, 4618
fixedbitset, 11, 2, 1710, 1710, 183, 49, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 34, 10, 13, 52, 730
ipnet, 0, 7, 3762, 3762, 17, 62, 72, 4, 667, 667, 0, 0, 0, 0, 0, 0, 17, 0, 17, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0
untrusted, 1, 4, 356, 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 4, 4, 4, 16
petgraph, 43, 42, 18913, 18913, 290, 896, 1114, 7, 1014, 1014, 2, 0, 2, 0, 0, 0, 245, 2, 245, 1, 0, 1, 5, 0, 5, 324, 38, 177, 99, 1431
miow, 235, 6, 2739, 2739, 18, 18, 32, 3, 593, 593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 57, 29, 91, 61, 669
libloading, 107, 10, 2135, 2135, 29, 171, 193, 4, 35, 35, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 12, 0, 12, 32, 18, 120, 29, 300
proc-macro-nested, 0, 1, 68, 68, 2, 24, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
time-macros, 7, 19, 3059, 3059, 115, 1001, 1042, 12, 203, 203, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 129
yaml-rust, 1, 5, 4527, 4527, 51, 33, 80, 5, 1197, 1197, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 4
sct, 5, 4, 660, 660, 60, 45, 90, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 1, 5, 2, 60
webpki, 6, 14, 3312, 3312, 13, 5, 17, 3, 686, 686, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 28, 5, 21, 7, 230
stable_deref_trait, 0, 1, 180, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 18, 0, 18, 0, 0, 0, 0, 0
byte-tools, 3, 1, 28, 28, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 13
jobserver, 112, 4, 1332, 1332, 8, 3, 10, 3, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 35, 22, 176, 38, 546
lazycell, 10, 2, 746, 746, 6, 0, 6, 1, 313, 313, 0, 0, 0, 0, 0, 0, 3, 4, 6, 0, 0, 0, 2, 0, 2, 19, 14, 25, 20, 111
siphasher, 9, 5, 1631, 1631, 73, 92, 160, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 1, 3, 11, 131
num-iter, 0, 1, 723, 723, 0, 0, 0, 5, 333, 333, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0
rand_xorshift, 0, 1, 108, 108, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
phf_shared, 0, 1, 406, 406, 44, 77, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0
zeroize, 10, 3, 908, 908, 25, 85, 96, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 22, 144
void, 0, 1, 119, 119, 0, 0, 0, 1, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
tracing-subscriber, 70, 38, 22075, 22075, 216, 1005, 1153, 140, 4700, 4700, 2, 0, 2, 0, 0, 0, 50, 28, 64, 0, 0, 0, 0, 0, 0, 220, 38, 271, 129, 1276
darling_macro, 0, 1, 41, 41, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0
darling_core, 33, 64, 8247, 8247, 335, 696, 977, 18, 818, 818, 0, 0, 0, 0, 0, 0, 21, 1, 21, 0, 0, 0, 0, 0, 0, 159, 27, 117, 113, 1387
darling, 0, 2, 202, 202, 2, 89, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
mime_guess, 5, 4, 2110, 2110, 4, 0, 4, 2, 105, 105, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 28, 13, 25, 15, 33
structopt, 1, 1, 1229, 1229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 1, 2, 4
winapi-util, 65, 4, 844, 844, 0, 0, 0, 3, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 13, 47, 16, 73
num-complex, 5, 5, 3763, 3763, 81, 467, 531, 18, 2016, 2016, 0, 0, 0, 0, 0, 0, 21, 1, 21, 0, 0, 0, 0, 0, 0, 15, 0, 0, 3, 86
hermit-abi, 71, 4, 1128, 1128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 71, 71, 71, 267
pest, 15, 22, 23082, 23082, 56, 704, 745, 12, 1205, 1205, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0, 0, 0, 0, 97, 10, 14, 19, 220
structopt-derive, 15, 6, 2280, 2280, 158, 414, 499, 1, 16, 16, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 27, 5, 18, 21, 1269
fake-simd, 0, 1, 107, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
fastrand, 0, 1, 705, 705, 36, 170, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0
filetime, 103, 10, 1562, 1562, 14, 88, 97, 4, 448, 448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 37, 284, 47, 438
bumpalo, 264, 10, 9389, 9389, 78, 165, 232, 3, 120, 120, 0, 0, 0, 0, 0, 0, 34, 1, 34, 1, 0, 1, 10, 0, 10, 150, 110, 1865, 201, 2066
wasm-bindgen, 101, 12, 4519, 4520, 70, 1144, 1174, 8, 117, 117, 2, 0, 2, 0, 0, 0, 63, 30, 80, 2, 0, 2, 13, 0, 13, 73, 55, 95, 135, 732
wasm-bindgen-backend, 13, 6, 2818, 2818, 137, 805, 883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 2, 20, 13, 289
wasm-bindgen-macro, 0, 1, 60, 60, 9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0
wasm-bindgen-shared, 0, 2, 208, 208, 6, 139, 144, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0
wasm-bindgen-macro-support, 0, 2, 1814, 1814, 78, 305, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 6, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0
tokio-rustls, 19, 6, 1641, 1641, 35, 33, 61, 16, 153, 153, 0, 0, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 0, 0, 0, 33, 9, 18, 21, 435
failure, 33, 15, 1962, 1962, 18, 445, 451, 4, 115, 115, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 6, 0, 6, 43, 2, 4, 14, 176
strum_macros, 20, 19, 2583, 2583, 144, 272, 390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 30, 24, 61, 41, 1383
shlex, 3, 1, 243, 243, 10, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 4, 2, 2, 5, 77
ucd-trie, 1, 3, 6945, 6945, 10, 5, 14, 3, 106, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 2
dirs-sys, 8, 2, 470, 470, 0, 0, 0, 6, 277, 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 14, 5, 86
derive_more, 7, 27, 5477, 5477, 402, 433, 752, 3, 104, 104, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 71, 3, 7, 7, 522
js-sys, 736, 2, 7156, 7156, 46, 501, 536, 1, 2, 2, 0, 0, 0, 0, 0, 0, 74, 225, 240, 0, 0, 0, 0, 0, 0, 609, 596, 711, 615, 3400
libz-sys, 31, 1, 351, 351, 4, 16, 16, 1, 68, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 31, 31, 76
webpki-roots, 2, 2, 5530, 5530, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 15
proc-macro-crate, 18, 1, 437, 437, 3, 9, 10, 1, 124, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 18, 7, 110
sharded-slab, 79, 16, 6705, 6705, 345, 254, 553, 11, 216, 216, 0, 0, 0, 0, 0, 0, 57, 93, 133, 0, 0, 0, 10, 0, 10, 36, 17, 158, 107, 1026
phf, 0, 5, 1094, 1094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 18, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0
failure_derive, 6, 1, 265, 265, 22, 40, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 157
rustc-hash, 0, 1, 137, 137, 1, 0, 1, 4, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
csv, 32, 11, 12190, 12190, 77, 116, 173, 6, 2071, 2071, 0, 0, 0, 0, 0, 0, 66, 0, 66, 0, 0, 0, 0, 0, 0, 134, 32, 73, 82, 654
term, 103, 7, 2750, 2750, 28, 8, 35, 6, 220, 220, 0, 0, 0, 0, 0, 0, 4, 1, 4, 0, 0, 0, 0, 0, 0, 17, 12, 231, 43, 547
strum, 0, 2, 323, 323, 3, 22, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0
error-chain, 1, 6, 1995, 1995, 20, 1107, 1112, 3, 85, 85, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 6, 1, 1, 1, 6
num, 0, 1, 97, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bincode, 26, 29, 7791, 7791, 190, 92, 263, 18, 108, 108, 0, 0, 0, 0, 0, 0, 62, 5, 62, 0, 0, 0, 0, 0, 0, 58, 32, 149, 323, 3068
tracing-futures, 0, 6, 1342, 1342, 3, 8, 10, 19, 724, 724, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0
csv-core, 0, 3, 3238, 3238, 15, 4, 18, 2, 1104, 1104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0
scoped-tls, 1, 1, 256, 256, 2, 16, 16, 1, 86, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 1, 1, 1, 17
core-foundation-sys, 254, 21, 1499, 1499, 0, 0, 0, 2, 23, 23, 0, 0, 0, 0, 0, 0, 52, 2, 53, 0, 0, 0, 0, 0, 0, 255, 254, 254, 254, 107
maybe-uninit, 2, 2, 601, 601, 0, 0, 0, 1, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 3, 2, 8
ctor, 0, 2, 449, 449, 28, 123, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0
web-sys, 7430, 1524, 165734, 165734, 1587, 4761, 4761, 4640, 57338, 57338, 0, 0, 0, 0, 0, 0, 2516, 11010, 11010, 0, 0, 0, 0, 0, 0, 7762, 7480, 7528, 7480, 60041
serde_yaml, 106, 24, 11258, 11258, 110, 150, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 1, 183, 0, 0, 0, 2, 0, 2, 111, 20, 280, 156, 1532
const_fn, 3, 6, 528, 528, 19, 38, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 3, 4, 92
tracing-log, 12, 5, 1979, 1979, 23, 64, 77, 11, 457, 457, 0, 0, 0, 0, 0, 0, 9, 2, 9, 0, 0, 0, 0, 0, 0, 20, 1, 1, 8, 140
ident_case, 0, 1, 167, 167, 0, 0, 0, 1, 42, 42, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0
lexical-core, 0, 1, 868, 868, 14, 111, 111, 8, 320, 320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
half, 58, 9, 7548, 7548, 98, 240, 309, 24, 1944, 1944, 0, 0, 0, 0, 0, 0, 124, 82, 130, 0, 0, 0, 0, 0, 0, 58, 12, 30, 184, 885
core-foundation, 272, 21, 3428, 3428, 94, 253, 324, 21, 763, 763, 0, 0, 0, 0, 0, 0, 9, 1, 9, 4, 0, 4, 12, 0, 12, 137, 134, 289, 183, 1029
maplit, 0, 1, 323, 323, 29, 240, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
vsdb, 144, 46, 13758, 13758, 1981, 608, 2495, 21, 33, 33, 0, 0, 0, 0, 0, 0, 45, 0, 45, 0, 0, 0, 0, 0, 0, 425, 68, 108, 122, 1149
vsdb_derive, 0, 1, 1567, 1567, 224, 650, 725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
vsdbsled, 300, 59, 19610, 19610, 698, 1125, 1594, 37, 1033, 1033, 0, 0, 0, 0, 0, 0, 32, 2, 33, 0, 0, 0, 23, 0, 23, 171, 85, 4413, 359, 8922
phf_generator, 0, 2, 127, 127, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0
tokio-stream, 5, 42, 4545, 4545, 60, 354, 374, 4, 150, 150, 0, 0, 0, 0, 0, 0, 45, 3, 47, 0, 0, 0, 4, 0, 4, 68, 0, 0, 7, 40
prost-derive, 7, 7, 2439, 2439, 253, 473, 652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 14, 41, 20, 952
prost, 15, 5, 2637, 2637, 31, 545, 558, 7, 464, 464, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 41, 17, 161, 34, 365
matchers, 2, 1, 599, 599, 2, 0, 2, 1, 229, 229, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 11, 4, 6, 7, 45
rustversion, 24, 13, 955, 955, 10, 48, 54, 0, 0, 0, 1, 7, 7, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 32, 20, 282, 32, 286
