crate, num_effects, total, loc_lb, loc_ub, macros, loc_lb, loc_ub, conditional_code, loc_lb, loc_ub, skipped_calls, loc_lb, loc_ub, skipped_fn_ptrs, loc_lb, loc_ub, skipped_other, loc_lb, loc_ub, unsafe_trait, loc_lb, loc_ub, unsafe_impl, loc_lb, loc_ub, pub_fns, pub_fns_with_effects, pub_total_effects, audited_fns, audited_loc
adler32, 2, 2, 352, 352, 3, 0, 3, 1, 117, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 2, 1, 9
arrayref, 0, 1, 500, 500, 4, 255, 255, 1, 201, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
rand_isaac, 2, 4, 1105, 1105, 2, 0, 2, 2, 273, 273, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 29
rand_os, 0, 1, 96, 96, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
vcpkg, 113, 1, 1945, 1945, 63, 127, 162, 1, 526, 526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 76, 17, 815
arc-swap, 42, 21, 4686, 4686, 20, 488, 503, 10, 450, 450, 0, 0, 0, 0, 0, 0, 32, 11, 40, 1, 0, 1, 5, 0, 5, 24, 12, 245, 70, 579
cookie, 1, 12, 4349, 4349, 23, 45, 62, 8, 807, 807, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 92, 2, 2, 6, 149
hostname, 18, 3, 322, 322, 3, 16, 18, 1, 39, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 26, 7, 109
ordered-float, 3, 1, 2315, 2315, 61, 282, 337, 12, 889, 889, 0, 0, 0, 0, 0, 0, 17, 0, 17, 0, 0, 0, 0, 0, 0, 6, 1, 1, 3, 9
sha1, 26, 5, 576, 576, 63, 67, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 5, 1, 1, 2, 74
prost-types, 0, 4, 4092, 4092, 48, 14, 59, 8, 663, 663, 0, 0, 0, 0, 0, 0, 6, 18, 22, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0
winapi-build, 2, 1, 11, 11, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 11
crypto-common, 0, 1, 336, 336, 0, 0, 0, 6, 39, 39, 0, 0, 0, 0, 0, 0, 9, 6, 9, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0
tokio-native-tls, 2, 1, 383, 383, 1, 0, 1, 2, 16, 16, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 2, 6, 0, 0, 9, 37
serde_cbor, 17, 10, 4569, 4569, 48, 36, 74, 26, 167, 167, 0, 0, 0, 0, 0, 0, 72, 1, 72, 0, 0, 0, 0, 0, 0, 49, 8, 16, 90, 786
kernel32-sys, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bindgen, 262, 55, 29365, 29365, 1161, 4340, 5048, 14, 315, 315, 2, 0, 2, 0, 0, 0, 120, 39, 146, 0, 0, 0, 0, 0, 0, 49, 9, 249, 366, 11659
nodrop, 0, 1, 188, 188, 0, 0, 0, 2, 156, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
rand_jitter, 2, 3, 841, 841, 15, 32, 40, 3, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 4, 9, 276
os_str_bytes, 35, 15, 3075, 3075, 85, 345, 397, 6, 26, 26, 0, 0, 0, 0, 0, 0, 10, 1, 10, 1, 0, 1, 2, 0, 2, 38, 14, 22, 55, 284
standback, 93, 39, 4800, 4800, 58, 400, 436, 36, 143, 172, 3, 0, 3, 0, 0, 0, 18, 0, 18, 2, 0, 2, 10, 0, 10, 21, 10, 32, 34, 537
winreg, 102, 12, 2556, 2556, 104, 108, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 37, 0, 0, 0, 1, 0, 1, 36, 17, 60, 26, 397
time-macros-impl, 9, 7, 614, 614, 28, 16, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4, 197
constant_time_eq, 0, 1, 164, 164, 2, 0, 2, 2, 28, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0
bit-vec, 0, 1, 2507, 2507, 21, 21, 40, 1, 931, 931, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0
derivative, 35, 12, 2723, 2723, 165, 482, 594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 30, 98, 40, 1050
wasm-bindgen-futures, 25, 6, 800, 800, 10, 14, 21, 1, 1, 1, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 3, 3, 5, 15, 133
clang-sys, 21, 3, 2834, 2834, 120, 2026, 2086, 1, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 21, 8, 135
xml-rs, 36, 28, 5151, 5151, 126, 147, 254, 6, 504, 504, 0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 0, 115, 17, 83, 31, 671
utf8-ranges, 0, 2, 563, 563, 12, 1, 12, 1, 90, 90, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0
console, 138, 10, 3572, 3572, 62, 107, 151, 14, 248, 248, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 181, 69, 522, 90, 941
schannel, 773, 15, 4643, 4643, 90, 116, 186, 4, 225, 225, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 8, 0, 8, 122, 36, 422, 97, 2258
signal-hook, 57, 12, 2890, 2890, 10, 20, 26, 13, 222, 222, 0, 0, 0, 0, 0, 0, 12, 9, 19, 1, 0, 1, 5, 0, 5, 36, 24, 127, 47, 429
unicode-ident, 2, 2, 908, 908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 14
cexpr, 2, 4, 1132, 1132, 17, 39, 53, 0, 0, 0, 21, 205, 208, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 2, 8
multimap, 0, 3, 1809, 1809, 3, 32, 34, 2, 641, 641, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0
security-framework, 890, 33, 9228, 9228, 84, 556, 608, 98, 2901, 2901, 0, 0, 0, 0, 0, 0, 43, 39, 48, 0, 0, 0, 22, 0, 22, 223, 126, 692, 168, 1854
mio-uds, 65, 5, 760, 760, 26, 10, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 29, 59, 59, 281
safemem, 9, 1, 142, 142, 6, 15, 19, 1, 43, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 9, 3, 51
security-framework-sys, 104, 22, 1713, 1713, 4, 124, 124, 52, 199, 199, 0, 0, 0, 0, 0, 0, 107, 24, 107, 0, 0, 0, 0, 0, 0, 104, 104, 104, 104, 217
async-stream, 3, 4, 443, 443, 4, 75, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 47
async-stream-impl, 1, 1, 302, 302, 11, 37, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 3, 64
prost-build, 63, 12, 4206, 4206, 80, 136, 184, 8, 827, 827, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 46, 12, 201, 29, 1216
dirs-sys-next, 8, 2, 444, 444, 0, 0, 0, 6, 262, 262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 14, 5, 84
fxhash, 0, 1, 77, 77, 2, 53, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
match_cfg, 0, 1, 170, 170, 1, 68, 68, 1, 90, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
pest_derive, 0, 1, 316, 316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
crossbeam, 0, 1, 95, 95, 2, 24, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bitvec, 549, 60, 28553, 28553, 1158, 3397, 4359, 14, 1584, 1584, 0, 0, 0, 0, 0, 0, 132, 157, 243, 1, 0, 1, 18, 0, 18, 367, 278, 4208, 668, 4052
convert_case, 0, 5, 2259, 2259, 15, 48, 58, 5, 482, 482, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0
zstd-sys, 522, 10, 4630, 4630, 9, 45, 45, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 516, 516, 522, 516, 1827
peeking_take_while, 0, 1, 218, 218, 0, 0, 0, 1, 51, 51, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cast, 0, 2, 743, 743, 59, 375, 405, 2, 57, 57, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hyper-rustls, 5, 5, 698, 698, 4, 3, 6, 15, 216, 216, 0, 0, 0, 0, 0, 0, 3, 2, 4, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 60
pest_generator, 19, 4, 1515, 1515, 98, 329, 366, 3, 558, 558, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 19, 4, 163
pest_meta, 9, 13, 3863, 3863, 49, 49, 88, 5, 1687, 1687, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 95, 4, 17, 4, 67
phf_codegen, 0, 1, 491, 491, 20, 68, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0
terminal_size, 24, 3, 197, 197, 9, 0, 9, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 5, 133
zstd-safe, 85, 4, 2445, 2445, 17, 1, 17, 32, 468, 468, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 0, 1, 7, 0, 7, 73, 66, 140, 76, 602
globset, 5, 4, 2603, 2603, 33, 26, 55, 9, 683, 683, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 31, 3, 10, 9, 129
colored, 3, 5, 1769, 1769, 3, 3, 5, 6, 822, 822, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 51, 1, 3, 1, 10
dirs-next, 25, 5, 353, 353, 1, 14, 14, 2, 28, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 14, 80, 14, 18
zstd, 49, 17, 2864, 2864, 41, 221, 248, 14, 222, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 61, 143, 95, 663
redox_users, 32, 1, 1697, 1697, 9, 7, 13, 3, 361, 361, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 43, 12, 76, 15, 170
utf-8, 4, 3, 442, 442, 7, 21, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 6, 10, 6, 160
tokio-io, 31, 26, 2589, 2589, 45, 40, 82, 20, 151, 151, 0, 0, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 4, 0, 4, 48, 8, 40, 64, 359
criterion, 166, 55, 12134, 12134, 335, 976, 1222, 18, 244, 244, 2, 0, 2, 0, 0, 0, 32, 14, 39, 0, 0, 0, 0, 0, 0, 160, 63, 383, 178, 4983
data-encoding, 13, 1, 2393, 2393, 50, 67, 109, 10, 259, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 2, 14, 247
language-tags, 3, 3, 12380, 12380, 2, 0, 2, 2, 21, 21, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 20, 0, 0, 3, 14
aes, 342, 18, 6315, 6315, 119, 1723, 1805, 22, 147, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 49, 955
threadpool, 1, 1, 1318, 1318, 2, 0, 2, 1, 549, 549, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 4, 5, 38
radium, 0, 4, 1482, 1482, 11, 667, 670, 2, 267, 267, 0, 0, 0, 0, 0, 0, 6, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
backtrace-sys, 3, 1, 57, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 23
clap_derive, 9, 16, 3999, 3999, 257, 928, 1042, 2, 9, 9, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 73, 22, 96, 31, 2202
crunchy, 0, 1, 35, 35, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cipher, 4, 9, 2120, 2120, 22, 617, 627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 9, 0, 0, 0, 0, 0, 0, 68, 4, 4, 13, 106
pretty_assertions, 0, 2, 1064, 1064, 18, 222, 234, 2, 395, 395, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0
cmake, 166, 1, 1117, 1117, 32, 19, 45, 2, 33, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 14, 322, 25, 702
criterion-plot, 25, 14, 2966, 2966, 57, 26, 79, 1, 42, 42, 0, 0, 0, 0, 0, 0, 16, 3, 16, 0, 0, 0, 0, 0, 0, 31, 6, 18, 20, 203
event-listener, 21, 1, 996, 996, 4, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 4, 0, 4, 12, 9, 50, 20, 361
tinytemplate, 2, 6, 2409, 2409, 43, 38, 70, 3, 901, 901, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 13, 1, 2, 2, 10
fallible-iterator, 0, 2, 2226, 2226, 111, 82, 171, 10, 119, 119, 0, 0, 0, 0, 0, 0, 47, 5, 47, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0
tokio-timer, 31, 21, 3917, 3917, 104, 86, 176, 10, 166, 166, 0, 0, 0, 0, 0, 0, 17, 3, 17, 0, 0, 0, 2, 0, 2, 66, 25, 108, 75, 796
tar, 234, 8, 4100, 4100, 59, 76, 116, 14, 153, 153, 1, 31, 31, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 159, 91, 964, 159, 1988
md5, 0, 1, 434, 434, 81, 47, 117, 2, 69, 69, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0
difference, 1, 5, 696, 696, 31, 139, 154, 2, 78, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 1, 1, 27
tokio-executor, 129, 35, 8147, 8147, 155, 113, 239, 6, 48, 48, 0, 0, 0, 0, 0, 0, 11, 2, 11, 0, 0, 0, 8, 0, 8, 68, 33, 715, 159, 2782
dashmap, 96, 20, 4340, 4340, 24, 151, 167, 5, 416, 416, 0, 0, 0, 0, 0, 0, 47, 3, 49, 0, 0, 0, 26, 0, 26, 132, 81, 209, 175, 919
owning_ref, 9, 1, 2015, 2015, 3, 6, 7, 1, 785, 785, 0, 0, 0, 0, 0, 0, 11, 3, 11, 1, 0, 1, 11, 0, 11, 29, 2, 6, 9, 16
minimal-lexical, 49, 19, 5391, 5391, 64, 121, 179, 10, 120, 120, 0, 0, 0, 0, 0, 0, 60, 42, 85, 0, 0, 0, 0, 0, 0, 110, 26, 128, 32, 408
cargo_metadata, 23, 5, 1284, 1284, 5, 6, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 26, 2, 40, 3, 68
serde_bytes, 5, 5, 898, 898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 16, 0, 0, 0, 0, 0, 0, 10, 1, 3, 9, 19
md-5, 1, 2, 309, 309, 0, 0, 0, 1, 4, 4, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 19
cache-padded, 0, 1, 186, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0
rustc-serialize, 3, 6, 6572, 6572, 186, 175, 346, 9, 1608, 1608, 0, 0, 0, 0, 0, 0, 9, 2, 9, 0, 0, 0, 0, 0, 0, 49, 0, 0, 21, 160
tracing-serde, 0, 2, 635, 635, 3, 0, 3, 2, 16, 16, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0
num-derive, 0, 2, 977, 977, 33, 498, 512, 1, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0
tower-layer, 0, 5, 650, 650, 3, 0, 3, 1, 18, 18, 0, 0, 0, 0, 0, 0, 22, 1, 22, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0
cpuid-bool, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
concurrent-queue, 48, 5, 1601, 1601, 8, 4, 11, 11, 45, 45, 0, 0, 0, 0, 0, 0, 7, 4, 10, 0, 0, 0, 2, 0, 2, 41, 8, 56, 13, 495
crc, 0, 8, 630, 630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0
tower, 5, 101, 11724, 11724, 256, 660, 846, 7, 308, 308, 0, 0, 0, 0, 0, 0, 215, 42, 238, 0, 0, 0, 0, 0, 0, 191, 6, 6, 11, 114
diff, 0, 1, 166, 166, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0
unreachable, 5, 1, 75, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 9, 23
lru-cache, 0, 2, 567, 567, 0, 0, 0, 2, 133, 133, 0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0
tokio-reactor, 24, 4, 1819, 1819, 26, 95, 112, 3, 28, 28, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 6, 0, 6, 27, 10, 46, 28, 367
bit-set, 3, 1, 1597, 1597, 0, 0, 0, 2, 580, 580, 0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 0, 28, 5, 6, 6, 53
zeroize_derive, 2, 1, 867, 867, 37, 70, 90, 1, 445, 445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 8, 216
ntapi, 25, 36, 20830, 20831, 1254, 16873, 16875, 3, 32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 12, 25, 12, 80
indoc, 3, 4, 720, 720, 6, 42, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 12, 8, 10, 20, 143
fs2, 67, 3, 984, 984, 3, 0, 3, 7, 535, 535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 22, 97, 41, 181
oorandom, 0, 1, 585, 585, 2, 0, 2, 1, 323, 323, 0, 0, 0, 0, 0, 0, 4, 15, 15, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0
sha3, 0, 3, 796, 796, 20, 613, 618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
combine, 17, 24, 16743, 16743, 298, 2508, 2726, 15, 861, 861, 2, 17, 18, 0, 0, 0, 264, 37, 288, 0, 0, 0, 0, 0, 0, 226, 26, 46, 138, 1537
plotters, 10, 74, 16243, 16244, 457, 1275, 1561, 43, 1541, 1541, 0, 0, 0, 0, 0, 0, 143, 55, 182, 0, 0, 0, 0, 0, 0, 305, 4, 18, 16, 252
unindent, 2, 2, 175, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 2, 2, 4, 11, 58
funty, 40, 4, 2968, 2968, 47, 1017, 1034, 2, 54, 54, 0, 0, 0, 0, 0, 0, 15, 8, 20, 0, 0, 0, 2, 0, 2, 66, 32, 45, 41, 114
curve25519-dalek, 403, 46, 30440, 30440, 95, 676, 739, 82, 4412, 4412, 0, 0, 0, 0, 0, 0, 90, 43, 113, 0, 0, 0, 0, 0, 0, 119, 3, 92, 19, 770
tungstenite, 36, 19, 4511, 4511, 69, 30, 96, 15, 529, 529, 0, 0, 0, 0, 0, 0, 12, 4, 12, 0, 0, 0, 0, 0, 0, 111, 46, 294, 77, 924
futures-lite, 40, 5, 7171, 7171, 133, 623, 699, 18, 470, 470, 9, 0, 9, 0, 0, 0, 75, 0, 75, 0, 0, 0, 0, 0, 0, 123, 6, 6, 36, 183
approx, 0, 5, 1074, 1074, 33, 261, 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 7, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0
parking, 0, 1, 411, 411, 4, 0, 4, 1, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0
libm, 7, 121, 11188, 11188, 180, 138, 296, 36, 1037, 1037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 30, 88, 34, 2312
tokio-threadpool, 39, 24, 5072, 5072, 110, 43, 142, 1, 23, 23, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 6, 0, 6, 92, 49, 453, 76, 1848
protobuf, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
pem, 7, 3, 1163, 1163, 17, 14, 28, 1, 385, 385, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 17, 3, 3, 10, 67
tokio-tcp, 8, 5, 1551, 1551, 13, 3, 15, 6, 60, 60, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 29, 1, 1, 19, 150
libgit2-sys, 700, 2, 4511, 4511, 86, 722, 738, 2, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 660, 658, 702, 660, 1621
async-channel, 4, 1, 1193, 1193, 17, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 6, 0, 0, 0, 0, 0, 0, 34, 2, 2, 4, 60
waker-fn, 5, 1, 62, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 0, 0, 0, 0, 0, 0, 1, 1, 1, 5, 16
git2, 1069, 63, 25368, 25368, 628, 1409, 1824, 51, 4463, 4463, 9, 0, 9, 0, 0, 0, 110, 0, 110, 0, 0, 0, 8, 0, 8, 1052, 643, 2133, 863, 6468
trust-dns-proto, 141, 111, 34817, 34817, 566, 701, 1155, 164, 5821, 5821, 0, 0, 0, 0, 0, 0, 68, 7, 68, 0, 0, 0, 0, 0, 0, 676, 81, 262, 154, 4429
tempdir, 10, 1, 345, 345, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 16, 4, 45
wyz, 8, 5, 1061, 1061, 3, 131, 131, 3, 135, 135, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 11, 2, 16, 2, 22
gcc, 225, 7, 3079, 3079, 64, 225, 275, 8, 564, 564, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 2, 0, 2, 68, 41, 629, 73, 1077
doc-comment, 8, 1, 462, 462, 19, 16, 30, 1, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 14, 6, 260
getopts, 4, 2, 2286, 2286, 317, 110, 408, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 4, 5, 6, 279
tap, 0, 4, 1051, 1051, 15, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 6, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0
xattr, 115, 9, 903, 903, 5, 41, 43, 1, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 46, 46, 212, 51, 465
async-task, 107, 7, 2664, 2664, 8, 9, 16, 12, 207, 207, 0, 0, 0, 0, 0, 0, 4, 5, 8, 0, 0, 0, 4, 0, 4, 18, 12, 84, 41, 1075
Inflector, 1, 24, 4987, 4987, 69, 213, 265, 41, 2224, 2224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 20, 20, 22, 135
tokio-current-thread, 76, 2, 1623, 1623, 18, 12, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 34, 21, 512, 56, 734
