avg_call_stack, crate, fn_decl, callee, effect, dir, file, line, col
1, tokio, tokio::fs::dir_builder::DirBuilder::create, std::os::unix::fs::DirBuilder::mode, std::os, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, dir_builder.rs, 107, 16
1, tokio, tokio::fs::file::File::set_permissions, CLOSURE::data::packages::src::fs::file::491::17, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, file.rs, 491, 17
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::send_to, CLOSURE::data::packages::src::net::unix::datagram::socket::1079::42, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 1079, 42
4, tokio, tokio::future::maybe_done::MaybeDone::output_mut, core::pin::Pin::get_unchecked_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/future, maybe_done.rs, 35, 28
32, tokio, tokio::runtime::task::harness::Harness::header, core::ptr::non_null::NonNull::as_ptr, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/task, harness.rs, 34, 19
1, tokio, tokio::fs::rename::rename, CLOSURE::data::packages::src::fs::rename::16::13, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, rename.rs, 16, 13
1, tokio, tokio::sync::rwlock::owned_write_guard::OwnedRwLockWriteGuard::deref_mut, tokio::sync::rwlock::owned_write_guard::OwnedRwLockWriteGuard::data, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/rwlock, owned_write_guard.rs, 405, 23
2, tokio, tokio::net::udp::UdpSocket::send_to_addr, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 1259, 13
1, tokio, tokio::io::async_fd::AsyncFdReadyMutGuard::try_io, tokio::io::async_fd::AsyncFdReadyMutGuard::clear_ready, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, async_fd.rs, 803, 21
17, tokio, tokio::sync::task::atomic_waker::AtomicWaker::do_register, tokio::sync::task::atomic_waker::AtomicWaker::do_register::t, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/task, atomic_waker.rs, 237, 70
1, tokio, tokio::net::tcp::socket::TcpSocket::into_raw_fd, socket2::sys::Socket::into_raw_fd, socket2, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, socket.rs, 770, 19
1, tokio, tokio::fs::file::File::set_len, tokio::fs::file::Operation::Seek, tokio::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, file.rs, 348, 13
3, tokio, tokio::net::unix::pipe::Receiver::from_file_unchecked, std::os::fd::raw::File::into_raw_fd, std::os, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, pipe.rs, 827, 26
3, tokio, tokio::net::unix::pipe::OpenOptions::open, std::io::error::Error::new, std::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, pipe.rs, 225, 23
1, tokio, tokio::fs::canonicalize::canonicalize, std::path::Path::to_owned, std::path, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, canonicalize.rs, 49, 29
1, tokio, tokio::runtime::task::abort::AbortHandle::fmt, core::ptr::non_null::NonNull::as_ref, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/task, abort.rs, 78, 33
1, tokio, tokio::net::unix::listener::UnixListener::bind, tokio::io::poll_evented::PollEvented::new, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, listener.rs, 70, 17
9, tokio, tokio::runtime::task::harness::cancel_task, std::panic::catch_unwind, std::panic, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/task, harness.rs, 446, 14
1, tokio, tokio::util::wake::drop_arc_raw, alloc::sync::Arc::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, wake.rs, 79, 9
1, tokio, tokio::net::windows::named_pipe::NamedPipeServer::from_raw_handle, crate::io::PollEvented::new, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/windows, named_pipe.rs, 132, 16
1, tokio, tokio::sync::mutex::MappedMutexGuard::deref, tokio::sync::mutex::MappedMutexGuard::data, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync, mutex.rs, 1241, 19
1, tokio, tokio::net::udp::UdpSocket::poll_recv_ready, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 736, 16
11, tokio, tokio::net::tcp::stream::TcpStream::poll_shutdown, tokio::net::tcp::stream::TcpStream::shutdown_std, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, stream.rs, 1359, 13
1, tokio, tokio::net::tcp::split::ReadHalf::peer_addr, tokio::net::tcp::stream::TcpStream::peer_addr, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, split.rs, 269, 15
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::poll_send_ready, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 262, 16
2, tokio, tokio::sync::oneshot::Sender::poll_closed, tokio::sync::oneshot::Task::set_task, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync, oneshot.rs, 825, 30
1, tokio, tokio::net::windows::named_pipe::named_pipe_info, windows_sys::GetNamedPipeInfo, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/windows, named_pipe.rs, 2664, 17
32, tokio, tokio::runtime::scheduler::multi_thread::queue::Local::push_back, tokio::runtime::scheduler::multi_thread::queue::Local::push_back::ptr, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/scheduler/multi_thread, queue.rs, 166, 29
3, tokio, tokio::net::unix::stream::UnixStream::try_read, CLOSURE::data::packages::src::net::unix::stream::302::40, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, stream.rs, 302, 40
1, tokio, tokio::io::stdout::sys::Stdout::as_fd, std::os::fd::owned::BorrowedFd::borrow_raw, std::os, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, stdout.rs, 92, 21
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::try_send, mio::net::uds::datagram::UnixDatagram::send, mio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 668, 51
14, tokio, tokio::io::util::buf_reader::BufReader::poll_complete, tokio::io::util::buf_reader::BufReader::get_pin_mut, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_reader.rs, 245, 48
1, tokio, tokio::sync::tests::notify::clone_w, std::sync::Arc::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/tests, notify.rs, 15, 36
1, tokio, tokio::net::windows::named_pipe::NamedPipeServer::from_raw_handle, mio::windows::NamedPipe::from_raw_handle, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/windows, named_pipe.rs, 129, 25
1, tokio, tokio::sync::tests::atomic_waker::atomic_waker_panic_safe, std::panic::AssertUnwindSafe, std::panic, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/tests, atomic_waker.rs, 65, 20
1, tokio, tokio::process::windows::std::future::Future::poll, Box::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, windows.rs, 136, 30
76, tokio, tokio::util::linked_list::LinkedList::remove, tokio::util::linked_list::Link::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, linked_list.rs, 218, 13
1, tokio, tokio::io::read_buf::ReadBuf::initialize_unfilled, tokio::io::read_buf::ReadBuf::initialize_unfilled_to, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, read_buf.rs, 145, 13
1, tokio, tokio::io::read_buf::ReadBuf::chunk_mut, bytes::buf::uninit_slice::UninitSlice::from_raw_parts_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, read_buf.rs, 296, 17
1, tokio, tokio::fs::remove_dir_all::remove_dir_all, CLOSURE::data::packages::src::fs::remove_dir_all::13::13, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, remove_dir_all.rs, 13, 13
5, tokio, tokio::io::util::read_line::finish_string_read, std::io::error::Error::new, std::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, read_line.rs, 81, 28
1, tokio, tokio::fs::file::File::sync_data, tokio::fs::asyncify, tokio::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, file.rs, 289, 8
1, tokio, tokio::fs::read_link::read_link, std::fs::read_link, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, read_link.rs, 13, 21
11, tokio, tokio::io::async_read::poll_read, tokio::io::read_buf::ReadBuf::put_slice, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, async_read.rs, 102, 12
4, tokio, tokio::runtime::scheduler::multi_thread::queue::Steal::steal_into2, CLOSURE::data::packages::src::runtime::scheduler::multi_thread::queue::451::26, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/scheduler/multi_thread, queue.rs, 451, 26
3, tokio, tokio::net::tcp::stream::TcpStream::try_write_vectored, CLOSURE::data::packages::src::net::tcp::stream::973::40, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, stream.rs, 973, 40
1, tokio, tokio::io::util::read_line::ReadLine::poll, tokio::io::util::read_line::read_line_internal, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, read_line.rs, 117, 8
2, tokio, tokio::process::Child::wait_with_output, tokio::process::Child::wait_with_output::read_to_end, tokio::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, mod.rs, 1270, 25
1, tokio, tokio::process::Command::env_remove, std::process::Command::env_remove, std::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, mod.rs, 482, 17
1, tokio, tokio::runtime::park::wake, tokio::runtime::park::Inner::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime, park.rs, 338, 19
1, tokio, tokio::net::unix::split_owned::OwnedWriteHalf::drop, tokio::net::unix::stream::UnixStream::shutdown_std, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, split_owned.rs, 367, 31
9, tokio, tokio::runtime::scheduler::multi_thread::queue::Local::pop, core::mem::maybe_uninit::MaybeUninit::assume_init, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/scheduler/multi_thread, queue.rs, 316, 71
1, tokio, tokio::sync::rwlock::write_guard::RwLockWriteGuard::deref, tokio::sync::rwlock::write_guard::RwLockWriteGuard::data, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/rwlock, write_guard.rs, 416, 19
1, tokio, tokio::net::windows::named_pipe::ClientOptions::open_with_security_attributes_raw, std::ptr::null_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/windows, named_pipe.rs, 2572, 63
2, tokio, tokio::fs::read_dir::ReadDir::poll_next_entry, CLOSURE::data::packages::src::fs::read_dir::116::59, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, read_dir.rs, 116, 59
1, tokio, tokio::process::windows::std::future::Future::poll, Some, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, windows.rs, 128, 20
1, tokio, tokio::fs::set_permissions::set_permissions, std::fs::set_permissions, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, set_permissions.rs, 14, 16
14, tokio, tokio::runtime::io::scheduled_io::ScheduledIo::wake, tokio::io::ready::Ready::satisfies, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/io, scheduled_io.rs, 243, 63
2, tokio, tokio::net::tcp::listener::TcpListener::from_std, tokio::io::poll_evented::PollEvented::new, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, listener.rs, 239, 17
1, tokio, tokio::process::Command::new, tokio::process::Command::from, tokio::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, mod.rs, 321, 8
12, tokio, tokio::signal::reusable_box::ReusableBoxFuture::set_same_layout, std::panic::catch_unwind, std::panic, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/signal, reusable_box.rs, 84, 21
13, tokio, tokio::sync::watch::Sender::send_if_modified, std::panic::catch_unwind, std::panic, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync, watch.rs, 907, 25
8, tokio, tokio::runtime::park::unparker_to_raw_waker, tokio::runtime::park::wake_by_ref, [FnPtrCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime, park.rs, 320, 42
1, tokio, tokio::net::unix::listener::UnixListener::take_error, mio::net::uds::listener::UnixListener::take_error, mio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, listener.rs, 152, 16
1, tokio, tokio::net::udp::UdpSocket::try_peek_from, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 1645, 13
8, tokio, tokio::process::ChildDropGuard::kill, tokio::process::kill::Kill::kill, tokio::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, mod.rs, 973, 29
19, tokio, tokio::sync::mpsc::block::Block::new, tokio::sync::mpsc::block::Values::initialize, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/mpsc, block.rs, 119, 12
1, tokio, tokio::signal::reusable_box::ReusableBoxFuture::drop, alloc::boxed::Box::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/signal, reusable_box.rs, 142, 17
108, tokio, tokio::util::linked_list::LinkedList::pop_back, core::ptr::non_null::NonNull::as_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, linked_list.rs, 160, 30
9, tokio, tokio::process::imp::set_nonblocking, std::os::fd::raw::AsRawFd::as_raw_fd, std::os, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process/unix, mod.rs, 308, 20
2, tokio, tokio::net::unix::split::split, tokio::net::unix::split::ReadHalf, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, split.rs, 52, 5
10, tokio, tokio::io::split::WriteHalf::poll_flush, tokio::io::async_write::AsyncWrite::poll_flush, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, split.rs, 127, 27
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::poll_recv, tokio::io::read_buf::ReadBuf::advance, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 1269, 12
6, tokio, tokio::sync::notify::Notified::poll_notified, tokio::sync::notify::Notified::poll_notified::waker, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync, notify.rs, 996, 70
2, tokio, tokio::net::unix::ucred::impl_linux::get_peer_cred, std::io::error::Error::last_os_error, std::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, ucred.rs, 98, 20
1, tokio, tokio::net::tcp::listener::TcpListener::poll_accept, tokio::net::tcp::stream::TcpStream::new, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, listener.rs, 183, 29
1, tokio, tokio::net::udp::UdpSocket::readable, tokio::net::udp::UdpSocket::ready, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 702, 13
76, tokio, tokio::util::linked_list::LinkedList::remove, core::ptr::non_null::NonNull::as_ref, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, linked_list.rs, 205, 44
6, tokio, tokio::sync::mpsc::list::Tx::reclaim_block, core::ptr::non_null::NonNull::new_unchecked, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/mpsc, list.rs, 202, 23
76, tokio, tokio::util::linked_list::LinkedList::remove, tokio::util::linked_list::Link::pointers, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, linked_list.rs, 188, 28
1, tokio, tokio::net::windows::named_pipe::NamedPipeClient::info, named_pipe_info, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/windows, named_pipe.rs, 1031, 17
453, tokio, tokio::util::linked_list::Pointers::get_prev, core::ptr::read, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, linked_list.rs, 406, 12
2, tokio, tokio::net::udp::UdpSocket::send_to_addr, CLOSURE::data::packages::src::net::udp::1260::42, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 1260, 42
1, tokio, tokio::net::tcp::listener::TcpListener::accept, tokio::net::tcp::stream::TcpStream::new, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, listener.rs, 167, 21
2, tokio, tokio::sync::mpsc::list::Rx::free_blocks, core::ptr::non_null::NonNull::as_ref, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/mpsc, list.rs, 357, 24
1, tokio, tokio::net::tcp::split::ReadHalf::peek, tokio::net::tcp::split::ReadHalf::poll_peek, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, split.rs, 139, 26
5, tokio, tokio::process::imp::Pipe::from, std::os::fd::raw::IntoRawFd::into_raw_fd, std::os, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process/unix, mod.rs, 168, 47
1, tokio, tokio::net::tcp::listener::sys::TcpListener::as_fd, std::os::fd::owned::BorrowedFd::borrow_raw, std::os, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, listener.rs, 413, 21
1, tokio, tokio::process::imp::reap::Reaper::drop, tokio::process::imp::orphan::Wait::try_wait, tokio::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process/unix, reap.rs, 123, 46
1, tokio, tokio::net::tcp::stream::TcpStream::peek, CLOSURE::data::packages::src::net::tcp::stream::1094::42, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, stream.rs, 1094, 42
5, tokio, tokio::net::tcp::stream::TcpStream::poll_peek, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, stream.rs, 373, 28
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::recv, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 752, 13
76, tokio, tokio::util::linked_list::LinkedList::remove, core::ptr::non_null::NonNull::as_ref, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, linked_list.rs, 188, 46
1, tokio, tokio::process::Command::arg, std::process::Command::arg, std::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, mod.rs, 371, 17
1, tokio, tokio::process::Command::stdin, std::process::Command::stdin, std::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, mod.rs, 559, 17
1, tokio, tokio::net::unix::split_owned::OwnedReadHalf::try_read, tokio::net::unix::stream::UnixStream::try_read, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, split_owned.rs, 177, 19
76, tokio, tokio::util::linked_list::LinkedList::remove, core::ptr::non_null::NonNull::as_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, linked_list.rs, 216, 26
1, tokio, tokio::net::tcp::listener::TcpListener::into_std, tokio::io::poll_evented::PollEvented::into_inner, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, listener.rs, 270, 17
1, tokio, tokio::io::util::read_exact::ReadExact::poll, tokio::io::util::read_exact::ReadExact::project, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, read_exact.rs, 54, 22
23, tokio, tokio::runtime::task::core::Core::drop_future_or_output, tokio::runtime::task::core::Core::set_stage, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/task, core.rs, 242, 17
1, tokio, tokio::net::tcp::stream::TcpStream::into_std, CLOSURE::data::packages::src::net::tcp::stream::248::21, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, stream.rs, 248, 21
48, tokio, tokio::io::read_buf::ReadBuf::filled, tokio::io::read_buf::slice_assume_init, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, read_buf.rs, 66, 17
91, tokio, tokio::io::util::buf_stream::BufStream::start_seek, tokio::io::util::buf_stream::BufStream::project, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_stream.rs, 181, 13
10, tokio, tokio::task::local::LocalState::task_pop_front, tokio::task::local::LocalState::task_pop_front::ptr, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/task, local.rs, 1031, 42
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::recv_from, tokio::net::unix::socketaddr::SocketAddr, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 1130, 15
1, tokio, tokio::sync::tests::atomic_waker::atomic_waker_panic_safe, std::ptr::null, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/tests, atomic_waker.rs, 61, 62
19, tokio, tokio::sync::mpsc::block::Block::new, alloc::boxed::Box::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/mpsc, block.rs, 124, 12
1, tokio, tokio::io::util::copy::CopyBuffer::poll_write_buf, tokio::io::async_write::AsyncWrite::poll_write, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, copy.rs, 62, 30
1, tokio, tokio::process::Child::try_wait, tokio::process::FusedChild::Done, tokio::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, mod.rs, 1232, 33
3, tokio, tokio::runtime::time::Handle::clear_entry, tokio::runtime::time::entry::TimerHandle::fire, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/time, mod.rs, 331, 36
1, tokio, tokio::fs::canonicalize::canonicalize, std::fs::canonicalize, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, canonicalize.rs, 50, 21
2, tokio, tokio::net::unix::listener::UnixListener::from_std, tokio::io::poll_evented::PollEvented::new, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, listener.rs, 114, 17
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::try_recv_from, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 1319, 13
1, tokio, tokio::fs::file::File::as_fd, tokio::fs::file::File::as_raw_fd, tokio::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, file.rs, 732, 54
24, tokio, tokio::io::blocking::Blocking::poll_write, tokio::io::blocking::Buf::write_to, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, blocking.rs, 122, 38
5, tokio, tokio::runtime::park::Inner::from_raw, alloc::sync::Arc::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime, park.rs, 313, 8
3, tokio, tokio::net::unix::pipe::OpenOptions::open, std::fs::OpenOptions::read, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, pipe.rs, 213, 13
63, tokio, tokio::io::stdio_common::SplitByUtf8BoundaryIfWindows::poll_write, CLOSURE::data::packages::src::io::stdio_common::38::29, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, stdio_common.rs, 38, 29
1, tokio, tokio::sync::tests::loom_atomic_waker::test_panicky_waker, std::panic::catch_unwind, std::panic, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/tests, loom_atomic_waker.rs, 88, 16
14, tokio, tokio::io::util::buf_reader::BufReader::poll_complete, tokio::io::util::buf_reader::SeekState::PendingOverflowed, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_reader.rs, 213, 62
1, tokio, tokio::fs::remove_file::remove_file, std::fs::remove_file, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, remove_file.rs, 17, 21
3, tokio, tokio::net::unix::pipe::OpenOptions::open, std::os::unix::fs::OpenOptions::custom_flags, std::os, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, pipe.rs, 215, 13
1, tokio, tokio::net::tcp::socket::TcpSocket::connect, mio::net::tcp::stream::TcpStream::from_raw_fd, mio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, socket.rs, 601, 21
6, tokio, tokio::io::util::buf_writer::BufWriter::poll_write_vectored, tokio::io::async_write::AsyncWrite::poll_write, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_writer.rs, 178, 32
1, tokio, tokio::net::udp::UdpSocket::poll_recv_from, tokio::io::read_buf::ReadBuf::advance, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 1356, 12
4, tokio, tokio::util::idle_notified_set::EntryInOneOfTheLists::remove, tokio::util::idle_notified_set::EntryInOneOfTheLists::remove::ptr, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, idle_notified_set.rs, 371, 62
2, tokio, tokio::io::async_fd::AsyncFd::with_interest, tokio::io::async_fd::AsyncFd::new_with_handle_and_interest, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, async_fd.rs, 239, 8
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::send, CLOSURE::data::packages::src::net::unix::datagram::socket::623::42, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 623, 42
1, tokio, tokio::runtime::scheduler::multi_thread::worker::run::AbortOnPanic::drop, std::process::abort, std::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/scheduler/multi_thread, worker.rs, 377, 16
2, tokio, tokio::io::read_buf::ReadBuf::initialize_unfilled_to, core::ptr::mut_ptr::write_bytes, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, read_buf.rs, 166, 21
11, tokio, tokio::fs::file::File::poll_read, tokio::io::blocking::Buf::read_from, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, file.rs, 519, 38
1, tokio, tokio::process::Command::output, std::process::Command::stdout, std::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, mod.rs, 946, 17
1, tokio, tokio::net::unix::split::WriteHalf::ready, tokio::net::unix::stream::UnixStream::ready, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, split.rs, 214, 15
3, tokio, tokio::process::imp::Child::id, std::process::Child::id, std::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process/unix, mod.rs, 52, 13
2, tokio, tokio::net::udp::UdpSocket::from_std, mio::net::udp::UdpSocket::from_std, mio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 222, 17
