created_at,description,documentation,downloads,homepage,id,name,repository,updated_at
2015-02-03 06:17:14.147783,Random number generators and other randomness functionality. ,https://docs.rs/rand,149414055,https://rust-random.github.io/book,1339,rand,https://github.com/rust-random/rand,2022-02-14 08:37:47.035988
2016-09-07 15:22:40.491981,Parser for Rust source code,https://docs.rs/syn,147892895,,6274,syn,https://github.com/dtolnay/syn,2022-09-19 00:19:02.780119
2017-09-14 12:02:18.709038,Core random number generator traits and tools for implementation. ,https://docs.rs/rand_core,140061304,https://rust-random.github.io/book,31712,rand_core,https://github.com/rust-random/rand,2022-09-15 13:23:44.54823
2015-01-15 20:22:13.100871,Raw FFI bindings to platform libraries like libc. ,https://docs.rs/libc/,136878114,https://github.com/rust-lang/libc,795,libc,https://github.com/rust-lang/libc,2022-09-19 13:11:59.928487
2015-07-08 01:11:24.48504,"A macro to ergonomically define an item depending on a large number of #[cfg] parameters. Structured like an if-else chain, the first matching branch is the item that gets emitted. ",https://docs.rs/cfg-if,136152102,https://github.com/alexcrichton/cfg-if,2556,cfg-if,https://github.com/alexcrichton/cfg-if,2020-10-06 18:44:12.67862
2016-09-03 05:42:05.484129,Quasi-quoting macro quote!(...),https://docs.rs/quote/,136041556,,6224,quote,https://github.com/dtolnay/quote,2022-08-03 03:58:22.276607
2017-07-06 01:01:58.064887,A substitute implementation of the compiler's `proc_macro` API to decouple token-based libraries from the procedural macro use case.,https://docs.rs/proc-macro2,132493175,,22124,proc-macro2,https://github.com/dtolnay/proc-macro2,2022-09-24 22:10:15.041239
2015-04-27 01:12:08.811826,Determine whether characters have the XID_Start or XID_Continue properties according to Unicode Standard Annex #31. ,https://unicode-rs.github.io/unicode-xid,118054758,https://github.com/unicode-rs/unicode-xid,1964,unicode-xid,https://github.com/unicode-rs/unicode-xid,2022-09-15 17:14:52.826034
2014-12-05 20:20:39.487502,A generic serialization/deserialization framework,https://docs.serde.rs/serde/,114737968,https://serde.rs,463,serde,https://github.com/serde-rs/serde,2022-09-22 17:50:37.433846
2018-05-30 18:21:35.379916,Automatic cfg for Rust compiler features,,110901553,,67825,autocfg,https://github.com/cuviper/autocfg,2022-02-07 23:33:24.468119
2015-01-15 08:35:24.901276,A macro to generate structures which behave like bitflags. ,https://docs.rs/bitflags,106760348,https://github.com/bitflags/bitflags,793,bitflags,https://github.com/bitflags/bitflags,2021-08-16 04:16:02.68302
2018-10-17 10:08:22.907614,ChaCha random number generator ,https://docs.rs/rand_chacha,105024833,https://rust-random.github.io/book,91129,rand_chacha,https://github.com/rust-random/rand,2021-06-09 19:46:38.636012
2014-12-13 22:10:19.94455,A lightweight logging facade for Rust ,https://docs.rs/log,104536261,,547,log,https://github.com/rust-lang/log,2022-05-02 22:41:41.257746
2014-11-23 01:18:10.993977,A macro for declaring lazily evaluated statics in Rust.,https://docs.rs/lazy_static,103309693,,363,lazy_static,https://github.com/rust-lang-nursery/lazy-static.rs,2020-01-13 15:41:59.710811
2016-06-25 21:50:33.832,Fast integer primitive to string conversion,https://docs.rs/itoa,102566150,,5486,itoa,https://github.com/dtolnay/itoa,2022-08-03 13:52:23.198494
2019-01-19 12:56:49.379182,A small cross-platform library for retrieving random data from system source,https://docs.rs/getrandom,100404765,,109516,getrandom,https://github.com/rust-random/getrandom,2022-06-14 00:26:25.306715
2016-08-29 05:22:31.552019,"Macros 1.1 implementation of #[derive(Serialize, Deserialize)]",https://serde.rs/derive.html,97574043,https://serde.rs,6169,serde_derive,https://github.com/serde-rs/serde,2022-09-22 17:50:21.374656
2015-06-11 23:00:13.079973,Safe interface to memchr.,https://docs.rs/memchr/,96445828,https://github.com/BurntSushi/memchr,2364,memchr,https://github.com/BurntSushi/memchr,2022-04-30 17:29:35.225543
2014-11-13 06:52:51.369245,Date and time library. Fully interoperable with the standard library. Mostly compatible with #![no_std].,,96408654,https://time-rs.github.io,90,time,https://github.com/time-rs/time,2022-08-25 01:49:48.967603
2015-12-04 01:07:31.173829,encodes and decodes base64 as bytes or utf8,https://docs.rs/base64,95616117,,3569,base64,https://github.com/marshallpierce/rust-base64,2021-12-14 01:34:01.90155
2015-08-07 19:04:18.632088,A JSON serialization file format,https://docs.serde.rs/serde_json/,95508392,,2782,serde_json,https://github.com/serde-rs/json,2022-08-21 21:07:58.660209
2016-04-14 07:22:34.568594,Numeric traits for generic mathematics,https://docs.rs/num-traits,94445520,https://github.com/rust-num/num-traits,4746,num-traits,https://github.com/rust-num/num-traits,2022-05-03 03:48:28.121432
2014-12-13 22:10:11.303311,An implementation of regular expressions for Rust. This implementation uses finite automata and guarantees linear time matching on all inputs. ,https://docs.rs/regex,92741614,https://github.com/rust-lang/regex,545,regex,https://github.com/rust-lang/regex,2022-07-05 18:00:33.712885
2015-04-06 06:21:18.472333,'Small vector' optimization: store up to a small number of items on the stack,https://docs.rs/smallvec/,91428255,,1783,smallvec,https://github.com/servo/rust-smallvec,2022-06-29 23:03:55.437014
2015-05-27 23:19:16.839117,A regular expression parser.,https://docs.rs/regex-syntax,91377512,https://github.com/rust-lang/regex,2233,regex-syntax,https://github.com/rust-lang/regex,2022-07-05 17:59:37.238137
2014-12-16 05:26:51.306505,A build-time dependency for Cargo build scripts to assist in invoking the native C compiler to compile native C code into a static archive to be linked into Rust code. ,https://docs.rs/cc,89788029,https://github.com/alexcrichton/cc-rs,569,cc,https://github.com/alexcrichton/cc-rs,2022-02-16 18:53:19.812635
2016-08-26 23:12:30.588575,An advanced API for creating custom synchronization primitives.,,88578063,,6133,parking_lot_core,https://github.com/Amanieu/parking_lot,2022-04-30 14:54:59.489638
2017-01-15 08:53:43.890697,Tiny crate to check the version of the installed/running rustc.,https://docs.rs/version_check/,87965577,,8082,version_check,https://github.com/SergioBenitez/version_check,2021-12-29 08:44:21.227733
2016-05-13 15:57:59.130349,More compact and efficient implementations of the standard synchronization primitives.,,87830553,,5055,parking_lot,https://github.com/Amanieu/parking_lot,2022-05-31 00:43:56.938626
2015-02-10 02:10:46.832583,"Implementations of string similarity metrics. Includes Hamming, Levenshtein, OSA, Damerau-Levenshtein, Jaro, Jaro-Winkler, and Sørensen-Dice. ",https://docs.rs/strsim/,83233611,https://github.com/dguo/strsim-rs,1368,strsim,https://github.com/dguo/strsim-rs,2020-01-31 14:44:04.258484
2018-07-28 17:12:43.329564,Fast floating point to string conversion,https://docs.rs/ryu,83027731,,76396,ryu,https://github.com/dtolnay/ryu,2022-08-03 01:19:57.373409
2015-06-12 01:15:54.846782,Fast multiple substring searching.,,82392127,https://github.com/BurntSushi/aho-corasick,2365,aho-corasick,https://github.com/BurntSushi/aho-corasick,2022-09-03 17:30:54.805232
2014-11-11 05:37:08.485853,Parser and evaluator for Cargo's flavor of Semantic Versioning,https://docs.rs/semver,81679406,,7,semver,https://github.com/dtolnay/semver,2022-09-15 05:16:38.540119
2015-01-30 08:04:59.453916,Types and traits for working with bytes,,81527906,,1315,bytes,https://github.com/tokio-rs/bytes,2022-07-30 09:35:56.148102
2017-08-28 12:20:45.154206,Utilities for concurrent programming,,81345958,https://github.com/crossbeam-rs/crossbeam/tree/master/crossbeam-utils,29582,crossbeam-utils,https://github.com/crossbeam-rs/crossbeam,2022-07-23 07:02:40.651526
2015-02-03 23:28:57.42213,Library for reading/writing numbers in big-endian and little-endian.,https://docs.rs/byteorder,78326109,https://github.com/BurntSushi/byteorder,1343,byteorder,https://github.com/BurntSushi/byteorder,2021-03-10 12:33:39.800965
2015-09-27 14:13:44.174465,Generic types implementing functionality of arrays,http://fizyk20.github.io/generic-array/generic_array/,77564045,,3121,generic-array,https://github.com/fizyk20/generic-array.git,2022-08-02 15:06:49.550946
2018-06-08 00:16:14.822518,Wrappers to create fully-featured Mutex and RwLock types. Compatible with no_std.,,77551956,,69133,lock_api,https://github.com/Amanieu/parking_lot,2022-09-20 15:00:08.807005
2015-04-30 12:04:48.236552,"A RAII scope guard that will run a given closure when it goes out of scope, even if the code between panics (assuming unwinding panic).  Defines the macros `defer!`, `defer_on_unwind!`, `defer_on_success!` as shorthands for guards with one of the implemented strategies. ",https://docs.rs/scopeguard/,77434662,,1994,scopeguard,https://github.com/bluss/scopeguard,2020-02-16 22:54:35.944711
2016-10-06 14:10:33.76349,Traits for cryptographic hash functions,https://docs.rs/digest,76051166,,6736,digest,https://github.com/RustCrypto/traits,2022-09-16 01:41:45.666087
2015-03-01 01:17:24.903018,"A simple to use, efficient, and full-featured Command Line Argument Parser",,75988059,,1498,clap,https://github.com/clap-rs/clap,2022-09-21 16:35:22.983321
2018-08-02 00:12:48.969947,Single assignment cells and lazy values.,https://docs.rs/once_cell,75352334,,77028,once_cell,https://github.com/matklad/once_cell,2022-09-20 20:20:31.017135
2015-07-10 00:25:05.224059,A simple interface for querying atty,http://softprops.github.io/atty,74186199,https://github.com/softprops/atty,2572,atty,https://github.com/softprops/atty,2020-01-05 22:19:33.123499
2017-06-12 01:07:55.617813,Buffer type for block processing of data,https://docs.rs/block-buffer,73967737,,18632,block-buffer,https://github.com/RustCrypto/utils,2022-09-04 21:49:24.272643
2015-03-16 18:43:53.862639,Get the number of CPUs on a machine.,https://docs.rs/num_cpus,73841285,,1592,num_cpus,https://github.com/seanmonstar/num_cpus,2021-12-20 19:37:04.378614
2018-10-29 14:28:15.767024,A Rust port of Google's SwissTable hash map,,72979520,,93342,hashbrown,https://github.com/rust-lang/hashbrown,2022-07-17 11:20:38.243573
2016-04-14 07:26:07.694449,Integer traits and functions,https://docs.rs/num-integer,71503531,https://github.com/rust-num/num-integer,4747,num-integer,https://github.com/rust-num/num-integer,2022-04-29 23:30:49.810661
2016-12-17 01:34:45.436054,"Library for word wrapping, indenting, and dedenting strings. Has optional support for Unicode and emojis as well as machine hyphenation.",https://docs.rs/textwrap/,71435542,,7649,textwrap,https://github.com/mgeisler/textwrap,2022-09-15 21:46:49.867798
2017-06-13 17:02:11.044209,Percent encoding and decoding,,70640816,,18850,percent-encoding,https://github.com/servo/rust-url/,2022-09-08 07:48:28.868254
2014-11-14 18:37:08.658193,"URL library for Rust, based on the WHATWG URL Standard",https://docs.rs/url,70603189,,109,url,https://github.com/servo/rust-url,2022-09-08 07:55:49.105213
2014-11-11 23:52:39.666778,Lightweight non-blocking IO,,70393956,https://github.com/tokio-rs/mio,62,mio,https://github.com/tokio-rs/mio,2022-06-19 17:11:02.364454
2014-11-26 00:50:42.101172,"Library for ANSI terminal colours and styles (bold, underline)",https://docs.rs/ansi_term,69682758,https://github.com/ogham/rust-ansi-term,399,ansi_term,https://github.com/ogham/rust-ansi-term,2019-09-02 10:16:04.908577
2016-03-27 08:55:20.657552,IDNA (Internationalizing Domain Names in Applications) and Punycode.,,68911409,,4577,idna,https://github.com/servo/rust-url/,2022-09-08 07:54:22.951729
2018-01-30 17:59:48.053105,A hash table with consistent order and fast iteration.,https://docs.rs/indexmap/,68675674,,48918,indexmap,https://github.com/bluss/indexmap,2022-06-21 18:03:56.663563
2019-02-01 22:36:06.869586,Implementation of the crypto-simd API for x86,,68269947,,112081,ppv-lite86,https://github.com/cryptocorrosion/cryptocorrosion,2021-12-30 18:23:27.579193
2019-10-22 15:30:45.981586,A lightweight version of pin-project written with declarative macros. ,,68194592,,174693,pin-project-lite,https://github.com/taiki-e/pin-project-lite,2022-04-26 13:35:30.385333
2015-04-14 19:29:07.865266,Determine displayed width of `char` and `str` types according to Unicode Standard Annex #11 rules. ,https://unicode-rs.github.io/unicode-width,67687065,https://github.com/unicode-rs/unicode-width,1869,unicode-width,https://github.com/unicode-rs/unicode-width,2022-09-13 20:19:01.596291
2015-09-14 22:12:31.900654,The enum `Either` with variants `Left` and `Right` is a general purpose sum type with two cases. ,https://docs.rs/either/1/,67386159,,3048,either,https://github.com/bluss/either,2022-08-17 18:14:18.788046
2016-07-01 20:39:07.497766,"An event-driven, non-blocking I/O platform for writing asynchronous I/O backed applications. ",,67293268,https://tokio.rs,5563,tokio,https://github.com/tokio-rs/tokio,2022-09-13 11:06:14.164574
2014-11-21 19:56:41.399795,"Extra iterator adaptors, iterator methods, free functions, and macros.",https://docs.rs/itertools/,66296857,,314,itertools,https://github.com/rust-itertools/itertools,2022-09-20 14:32:39.012902
2015-06-15 20:47:25.571674,Pre-allocated storage for a uniform data type,,64067695,,2392,slab,https://github.com/tokio-rs/slab,2022-07-19 12:50:51.945503
2016-07-31 20:58:03.676528,"An implementation of futures and streams featuring zero allocations, composability, and iterator-like interfaces. ",,63795733,https://rust-lang.github.io/futures-rs,5848,futures,https://github.com/rust-lang/futures-rs,2022-08-29 13:41:52.651246
2015-04-15 01:55:51.148249,"This crate provides functions for normalization of Unicode strings, including Canonical and Compatible Decomposition and Recomposition, as described in Unicode Standard Annex #15. ",https://docs.rs/unicode-normalization/,62148898,https://github.com/unicode-rs/unicode-normalization,1873,unicode-normalization,https://github.com/unicode-rs/unicode-normalization,2022-09-16 15:37:14.410882
2015-08-24 00:54:04.57939,A library for querying the version of a installed rustc compiler,https://docs.rs/rustc_version/,61809134,,2906,rustc_version,https://github.com/Kimundi/rustc-version-rs,2021-06-07 07:47:08.710119
2014-11-20 04:21:11.545166,Date and time library for Rust,https://docs.rs/chrono/,61653923,https://github.com/chronotope/chrono,120,chrono,https://github.com/chronotope/chrono,2022-08-13 13:35:28.782126
2017-10-17 06:16:56.082296,offset_of functionality for Rust structs.,,60444192,,35941,memoffset,https://github.com/Gilnaa/memoffset,2021-12-03 16:28:44.53392
2015-04-06 18:59:35.782519,Fowler–Noll–Vo hash function,https://doc.servo.org/fnv/,60358516,,1788,fnv,https://github.com/servo/rust-fnv,2020-05-14 16:06:29.223002
2015-01-27 15:33:08.586936,A logging implementation for `log` which is configured via an environment variable. ,https://docs.rs/env_logger,59668579,,1306,env_logger,https://github.com/env-logger-rs/env_logger/,2022-09-17 18:17:46.331036
2015-09-26 03:09:06.865219,"Typenum is a Rust library for type-level numbers evaluated at     compile time. It currently supports bits, unsigned integers, and signed     integers. It also provides a type-level array of type-level numbers, but its     implementation is incomplete.",https://docs.rs/typenum,59506490,,3111,typenum,https://github.com/paholg/typenum,2021-12-26 06:42:14.376489
2015-06-11 18:06:04.414255,Implementation of the Unicode Bidirectional Algorithm,https://docs.rs/unicode-bidi/,59494937,,2361,unicode-bidi,https://github.com/servo/unicode-bidi,2022-04-26 15:41:49.464878
2017-03-27 11:22:23.06719,heck is a case conversion library.,https://docs.rs/heck,59196845,https://github.com/withoutboats/heck,9167,heck,https://github.com/withoutboats/heck,2021-12-09 17:52:40.843397
2014-11-11 06:37:31.276162,A library to run the pkg-config system tool at build time in order to be used in Cargo build scripts. ,https://docs.rs/pkg-config,59138816,,34,pkg-config,https://github.com/rust-lang/pkg-config-rs,2022-03-31 07:47:46.792193
2014-11-29 13:35:24.366255,Raw FFI bindings for all of Windows API.,https://docs.rs/winapi/,58897976,,429,winapi,https://github.com/retep998/winapi-rs,2020-06-26 11:34:33.480855
2014-12-04 18:37:50.953491,"A macro to evaluate, as a boolean, whether an expression matches a pattern.",https://docs.rs/matches/,58800597,,456,matches,https://github.com/SimonSapin/rust-std-candidates,2021-08-12 18:08:14.338081
2014-11-22 04:05:30.45951,A fast and correct HTTP library.,https://docs.rs/hyper,58453335,https://hyper.rs,327,hyper,https://github.com/hyperium/hyper,2022-07-07 21:33:09.265432
2017-11-26 17:32:53.106278,Epoch-based garbage collection,,58224327,https://github.com/crossbeam-rs/crossbeam/tree/master/crossbeam-epoch,40618,crossbeam-epoch,https://github.com/crossbeam-rs/crossbeam,2022-07-23 07:02:51.113007
2017-10-10 19:08:01.549072,DEFLATE compression and decompression library rewritten in Rust based on miniz,https://docs.rs/miniz_oxide,58018553,https://github.com/Frommi/miniz_oxide/tree/master/miniz_oxide,35141,miniz_oxide,https://github.com/Frommi/miniz_oxide/tree/master/miniz_oxide,2022-09-04 16:20:24.796094
2016-04-08 07:42:40.999679,Per-object thread-local storage,https://docs.rs/thread_local/,57668020,,4697,thread_local,https://github.com/Amanieu/thread_local-rs,2022-01-24 01:26:53.959262
2019-10-09 18:05:40.346377,derive(Error),https://docs.rs/thiserror,56069350,,171267,thiserror,https://github.com/dtolnay/thiserror,2022-09-13 18:56:49.880053
2019-10-09 18:05:26.708915,Implementation detail of the `thiserror` crate,,56064781,,171266,thiserror-impl,https://github.com/dtolnay/thiserror,2022-09-13 18:56:34.620363
2016-11-20 20:45:01.476057,A simple cross platform library for writing colored text to a terminal. ,https://docs.rs/termcolor,55788987,https://github.com/BurntSushi/termcolor,7317,termcolor,https://github.com/BurntSushi/termcolor,2022-03-02 15:43:10.441102
2014-11-11 05:37:45.901317,A native Rust encoder and decoder of TOML-formatted files and streams. Provides implementations of the standard Serialize/Deserialize traits for TOML data to facilitate deserializing and serializing Rust structures. ,https://docs.rs/toml,55679130,https://github.com/alexcrichton/toml-rs,11,toml,https://github.com/alexcrichton/toml-rs,2022-04-14 23:57:47.736786
2017-11-26 15:55:55.619753,Macro for opaque Debug trait implementation,https://docs.rs/opaque-debug,55628394,,40574,opaque-debug,https://github.com/RustCrypto/utils,2020-06-11 14:26:41.185386
2019-10-05 19:52:26.646502,Flexible concrete Error type built on std::error::Error,https://docs.rs/anyhow,55139381,,170198,anyhow,https://github.com/dtolnay/anyhow,2022-09-13 18:53:20.926744
2018-03-05 22:32:59.053938,The core traits and types in for the `futures` library. ,,54991791,https://rust-lang.github.io/futures-rs,54007,futures-core,https://github.com/rust-lang/futures-rs,2022-08-29 13:35:06.371021
2017-06-07 18:05:03.996775,Utilities for handling networking sockets with a maximal amount of configuration possible intended. ,https://docs.rs/socket2,54908470,https://github.com/rust-lang/socket2,18126,socket2,https://github.com/rust-lang/socket2,2022-08-31 16:15:14.945825
2017-11-26 19:20:24.266475,Multi-producer multi-consumer channels for message passing,,54732080,https://github.com/crossbeam-rs/crossbeam/tree/master/crossbeam-channel,40643,crossbeam-channel,https://github.com/crossbeam-rs/crossbeam,2022-07-23 07:03:03.922516
2015-05-19 15:27:57.651929,"A vector with fixed capacity, backed by an array (it can be stored on the stack too). Implements fixed capacity ArrayVec and ArrayString.",https://docs.rs/arrayvec/,54687601,,2147,arrayvec,https://github.com/bluss/arrayvec,2021-10-28 16:55:00.851624
2018-03-05 22:42:24.332661,Common utilities and extension traits for the futures-rs library. ,,53234695,https://rust-lang.github.io/futures-rs,54020,futures-util,https://github.com/rust-lang/futures-rs,2022-08-29 13:40:04.978883
2014-11-20 23:30:38.809367,A set of types for representing HTTP requests and responses. ,https://docs.rs/http,53151910,,184,http,https://github.com/hyperium/http,2022-06-06 22:07:00.715863
2019-07-29 02:21:47.224744,Tools for working with tasks. ,,53134361,https://rust-lang.github.io/futures-rs,152488,futures-task,https://github.com/rust-lang/futures-rs,2022-08-29 13:37:30.247291
2018-02-01 03:25:03.010037,Additional utilities for working with Tokio. ,,52625978,https://tokio.rs,49101,tokio-util,https://github.com/tokio-rs/tokio,2022-09-08 08:35:14.062411
2018-03-05 22:36:02.312563,Channels for asynchronous communication using futures-rs. ,,52529007,https://rust-lang.github.io/futures-rs,54009,futures-channel,https://github.com/rust-lang/futures-rs,2022-08-29 13:38:18.985949
2018-03-05 22:41:47.740444,The asynchronous `Sink` trait for the futures-rs library. ,,52369311,https://rust-lang.github.io/futures-rs,54019,futures-sink,https://github.com/rust-lang/futures-rs,2022-08-29 13:36:41.945691
2015-04-14 23:28:47.67394,"This crate provides Grapheme Cluster, Word and Sentence boundaries according to Unicode Standard Annex #29 rules. ",https://unicode-rs.github.io/unicode-segmentation,51369938,https://github.com/unicode-rs/unicode-segmentation,1872,unicode-segmentation,https://github.com/unicode-rs/unicode-segmentation,2022-09-13 20:21:13.729557
2017-11-26 18:02:02.212875,Concurrent work-stealing deque,,51282557,https://github.com/crossbeam-rs/crossbeam/tree/master/crossbeam-deque,40627,crossbeam-deque,https://github.com/crossbeam-rs/crossbeam,2022-07-23 07:02:58.042882
2015-01-17 17:47:52.413792,"A byte-oriented, zero-copy, parser combinators library",https://docs.rs/nom,51156447,,805,nom,https://github.com/Geal/nom,2022-03-14 22:37:50.742464
2015-02-20 18:34:43.44873,"A tiny, safe, speedy, zero-copy HTTP/1.x parser.",https://docs.rs/httparse,51020472,,1432,httparse,https://github.com/seanmonstar/httparse,2022-08-30 21:49:42.92302
2017-03-09 22:02:00.510015,An HTTP/2 client and server,https://docs.rs/h2,50680049,,8906,h2,https://github.com/hyperium/h2,2022-08-16 22:30:45.383145
2015-05-04 02:11:35.894139,A simple map based on a vector for small integer keys,https://contain-rs.github.io/vec-map/vec_map,50587632,https://github.com/contain-rs/vec-map,2016,vec_map,https://github.com/contain-rs/vec-map,2020-05-06 13:38:10.140555
2016-07-31 20:58:50.213004,"The `AsyncRead`, `AsyncWrite`, `AsyncSeek`, and `AsyncBufRead` traits for the futures-rs library. ",,50548226,https://rust-lang.github.io/futures-rs,5849,futures-io,https://github.com/rust-lang/futures-rs,2022-08-29 13:35:54.200277
2016-05-12 00:45:58.800365,Parsing of the semver spec. ,https://docs.rs/semver-parser,50302410,https://github.com/steveklabnik/semver-parser,5045,semver-parser,https://github.com/steveklabnik/semver-parser,2021-01-05 22:13:28.388281
2016-12-30 22:31:38.178246,Procedural functionlike!() macros using only Macros 1.1,,50156997,,7862,proc-macro-hack,https://github.com/dtolnay/proc-macro-hack,2021-03-19 03:29:44.034814
2019-01-08 15:11:01.560092,A crate for safe and ergonomic pin-projection. ,,50012698,,107436,pin-project,https://github.com/taiki-e/pin-project,2022-08-15 13:52:11.642129
2016-05-20 21:32:51.043935,"    A parser and formatter for std::time::{Duration, SystemTime} ",https://docs.rs/humantime,49989969,https://github.com/tailhook/humantime,5127,humantime,https://github.com/tailhook/humantime,2021-01-13 20:38:22.858406
2019-08-11 15:42:07.442573,Implementation detail of the `pin-project` crate. ,,49919339,,155838,pin-project-internal,https://github.com/taiki-e/pin-project,2022-08-15 13:51:13.705703
2015-06-10 08:23:39.379972,A library to acquire a stack trace (backtrace) at runtime in a Rust program. ,https://docs.rs/backtrace,49582563,https://github.com/rust-lang/backtrace-rs,2350,backtrace,https://github.com/rust-lang/backtrace-rs,2022-07-07 15:52:17.253773
2017-11-27 18:43:02.901436,Application-level tracing for Rust. ,,49487310,https://tokio.rs,40771,tracing,https://github.com/tokio-rs/tracing,2022-07-29 21:18:36.226626
2018-08-06 15:00:31.609789,Utilities for pinning ,https://docs.rs/pin-utils,49097299,,77760,pin-utils,https://github.com/rust-lang-nursery/pin-utils,2020-04-22 16:13:27.095776
2020-01-07 02:30:11.536811,`tinyvec` provides 100% safe vec-like data structures.,,48890475,,196005,tinyvec,https://github.com/Lokathor/tinyvec,2022-04-25 16:34:34.909296
2018-11-13 12:53:18.90072,"Fast, SIMD-accelerated CRC32 (IEEE) checksum computation",,48800367,,96449,crc32fast,https://github.com/srijs/rust-crc32fast,2022-02-08 00:16:46.555068
2019-06-20 17:36:00.464363,Core primitives for application-level tracing. ,,48666154,https://tokio.rs,142370,tracing-core,https://github.com/tokio-rs/tracing,2022-07-29 19:45:50.396529
2016-05-06 20:20:25.502104,"Pure Rust implementation of the SHA-2 hash function family including SHA-224, SHA-256, SHA-384, and SHA-512. ",https://docs.rs/sha2,48587060,,4991,sha2,https://github.com/RustCrypto/hashes,2022-09-16 02:07:38.658029
2019-04-09 08:42:23.290642,A partial replacement for std::time::Instant that works on WASM too.,,48538774,,126785,instant,https://github.com/sebcrozet/instant,2021-10-18 08:31:56.19935
2016-05-13 20:00:42.138724,Rust compiler symbol demangling. ,https://docs.rs/rustc-demangle,47994117,https://github.com/alexcrichton/rustc-demangle,5060,rustc-demangle,https://github.com/alexcrichton/rustc-demangle,2021-08-24 16:46:32.180794
2014-11-11 22:15:48.567559,Rust friendly bindings to *nix APIs,,47720364,,56,nix,https://github.com/nix-rust/nix,2022-08-13 16:02:50.485277
2017-03-29 00:02:22.651612,"A safe, reliable implementation of remove_dir_all for Windows",,47405156,,9220,remove_dir_all,https://github.com/XAMPPRocky/remove_dir_all.git,2021-03-05 23:55:50.741326
2019-04-04 18:06:00.061574,"Trait representing an asynchronous, streaming, HTTP request or response body. ",https://docs.rs/http-body,46731752,,125857,http-body,https://github.com/hyperium/http-body,2022-05-20 20:41:02.284648
2015-04-14 18:26:06.249019,A library for managing temporary files and directories.,https://docs.rs/tempfile,46454887,http://stebalien.com/projects/tempfile-rs,1867,tempfile,https://github.com/Stebalien/tempfile,2022-01-08 19:27:21.782657
2019-11-06 18:21:14.020889,The futures-rs procedural macro implementations. ,,45918997,https://rust-lang.github.io/futures-rs,178725,futures-macro,https://github.com/rust-lang/futures-rs,2022-08-29 13:39:10.350073
2014-11-20 08:33:46.22482,Strongly Typed Mimes,https://docs.rs/mime,44926507,,121,mime,https://github.com/hyperium/mime,2020-01-07 20:11:07.848448
2015-09-09 22:47:44.666353,    A macro which makes error types pleasant to write. ,http://docs.rs/quick-error,44695333,http://github.com/tailhook/quick-error,3019,quick-error,http://github.com/tailhook/quick-error,2021-05-07 12:10:10.154641
2015-10-23 05:46:39.823534,Encoding and decoding data into/from hexadecimal representation.,https://docs.rs/hex/,44382290,,3290,hex,https://github.com/KokaKiwi/rust-hex,2021-03-03 10:48:58.682837
2018-10-30 09:53:01.939542,HC128 random number generator ,https://docs.rs/rand_hc,44061638,https://rust-random.github.io/book,93557,rand_hc,https://github.com/rust-random/rand,2021-06-15 14:42:09.755084
2018-03-05 22:43:02.959105,Executors for asynchronous tasks based on the futures-rs library. ,,43854330,https://rust-lang.github.io/futures-rs,54021,futures-executor,https://github.com/rust-lang/futures-rs,2022-08-29 13:40:56.488657
2014-11-11 05:37:37.261193,A library to generate and parse UUIDs.,https://docs.rs/uuid,43806811,https://github.com/uuid-rs/uuid,10,uuid,https://github.com/uuid-rs/uuid,2022-06-10 22:20:58.141297
2018-03-15 19:26:09.951353,Detect when another Future wants a result.,https://docs.rs/want,43723524,,55853,want,https://github.com/seanmonstar/want,2019-08-20 18:59:45.301907
2014-11-11 06:38:37.917011,FFI bindings to OpenSSL,,43655183,,41,openssl-sys,https://github.com/sfackler/rust-openssl,2022-07-09 13:21:39.414129
2020-06-25 22:07:19.741753,A simple clean-room implementation of the Adler-32 checksum,https://docs.rs/adler/,42832251,,258236,adler,https://github.com/jonas-schievink/adler.git,2021-02-26 12:12:02.566
2017-04-06 15:22:59.179268,SHA-1 hash function,https://docs.rs/sha1,42805237,,9835,sha-1,https://github.com/RustCrypto/hashes,2022-09-02 19:51:33.860351
2016-09-11 11:46:40.652101,`x-www-form-urlencoded` meets Serde,https://docs.rs/serde_urlencoded/0.7.1/serde_urlencoded/,42783307,,6336,serde_urlencoded,https://github.com/nox/serde_urlencoded,2022-01-17 11:26:21.628923
2014-11-11 06:37:58.925398,"DEFLATE compression and decompression exposed as Read/BufRead/Write streams. Supports miniz_oxide and multiple zlib implementations. Supports zlib, gzip, and raw deflate streams. ",https://docs.rs/flate2,42608790,https://github.com/rust-lang/flate2-rs,37,flate2,https://github.com/rust-lang/flate2-rs,2022-05-28 20:21:58.224675
2015-09-27 05:01:40.286066,Recursively walk a directory.,https://docs.rs/walkdir/,42367009,https://github.com/BurntSushi/walkdir,3119,walkdir,https://github.com/BurntSushi/walkdir,2021-03-22 14:30:54.609344
2017-01-08 23:00:41.755668,A simple crate for determining whether two file paths point to the same file. ,https://docs.rs/same-file,41245866,https://github.com/BurntSushi/same-file,7992,same-file,https://github.com/BurntSushi/same-file,2020-01-11 17:02:30.960838
2018-03-15 19:23:44.274814,A lightweight atomic lock.,https://docs.rs/try-lock,40884480,https://github.com/seanmonstar/try-lock,55851,try-lock,https://github.com/seanmonstar/try-lock,2020-07-10 22:09:57.554828
2016-08-19 20:44:53.178735,A unified interface for reading and writing object file formats.,,39752242,,6030,object,https://github.com/gimli-rs/object,2022-06-23 01:40:09.192826
