name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
sp-npos-elections,52393,NPoS election algorithm primitives,2020-06-08 20:30:03.320672,2021-02-10 21:22:22.380993,,https://substrate.dev,https://github.com/paritytech/substrate/,251601
sp-npos-elections-compact,52387,NPoS Compact Solution Type,2020-06-08 20:29:41.224938,2021-02-10 21:22:00.356907,,https://substrate.dev,https://github.com/paritytech/substrate/,251600
pest_tmp,52382,The Elegant Parser,2019-06-15 13:45:45.899854,2019-06-15 13:45:45.899854,https://docs.rs/pest,https://pest-parser.github.io/,https://github.com/pest-parser/pest,141342
wtools,52379,Collection of general purpose tools for solving problems. Fundamentally extend the language witho...,2021-10-01 08:08:20.40001,2022-07-18 20:33:51.586691,https://docs.rs/wtools,https://github.com/Wandalen/wTools/tree/master/module/rust/wtools,https://github.com/Wandalen/wTools/tree/master/module/rust/wtools,459052
git-odb,52371,Implements various git object databases,2020-07-12 04:28:54.650706,2022-09-20 09:58:20.893852,,,https://github.com/Byron/gitoxide,264295
pest_meta_tmp,52346,pest meta language parser and validator,2019-06-15 13:48:48.758638,2019-06-15 13:48:48.758638,https://docs.rs/pest,https://pest-parser.github.io/,https://github.com/pest-parser/pest,141344
nanomsg,52343,"A high-level, Rust idiomatic wrapper around nanomsg.",2014-12-08 02:08:06.147152,2018-09-14 20:03:35.509862,https://github.com/thehydroimpulse/nanomsg.rs,https://github.com/thehydroimpulse/nanomsg.rs,https://github.com/thehydroimpulse/nanomsg.rs,480
griddle,52339,A HashMap variant that spreads resize load across inserts,2020-06-30 01:05:54.869754,2021-06-19 03:23:26.694308,,,https://github.com/jonhoo/griddle.git,259603
bluez-generated,52315,Generated bindings for talking to BlueZ on Linux.,2020-10-18 20:11:48.175828,2021-01-08 19:30:13.876425,,,https://github.com/alsuren/mijia-homie/,302402
direct2d,52303,A safe abstraction for drawing with Direct2D,2015-12-12 01:11:32.349922,2019-02-24 22:15:54.038887,https://docs.rs/direct2d/*/x86_64-pc-windows-msvc/direct2d/,,https://github.com/Connicpu/direct2d-rs,3614
defer-drop,52295,Defer dropping large types to a background thread,2020-05-21 20:00:50.180456,2021-09-10 09:32:14.702812,,,https://github.com/Lucretiel/defer-drop,244277
