name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
read_token,48333,A simple library to read tokens using look ahead,2015-02-07 01:18:34.700653,2019-05-15 17:02:41.926265,,https://github.com/pistondevelopers/read_token,https://github.com/pistondevelopers/read_token.git,1356
oasis-borsh-derive-internal,48288,Binary Object Representation Serializer for Hashing ,2020-01-15 19:08:47.400602,2021-01-19 22:12:51.763714,,http://borsh.io,https://github.com/nearprotocol/borsh,198812
rustacuda_derive,48265,Custom Derive Macro for RustaCUDA,2018-12-01 21:24:29.619037,2020-02-29 17:07:04.905616,,,https://github.com/bheisler/RustaCUDA,99575
ckb-logger,48252,CKB logging facade.,2020-09-29 05:54:31.700636,2022-09-07 07:08:17.876729,,https://github.com/nervosnetwork/ckb,https://github.com/nervosnetwork/ckb,293978
intel-mkl-tool,48246,Seek Intel(R) MKL library from system,2019-12-14 17:26:17.845187,2022-09-13 13:31:41.848432,,,https://github.com/rust-math/intel-mkl-src,189394
femtovg,48228,Antialiased 2D vector drawing library,2020-09-28 16:31:11.843694,2022-05-23 07:26:20.062981,,,https://github.com/femtovg/femtovg,293756
markup,48190,"A blazing fast, type-safe template engine for Rust.",2018-12-03 08:51:35.952755,2022-06-27 11:13:26.348377,https://docs.rs/markup,https://github.com/utkarshkukreti/markup.rs,https://github.com/utkarshkukreti/markup.rs,99803
rolling-file,48188,A rolling file appender with customizable rolling conditions.,2021-03-31 16:26:23.769886,2021-03-31 16:26:23.769886,https://docs.rs/rolling-file/,https://github.com/Axcient/rolling-file-rs,https://github.com/Axcient/rolling-file-rs,376211
bracket-noise,48187,Rust port of Auburn's amazing FastNoise library. Part of the bracket-lib family.,2020-02-21 19:25:22.379517,2021-02-10 19:30:59.527085,,https://github.com/thebracket/bracket-lib,https://github.com/thebracket/bracket-lib,211284
async-ready,48170,Async readiness traits.,2019-03-08 00:28:50.262903,2019-05-15 17:47:17.124599,https://docs.rs/async-ready,,https://github.com/rustasync/async-ready,119399
bracket-algorithm-traits,48155,"Traits required for the bracket-* crates. Adapt your maps to the traits with Algorithm2D, Algorit...",2020-02-21 18:12:37.725318,2021-02-10 19:59:12.664451,,https://github.com/thebracket/bracket-lib,https://github.com/thebracket/bracket-lib,211255
c-ares-resolver,48137,"An asynchronous DNS resolver, backed by c-ares. ",2016-10-17 13:59:01.936665,2021-11-06 19:15:47.613685,https://docs.rs/c-ares-resolver,,https://github.com/dimbleby/c-ares-resolver,6883
