name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
cgl,980794,Rust bindings for CGL on Mac,2015-06-15 19:55:44.411024,2019-09-11 17:54:10.322944,,,https://github.com/servo/cgl-rs,2390
is-match,978766,Library to check whether something matches something else,2017-05-03 19:06:47.867234,2017-05-03 19:06:47.867234,,,https://github.com/matthiasbeyer/is-match,12976
cortex-m-rt,978347,Minimal runtime / startup for Cortex-M microcontrollers,2017-04-12 05:53:55.024289,2021-11-25 09:31:43.515878,https://docs.rs/cortex-m-rt/,,https://github.com/rust-embedded/cortex-m-rt,10375
khronos-egl,978305,Rust bindings for EGL,2019-08-05 15:27:25.647984,2021-03-23 14:34:36.382757,https://docs.rs/khronos-egl,,https://github.com/timothee-haudebourg/khronos-egl,154308
simdutf8,975785,SIMD-accelerated UTF-8 validation.,2021-04-20 19:11:04.474217,2022-04-02 11:03:52.405811,https://docs.rs/simdutf8/,https://github.com/rusticstuff/simdutf8,https://github.com/rusticstuff/simdutf8,387267
rlimit,971898,Resource limits,2019-04-05 16:57:52.357585,2022-04-06 14:47:52.630219,https://docs.rs/rlimit,,https://github.com/Nugine/rlimit/,126019
cargo-audit,971390,Audit Cargo.lock for crates with security vulnerabilities,2017-02-07 09:56:35.459434,2022-05-23 14:19:28.703587,,https://rustsec.org,https://github.com/RustSec/rustsec/tree/main/cargo-audit,8420
crc32c,970753,Safe implementation for hardware accelerated CRC32C instructions with software fallback,2017-09-15 15:21:20.021596,2022-04-12 18:09:20.860314,http://docs.rs/crc32c,https://github.com/zowens/crc32c,https://github.com/zowens/crc32c,31892
freetype,966150,Bindings for Freetype used by Servo,2015-11-30 16:42:09.692974,2020-07-14 21:12:30.573548,https://doc.servo.org/freetype/,,https://github.com/servo/rust-freetype,3543
parquet-format,963023,Apache Parquet Format - thrift definition and generated Rust file,2018-04-12 05:05:04.37731,2021-01-11 00:41:29.523777,,https://github.com/sunchao/parquet-format-rs,https://github.com/sunchao/parquet-format-rs,60232
