name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
sgxs-loaders,46654,Platform-specific loaders for SGX enclaves.  The following loaders are supported: * SGX device (L...,2018-11-19 10:12:49.193796,2022-07-29 21:53:34.902685,https://edp.fortanix.com/docs/api/sgxs_loaders/,https://edp.fortanix.com/,https://github.com/fortanix/rust-sgx,97586
aws-smithy-protocol-test,46646,A collection of library functions to validate HTTP requests against Smithy protocol tests.,2021-10-20 22:40:02.717792,2022-09-20 12:46:26.14523,,,https://github.com/awslabs/smithy-rs,468154
sn_dbc,46594,Safe Network DBC,2021-05-11 18:39:46.516366,2022-09-23 13:00:30.628001,https://docs.rs/sn_dbc,,https://github.com/maidsafe/sn_dbc,396189
wfd,46587,A simple to use abstraction over the Open and Save dialogs in the Windows API,2019-11-17 20:26:34.52351,2021-01-24 22:11:49.784234,,,https://www.github.com/ben-wallis/wfd,182068
deno_net,46587,Networking for Deno,2021-06-28 23:42:19.256605,2022-09-22 18:12:09.977971,,,https://github.com/denoland/deno,415961
chamkho,46579,"Khmer, Lao, Myanmar, and Thai word segmentation/breaking library and command line",2015-03-20 14:53:14.615306,2022-09-14 15:57:54.05928,https://github.com/veer66/chamkho/blob/master/README.md,https://github.com/veer66/chamkho,https://github.com/veer66/chamkho,1622
ntex-service,46578,ntex service,2020-03-31 04:31:24.996545,2022-07-07 15:57:28.042277,https://docs.rs/ntex-service/,https://ntex.rs,https://github.com/ntex-rs/ntex.git,224650
rust-lapper,46565,A fast and easy interval overlap library,2019-08-30 02:10:20.851524,2022-09-12 22:23:10.320436,https://docs.rs/rust-lapper,,https://github.com/sstadick/rust-lapper,160783
icu_locid,46540,API for managing Unicode Language and Locale Identifiers,2020-10-15 15:25:36.105795,2022-08-05 00:41:21.607071,,,https://github.com/unicode-org/icu4x,300033
unic-ucd,46522,UNIC — Unicode Character Database,2017-06-20 08:46:54.479933,2019-03-03 05:12:56.218622,,,https://github.com/open-i18n/rust-unic/,19656
jsonrpc_client,46469,"An async, macro-driven JSON-RPC client with pluggable backends.",2018-08-24 07:10:57.206866,2021-08-26 01:33:17.079641,,,https://github.com/thomaseizinger/rust-jsonrpc-client,81012
flamegraph,46448,"A simple cargo subcommand for generating flamegraphs, using inferno under the hood",2019-03-07 19:43:46.841546,2022-07-25 08:57:07.585829,,,https://github.com/flamegraph-rs/flamegraph,119364
aesm-client,46425,"RPC client for Intel SGX AESM (Architectural Enclave Service Manager).  With this client, applica...",2018-11-19 10:10:51.149477,2022-07-29 21:38:43.385332,https://edp.fortanix.com/docs/api/aesm_client/,https://edp.fortanix.com/,https://github.com/fortanix/rust-sgx,97585
crc64fast,46411,SIMD accelerated CRC64 calculation,2019-11-20 08:25:56.883456,2020-05-02 10:41:41.694979,,,https://github.com/tikv/crc64fast,182926
serde_closure,46377,Serializable and debuggable closures.  This library provides macros that wrap closures to make th...,2018-07-17 21:20:57.150262,2020-08-05 08:08:34.890934,https://docs.rs/serde_closure,https://github.com/alecmocatta/serde_closure,https://github.com/alecmocatta/serde_closure,74789
cargo-project,46372,Library to retrieve information about a Cargo project,2018-09-17 00:13:35.903123,2022-07-06 13:37:28.768188,https://docs.rs/cargo-project,,https://github.com/japaric/cargo-project,85051
mp3-metadata,46360,Metadata parser for MP3 files,2016-08-30 21:47:14.555803,2022-07-31 12:53:05.05392,,,https://github.com/GuillaumeGomez/mp3-metadata,6191
itoap,46349,Even faster functions for printing integers with decimal format,2020-07-08 13:09:24.207712,2021-02-18 16:50:27.920486,,https://github.com/Kogia-sima/itoap,https://github.com/Kogia-sima/itoap,262545
embedded-storage,46343,A Storage Abstraction Layer for Embedded Systems,2021-05-18 10:03:41.891399,2022-02-07 10:35:50.414323,https://docs.rs/embedded-storage,https://github.com/rust-embedded-community/embedded-storage,https://github.com/rust-embedded-community/embedded-storage,398928
queues,46334,Efficient FIFO Queue data structures,2017-09-22 13:31:34.317833,2019-01-16 12:02:28.978633,,,https://gitlab.com/rust-algorithms/queues,32637
