name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
spirv_cross,828361,Safe wrapper around SPIRV-Cross,2017-09-24 22:20:11.647377,2021-03-03 04:25:25.079203,,https://github.com/grovesNL/spirv_cross,https://github.com/grovesNL/spirv_cross,33008
aligned,826597,A newtype with alignment of at least `A` bytes,2017-05-30 02:03:29.978508,2022-05-13 12:09:54.652856,https://docs.rs/aligned,,https://github.com/japaric/aligned,16853
compare,824989,Experimental comparators for collections to be generic over,2014-12-17 17:41:21.610447,2016-08-11 10:50:11.759198,https://contain-rs.github.io/compare/compare,https://github.com/contain-rs/compare,https://github.com/contain-rs/compare,589
rustc-cfg,824694,Runs `rustc --print cfg` and parses the output,2016-09-10 22:34:01.741697,2022-07-06 13:04:42.392122,https://docs.rs/rustc-cfg,,https://github.com/japaric/rustc-cfg,6324
page_size,823285,"Provides an easy, fast, cross-platform way to retrieve the memory page size",2017-09-21 20:46:54.212011,2019-12-20 01:00:33.52856,https://docs.rs/page_size/,https://github.com/Elzair/page_size_rs,https://github.com/Elzair/page_size_rs,32582
ndk-macro,822484,Helper macros for android ndk,2020-07-29 15:18:50.216753,2021-11-22 15:36:03.605591,https://docs.rs/ndk-macro,https://github.com/rust-windowing/android-ndk-rs,https://github.com/rust-windowing/android-ndk-rs,270957
hound,822087,A wav encoding and decoding library,2015-03-31 22:33:31.26781,2022-09-09 21:34:18.170601,https://docs.rs/hound,https://github.com/ruuda/hound,https://github.com/ruuda/hound,1750
riscv-target,821791,RISC-V target string manipulation utilities,2020-05-15 16:06:14.240177,2020-05-15 19:15:19.036854,,,https://github.com/ilya-epifanov/riscv-target,241916
walrus,821342,A library for performing WebAssembly transformations ,2019-02-12 15:24:31.363328,2021-04-15 21:50:14.353264,https://docs.rs/walrus,https://github.com/rustwasm/walrus,https://github.com/rustwasm/walrus,114305
walrus-macro,821338,"Internal macros used by the `walrus` crate, not for public consumption. ",2019-02-12 15:24:13.941647,2021-04-15 21:49:48.738913,https://docs.rs/walrus-macro,https://github.com/rustwasm/walrus,https://github.com/rustwasm/walrus/tree/crates/macro,114304
yansi-term,820478,"Library for ANSI terminal colours and styles (bold, underline)",2020-04-01 17:26:31.239224,2020-05-31 19:48:59.185824,https://docs.rs/yansi-term,https://github.com/botika/yansi-term,https://github.com/botika/yansi-term,225257
atomicwrites,818097,Atomic file-writes.,2015-01-21 18:14:46.165877,2022-01-11 19:11:40.080627,https://docs.rs/crate/atomicwrites,https://github.com/untitaker/rust-atomicwrites,https://github.com/untitaker/rust-atomicwrites,847
gl,816811,OpenGL bindings,2014-11-12 18:25:54.088387,2019-10-03 10:45:00.368996,https://docs.rs/gl,https://github.com/brendanzab/gl-rs/,https://github.com/brendanzab/gl-rs/,69
serde_stacker,816748,Serde adapter that avoids stack overflow by dynamically growing the stack,2019-01-13 19:22:31.959581,2022-08-03 14:02:33.327034,https://docs.rs/serde_stacker,,https://github.com/dtolnay/serde-stacker,108368
aster,816043,A libsyntax ast builder,2015-03-08 04:50:31.504481,2017-01-27 23:22:03.866542,,,https://github.com/serde-rs/aster,1534
dockerfile,813899,A Rust library for dynamically generating Dockerfiles.,2018-12-09 07:46:33.961848,2018-12-10 16:14:08.029687,https://docs.rs/dockerfile,https://github.com/thedodd/dockerfile,https://github.com/thedodd/dockerfile,100908
font-kit,812501,A cross-platform font loading library,2018-07-24 16:19:49.80504,2022-03-28 13:43:26.465966,,https://github.com/servo/font-kit,https://github.com/servo/font-kit,75780
histogram,812076,histogram storage and percentile metrics with precision guarentees,2015-07-18 19:52:03.0069,2018-05-02 18:17:36.609659,https://docs.rs/histogram,https://github.com/brayniac/histogram,https://github.com/brayniac/histogram,2628
tracing-bunyan-formatter,811296,A Bunyan formatter for the tracing crate,2020-05-03 16:11:13.534561,2022-06-26 15:44:04.171892,https://docs.rs/tracing-bunyan-formatter/,,https://github.com/LukeMathWalker/tracing-bunyan-formatter,237130
liquid,810810,The liquid templating language for Rust,2015-02-15 14:08:55.05311,2022-04-01 15:23:18.442665,https://docs.rs/liquid,,https://github.com/cobalt-org/liquid-rust,1408
async-rwlock,810524,Async reader-writer lock,2019-06-02 09:30:42.669361,2020-09-22 21:58:19.454357,https://docs.rs/async-rwlock,https://github.com/stjepang/async-lock,https://github.com/stjepang/async-lock,138457
stderrlog,809090,Logger that logs to stderr based on verbosity specified,2016-05-11 20:33:00.304617,2022-07-03 16:06:52.891313,https://docs.rs/stderrlog/,https://github.com/cardoe/stderrlog-rs,https://github.com/cardoe/stderrlog-rs,5041
maybe-owned,808908,provides a `MaybeOwned` (and `MaybeOwnedMut`) type similar to std's `Cow` but it implements `From...,2017-05-17 13:05:42.101327,2020-05-23 01:30:58.145244,,,https://github.com/rustonaut/maybe-owned,14920
winconsole,808494,A wrapper for console-related functions in the Windows API.,2018-05-03 01:16:00.398764,2020-01-25 03:04:49.186583,https://omarkmu.github.io/docs/winconsole,,https://github.com/omarkmu/winconsole,63508
x86_64,807456,"Support for x86_64 specific instructions, registers, and structures.",2016-12-27 23:03:49.10102,2022-07-10 21:54:33.561699,https://docs.rs/x86_64,,https://github.com/rust-osdev/x86_64,7801
serde_codegen,807448,Macros to auto-generate implementations for the serde framework,2015-05-19 06:45:13.123865,2017-01-25 20:59:21.648287,https://serde.rs/codegen.html,https://serde.rs,https://github.com/serde-rs/serde,2144
pretty-lint,802672,A very simple library for showing lint errors,2020-10-05 17:11:25.248095,2020-11-06 22:40:54.855162,,,https://github.com/tamasfe/pretty-lint,296370
aws-sdk-sso,802555,AWS SDK for AWS Single Sign-On,2021-05-07 21:38:03.54825,2022-09-21 00:45:07.222516,,,https://github.com/awslabs/aws-sdk-rust,394527
libproc,802471,A library to get information about running processes - for Mac OS X and Linux,2016-08-22 12:21:56.719786,2022-04-27 08:54:53.926309,https://andrewdavidmackenzie.github.io/libproc-rs/libproc/index.html,,https://github.com/andrewdavidmackenzie/libproc-rs,6067
guillotiere,800902,A dynamic 2D texture atlas allocator with fast deallocation.,2019-03-29 12:24:34.696557,2021-08-10 23:01:48.380993,https://docs.rs/guillotiere/,,https://github.com/nical/guillotiere,124536
lazy_format,799429,A utility crate for lazily formatting values for later,2019-02-16 10:06:28.588157,2022-08-11 20:01:41.194271,,,https://github.com/Lucretiel/lazy_format,115120
proc-quote,798052,A procedural macro implementation of quote!.,2019-01-30 00:05:37.959141,2021-02-17 16:24:24.45531,,,https://github.com/Goncalerta/proc-quote,111497
riscv,797370,Low level access to RISC-V processors,2017-09-19 14:28:30.074175,2022-04-20 19:58:19.973644,,,https://github.com/rust-embedded/riscv,32307
bollard,795643,An asynchronous Docker daemon API,2018-12-21 10:47:31.192252,2022-06-20 17:37:06.56994,https://docs.rs/bollard,https://github.com/fussybeaver/bollard,https://github.com/fussybeaver/bollard,103073
gdi32-sys,794831,Contains function definitions for the Windows API library gdi32. See winapi for types and constants.,2015-01-20 01:19:33.562988,2017-12-18 09:15:27.079969,https://retep998.github.io/doc/gdi32/,,https://github.com/retep998/winapi-rs,827
password-rules-parser,794195,Parser for the HTML passwordrules attribute,2020-11-09 15:37:23.995948,2021-10-07 14:58:55.773343,,,https://github.com/1Password/password-rules-parser,310356
cargo-binutils,793040,"Proxy for LLVM tools like llvm-nm, llvm-objdump and llvm-size",2018-06-29 00:49:46.938143,2022-06-20 16:09:13.975716,https://github.com/rust-embedded/cargo-binutils#cargo-binutils,,https://github.com/rust-embedded/cargo-binutils/,72176
wabt,792659,Bindings to the wabt library,2018-01-12 09:17:07.638464,2020-07-27 11:31:25.735726,,https://github.com/pepyakin/wabt-rs,https://github.com/pepyakin/wabt-rs,46511
frame-metadata,792434,Metadata types for Substrate runtimes,2020-02-27 09:30:44.6731,2022-02-08 18:22:31.978287,,https://substrate.dev,https://github.com/paritytech/frame-metadata/,213014
renderdoc-sys,791510,Raw FFI bindings to the RenderDoc API,2018-09-16 00:56:30.260071,2020-08-05 10:18:43.780164,https://docs.rs/renderdoc-sys/,https://github.com/ebkalderon/renderdoc-rs/tree/master/renderdoc-sys,https://github.com/ebkalderon/renderdoc-rs,84914
wabt-sys,790996,Bindings to the wabt library,2018-01-12 09:13:39.218901,2020-07-27 11:30:29.627737,,https://github.com/pepyakin/wabt-rs,https://github.com/pepyakin/wabt-rs,46510
atk,790509,Rust bindings for the ATK library,2019-02-21 16:33:09.497394,2022-01-15 12:15:27.489805,https://gtk-rs.org/gtk3-rs/stable/latest/docs/atk/,https://gtk-rs.org/,https://github.com/gtk-rs/gtk3-rs,116269
minimp3,790019,Rust bindings for the minimp3 library.,2018-01-31 18:47:34.717591,2021-01-02 17:36:49.891309,,,https://github.com/germangb/minimp3-rs.git,49059
features,789245,A macro to generate runtime feature toggles. ,2017-03-20 20:36:32.833445,2019-05-13 16:44:42.343185,https://docs.rs/features,,https://github.com/fnichol/features-rs,9068
env_proxy,786952,Determination of proxy parameters for a URL from the environment,2016-06-19 21:06:24.224176,2020-07-07 19:47:10.689115,https://inejge.github.io/env_proxy,https://github.com/inejge/env_proxy,https://github.com/inejge/env_proxy,5427
android_system_properties,786426,Minimal Android system properties wrapper,2022-06-27 18:37:55.464346,2022-08-30 10:42:28.363547,https://docs.rs/android_system_properties,https://github.com/nical/android_system_properties,https://github.com/nical/android_system_properties,614264
netlink-packet-utils,785673,macros and helpers for parsing netlink messages,2019-12-20 08:04:39.561566,2022-02-20 17:27:57.031629,,https://github.com/little-dude/netlink,https://github.com/little-dude/netlink,190856
intmap,784933,Specialized HashMap for u64 keys,2016-12-12 11:20:47.591858,2022-07-17 11:16:57.598552,,,https://github.com/JesperAxelsson/rust-intmap,7549
r2d2_sqlite,783940,SQLite and SQLCipher support for the r2d2 connection pool,2015-07-22 09:31:49.090591,2022-07-24 12:13:25.109875,https://docs.rs/r2d2_sqlite/,,https://github.com/ivanceras/r2d2-sqlite,2652
fake-tty,783326,Run command with bash pretending to be a tty,2020-11-13 18:09:58.609922,2022-09-08 18:20:45.992773,https://docs.rs/fake-tty,https://github.com/Aloso/to-html/tree/master/crates/fake-tty,https://github.com/Aloso/to-html,312048
internment,780614,Easy interning of data,2018-02-11 22:25:59.846574,2022-03-30 18:24:48.673139,,,https://github.com/droundy/internment,50738
minidom,779976,"A small, simple DOM implementation on top of quick-xml, targeting the subset of XML useful for XMPP",2017-02-25 14:37:10.978768,2022-07-13 18:34:45.620511,https://docs.rs/minidom,https://gitlab.com/xmpp-rs/xmpp-rs,https://gitlab.com/xmpp-rs/xmpp-rs,8673
core2,779938,The bare essentials of std::io for use in no_std. Alloc support is optional.,2021-02-13 17:58:42.892856,2022-01-29 12:38:59.391946,,,https://github.com/bbqsrc/core2,354798
lyon_tessellation,775765,A low level path tessellation library.,2016-07-14 23:44:24.340866,2022-09-08 15:46:47.683688,https://docs.rs/lyon_tessellation/,,https://github.com/nical/lyon,5669
hyper-native-tls,775606,native-tls support for Hyper,2017-01-08 22:07:32.936677,2018-09-18 01:08:44.120411,,,https://github.com/sfackler/hyper-native-tls,7990
intl_pluralrules,774639,Unicode Plural Rules categorizer for numeric input.,2018-07-30 15:54:32.724692,2021-01-05 15:02:17.373879,,,https://github.com/zbraniecki/pluralrules,76665
quinn-proto,773466,State machine for the QUIC transport protocol,2018-10-02 20:17:22.135216,2022-08-12 15:48:51.232511,,,https://github.com/quinn-rs/quinn,87678
content_inspector,773384,Fast inspection of binary buffers to guess/determine the encoding,2018-06-03 17:56:59.765896,2018-11-04 16:27:15.394881,,https://github.com/sharkdp/content_inspector,https://github.com/sharkdp/content_inspector,68379
async-broadcast,773371,Async broadcast channels,2020-05-29 13:23:37.578954,2022-07-23 19:31:42.852684,https://docs.rs/async-broadcast,,https://github.com/smol-rs/async-broadcast,247365
rustc-ap-rustc_index,773011,Automatically published version of the package `rustc_index` in the rust-lang/rust repository fro...,2019-10-01 08:02:40.653308,2021-07-06 08:13:48.219069,,,https://github.com/rust-lang/rust,169034
frunk_core,772370,"Frunk core provides developers with HList, Coproduct, LabelledGeneric and Generic",2017-02-03 17:39:39.990774,2021-06-25 01:58:25.444306,https://docs.rs/frunk_core,,https://github.com/lloydmeta/frunk,8370
hexf-parse,771952,Parses hexadecimal floats (see also hexf),2017-04-15 13:35:01.409581,2021-03-29 22:13:42.594502,https://docs.rs/hexf-parse/,https://github.com/lifthrasiir/hexf,https://github.com/lifthrasiir/hexf,10681
rmpv,770585,Value variant for RMP,2017-01-05 13:16:39.060492,2021-08-17 22:36:57.52055,https://docs.rs/rmpv,,https://github.com/3Hren/msgpack-rust,7935
async_once,769673,async once tool for lazy_static,2020-07-16 06:54:38.828879,2021-12-24 02:35:57.657285,,https://github.com/hjiayz/async_once,https://github.com/hjiayz/async_once,265678
function_name,769578,macro that expands to the name of the annotated function,2019-06-19 16:51:15.306823,2022-05-11 09:04:00.868983,https://docs.rs/function_name,https://crates.io/crates/function_name,https://github.com/danielhenrymantilla/rust-function_name,142123
quinn,769539,QUIC transport protocol implementation for Tokio,2018-10-02 20:18:56.824108,2022-08-22 21:40:43.07991,,,https://github.com/quinn-rs/quinn,87679
permutohedron,769322,"Generate permutations of sequences. Either lexicographical order permutations, or a minimal swaps...",2015-06-25 18:10:31.590984,2017-11-11 09:47:11.98758,https://docs.rs/permutohedron/,,https://github.com/bluss/permutohedron,2466
arrow,769300,Rust implementation of Apache Arrow,2018-03-29 04:49:37.317255,2022-09-19 21:06:32.139084,,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,58018
function_name-proc-macro,768595,macro that expands to the name of the annotated function,2019-06-19 16:45:15.363938,2022-05-11 09:03:46.968446,https://docs.rs/function_name,https://crates.io/crates/function_name,https://github.com/danielhenrymantilla/rust-function_name,142121
exr,767326,Read and write OpenEXR files without any unsafe code,2020-02-15 16:55:49.210752,2022-09-18 20:52:38.565835,,,https://github.com/johannesvollmer/exrs,209515
grep-searcher,767064,Fast line oriented regex searching as a library. ,2018-08-08 21:07:12.251324,2022-07-15 14:05:47.620544,https://docs.rs/grep-searcher,https://github.com/BurntSushi/ripgrep/tree/master/crates/searcher,https://github.com/BurntSushi/ripgrep/tree/master/crates/searcher,78423
spirv_headers,765393,Rust definition of SPIR-V structs and enums,2017-02-08 23:29:01.908837,2021-05-05 20:37:45.343083,https://docs.rs/spirv_headers,,https://github.com/gfx-rs/rspirv,8437
serde-transcode,765390,Transcode from one Serde format to another,2016-07-31 00:56:42.187381,2021-07-10 01:18:22.194762,https://docs.rs/serde-transcode/1.1.0/serde_transcode,,https://github.com/sfackler/serde-transcode,5839
ed25519-zebra,765315,Zcash-flavored Ed25519 for use in Zebra.,2020-01-24 21:02:20.507997,2021-10-12 18:38:01.012681,,,https://github.com/ZcashFoundation/ed25519-zebra,201653
fluent-syntax,765152,Parser/Serializer tools for Fluent Syntax.  ,2018-07-29 07:40:23.536237,2021-02-09 20:17:54.706663,,http://www.projectfluent.org,https://github.com/projectfluent/fluent-rs,76446
amq-protocol-tcp,762278,AMQP URI TCP connection handling,2019-05-25 21:20:23.867889,2022-02-24 16:07:40.310733,https://docs.rs/amq-protocol-tcp,,https://github.com/amqp-rs/amq-protocol,137020
grep-matcher,761106,"A trait for regular expressions, with a focus on line oriented search. ",2018-08-08 21:06:23.749567,2021-06-12 12:02:57.16534,https://docs.rs/grep-matcher,https://github.com/BurntSushi/ripgrep/tree/master/crates/matcher,https://github.com/BurntSushi/ripgrep/tree/master/crates/matcher,78421
amq-protocol-uri,760744,AMQP URI manipulation,2019-05-24 20:22:38.510068,2022-02-24 16:07:07.790134,https://docs.rs/amq-protocol-uri,,https://github.com/amqp-rs/amq-protocol,136787
numpy,760227,PyO3-based Rust bindings of the NumPy C-API,2017-05-10 17:14:51.81638,2022-09-16 18:01:51.144578,https://docs.rs/numpy,,https://github.com/PyO3/rust-numpy,14029
roaring,759125,https://roaringbitmap.org: A better compressed bitset - pure Rust implementation,2014-12-27 06:51:13.732548,2022-09-08 08:36:29.6148,https://docs.rs/roaring,,https://github.com/RoaringBitmap/roaring-rs,645
actix-server-config,758141,Actix server config utils,2019-03-12 23:37:47.633976,2019-11-21 13:46:00.137312,,https://actix.rs,https://github.com/actix/actix-net.git,120372
gag,756112,"Gag, redirect, or hold stdout/stderr output. Currently only *nix operating systems are supported.",2015-04-01 17:52:26.349407,2021-05-30 17:18:57.458276,https://docs.rs/gag/,,https://github.com/Stebalien/gag-rs,1757
gstreamer,755087,Rust bindings for GStreamer,2015-03-09 19:12:31.866785,2022-04-26 11:03:49.806482,https://gstreamer.pages.freedesktop.org/gstreamer-rs/stable/latest/docs/gstreamer/,https://gstreamer.freedesktop.org,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs,1541
liblmdb-sys,754931,LMDB native lib,2014-12-19 12:11:22.198788,2017-01-26 08:45:04.992174,,,https://github.com/vhbit/lmdb-rs,600
tcp-stream,753773,std::net::TcpStream on steroids,2019-05-23 06:57:45.404498,2022-05-29 08:36:45.022197,https://docs.rs/tcp-stream,,https://github.com/amqp-rs/tcp-stream,136305
memmem,753561,Substring searching,2015-11-08 19:16:15.684997,2016-05-01 10:15:48.015488,http://jneem.github.io/memmem,,http://github.com/jneem/memmem,3387
castaway,752572,"Safe, zero-cost downcasting for limited compile-time specialization.",2021-06-21 15:09:04.697923,2022-06-04 15:34:02.045464,,,https://github.com/sagebind/castaway,412966
psutil,751878,Process and system monitoring library,2015-01-22 20:59:31.269032,2022-02-13 22:08:13.595472,,,https://github.com/rust-psutil/rust-psutil,855
