name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
typetag-impl,1359420,Implementation detail of the typetag crate,2019-01-23 17:44:02.413169,2022-08-03 14:03:30.706494,https://docs.rs/typetag,,https://github.com/dtolnay/typetag,110265
pnet_macros_support,1358230,Support library for libpnet_macros,2015-11-20 12:39:08.185009,2022-06-01 16:55:47.259369,,https://github.com/libpnet/libpnet,https://github.com/libpnet/libpnet,3464
zerocopy-derive,1357203,Custom derive for traits from the zerocopy crate,2019-02-28 01:15:28.169767,2021-11-04 21:03:13.640146,,,https://fuchsia.googlesource.com/fuchsia/+/HEAD/src/lib/zerocopy/zerocopy-derive,117694
parity-send-wrapper,1357077,This Rust library implements a wrapper type called SendWrapper which allows you to move around no...,2019-05-23 09:24:37.835485,2019-05-23 09:24:37.835485,https://docs.rs/parity-send-wrapper,,https://github.com/paritytech/send_wrapper,136317
pdqselect,1356597,"Selects the kth smallest element of a slice, based on Orson Peters's Pattern Defeating Quickselect",2017-10-20 20:58:47.966678,2021-11-15 22:05:18.387834,https://docs.rs/pdqselect,,,36402
pwasm-utils,1356494,Collection of command-line utilities and corresponding Rust api for producing pwasm-compatible ex...,2018-03-13 13:10:19.318337,2022-01-17 15:10:04.796497,,,https://github.com/paritytech/wasm-utils,55349
v_escape_derive,1352814,Procedural macro package for v_escape,2018-12-19 03:17:27.339663,2021-10-12 01:08:07.492186,https://docs.rs/v_escape_derive,,https://github.com/botika/v_escape,102628
v_htmlescape,1349574,The simd optimized HTML escaping code,2018-12-02 16:39:02.519284,2022-08-05 12:08:49.492929,https://docs.rs/v_htmlescape,,https://github.com/botika/v_escape,99690
libp2p-request-response,1345763,Generic Request/Response Protocols,2020-07-01 13:55:26.32511,2022-09-07 08:01:45.797818,,,https://github.com/libp2p/rust-libp2p,260258
sketches-ddsketch,1343891,A direct port of the Golang DDSketch implementation. ,2019-09-19 23:09:14.750114,2022-06-27 13:18:09.289651,,https://github.com/mheffner/rust-sketches-ddsketch,https://github.com/mheffner/rust-sketches-ddsketch,166092
substrate-bip39,1343292,Converting BIP39 entropy to valid Substrate (sr25519) SecretKeys,2019-02-28 14:17:00.740869,2021-08-25 19:58:16.458869,https://docs.rs/substrate-bip39,,https://github.com/paritytech/substrate-bip39,117780
mongodb,1341860,The official MongoDB driver for Rust,2015-05-22 01:56:55.361576,2022-07-19 15:42:36.531106,,https://www.mongodb.com/docs/drivers/rust/,https://github.com/mongodb/mongo-rust-driver,2167
ci_info,1341312,Provides current CI environment information.,2017-10-10 19:06:33.411907,2022-09-11 06:34:59.485422,https://sagiegurari.github.io/ci_info/api/ci_info/index.html,http://github.com/sagiegurari/ci_info,https://github.com/sagiegurari/ci_info.git,35139
trie-root,1339619,In-memory patricia trie operations,2019-01-22 10:47:39.067935,2021-10-19 07:22:07.48782,,,https://github.com/paritytech/trie,109977
libdbus-sys,1339146,FFI bindings to libdbus.,2017-06-24 15:17:18.106261,2021-09-26 06:01:32.069371,http://docs.rs/libdbus-sys,,https://github.com/diwic/dbus-rs,20462
enum-primitive-derive,1338498,enum_primitive implementation using procedural macros to have a custom derive,2017-08-30 21:08:52.968474,2021-10-30 01:44:37.094213,,https://gitlab.com/cardoe/enum-primitive-derive,https://gitlab.com/cardoe/enum-primitive-derive.git,29939
indent_write,1337568,Simple Write adapters to add line indentation,2020-12-07 02:43:06.735838,2021-04-21 21:55:11.070742,,,https://github.com/Lucretiel/indent-write,320351
relay,1335548,A lightweight oneshot Future channel.,2016-12-31 01:52:17.746224,2018-01-31 02:13:07.039736,https://docs.rs/relay,,https://github.com/seanmonstar/relay,7865
