name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
salsa20,2726750,Salsa20 Stream Cipher,2016-10-06 21:07:38.107611,2022-02-17 22:14:23.067794,https://docs.rs/salsa20,,https://github.com/RustCrypto/stream-ciphers,6753
signal-hook-mio,2695137,MIO support for signal-hook,2020-11-22 16:26:24.100167,2022-03-27 12:06:51.633255,https://docs.rs/signal-hook-mio,,https://github.com/vorner/signal-hook,315043
nohash-hasher,2689070,An implementation of `std::hash::Hasher` which does not hash at all.,2018-09-18 09:25:56.736884,2020-02-17 11:38:13.111407,,,https://github.com/paritytech/nohash-hasher,85328
malloc_buf,2685225,Structs for handling malloc'd memory passed to Rust.,2015-01-17 21:47:53.728189,2017-02-20 05:43:29.4884,http://ssheldon.github.io/malloc_buf/malloc_buf/,,https://github.com/SSheldon/malloc_buf,808
oid-registry,2676938,Object Identifier (OID) database,2020-10-26 09:00:11.245782,2022-05-24 09:23:48.402092,,https://github.com/rusticata/oid-registry,https://github.com/rusticata/oid-registry.git,305541
der-oid-macro,2675344,Macro to encode DER oids at compile time,2020-02-18 15:50:42.444426,2021-09-06 11:44:50.301551,,https://github.com/rusticata/der-parser,https://github.com/rusticata/der-parser.git,210340
fs-err,2669099,A drop-in replacement for std::fs with more helpful error messages.,2020-02-02 22:11:52.276259,2022-08-17 22:12:59.473498,https://docs.rs/fs-err,,https://github.com/andrewhickman/fs-err,204330
sqlx-rt,2658473,"Runtime abstraction used by SQLx, the Rust SQL toolkit. Not intended to be used directly.",2020-07-27 07:01:18.805346,2022-09-14 22:45:43.330672,,,https://github.com/launchbadge/sqlx,269997
syntex_syntax,2652726,Backport of libsyntax,2015-01-20 17:44:36.243473,2017-06-16 05:24:30.443214,https://docs.rs/syntex_syntax,,https://github.com/serde-rs/syntex,835
qstring,2650530,Query string parser,2017-10-08 21:09:22.891914,2020-01-21 14:11:04.864344,https://docs.rs/qstring,,https://github.com/algesten/qstring,34916
wepoll-ffi,2646788,Bindings for the wepoll library,2021-05-26 05:52:00.611874,2021-05-27 04:22:33.876499,,https://github.com/aclysma/wepoll-ffi,https://github.com/aclysma/wepoll-ffi,402163
podio,2628773,Additional trait for Read and Write to read and write Plain Old Data ,2015-03-09 10:55:14.480316,2020-05-28 18:54:44.207161,http://mvdnes.github.io/rust-docs/podio/podio/index.html,,https://github.com/mvdnes/podio.git,1538
iana-time-zone,2626937,get the IANA time zone for the current system,2020-06-27 11:01:58.126511,2022-09-23 21:57:59.136807,,,https://github.com/strawlab/iana-time-zone,258651
mdbook,2607659,Creates a book from markdown files,2015-08-06 21:44:48.069739,2022-07-22 18:32:33.276294,http://rust-lang.github.io/mdBook/index.html,,https://github.com/rust-lang/mdBook,2769
toml_edit,2607021,Yet another format-preserving TOML parser.,2017-12-17 22:25:35.748546,2022-05-09 17:32:08.320061,https://docs.rs/toml_edit,,https://github.com/ordian/toml_edit,43459
log4rs,2599692,A highly configurable multi-output logging implementation for the `log` facade,2015-01-28 17:02:11.902393,2022-04-22 15:10:24.327596,,,https://github.com/estk/log4rs,1309
attohttpc,2586451,Small and lightweight HTTP client,2019-03-23 01:45:31.172639,2022-08-10 04:34:01.77329,https://docs.rs/attohttpc,https://github.com/sbstp/attohttpc,https://github.com/sbstp/attohttpc,123217
unicode-linebreak,2576682,Implementation of the Unicode Line Breaking Algorithm,2018-12-10 20:45:01.729575,2022-09-17 09:23:53.599518,,https://github.com/axelf4/unicode-linebreak,https://github.com/axelf4/unicode-linebreak,101192
cfg-expr,2567812,A parser and evaluator for Rust `cfg()` expressions.,2020-01-09 17:16:21.632089,2022-05-19 06:39:17.30656,https://docs.rs/cfg-expr,https://github.com/EmbarkStudios/cfg-expr,https://github.com/EmbarkStudios/cfg-expr,196946
lexical-util,2565939,Shared utilities for lexical creates.,2021-09-03 05:05:47.942062,2022-05-18 19:57:53.088579,,,https://github.com/Alexhuszagh/rust-lexical,446287
is-macro,2553701,Easily create methods for to use yout custom enum like Option / Result,2019-12-27 07:31:20.065978,2022-06-15 03:19:31.207135,http://docs.rs/is-macro,,https://github.com/kdy1/is-macro,192605
lexical-parse-integer,2550473,Efficient parsing of integers from strings.,2021-09-03 05:06:17.84369,2022-06-06 16:38:11.3081,,,https://github.com/Alexhuszagh/rust-lexical,446289
flatbuffers,2549449,Official FlatBuffers Rust runtime library.,2016-06-01 19:18:36.248215,2022-04-25 17:18:36.565266,,https://google.github.io/flatbuffers/,https://github.com/google/flatbuffers,5260
lexical-parse-float,2546483,Efficient parsing of floats from strings.,2021-09-03 05:06:46.664679,2022-05-18 19:58:41.464335,,,https://github.com/Alexhuszagh/rust-lexical,446293
auto_impl,2536528,Automatically implement traits for common smart pointers and closures,2017-08-01 09:25:41.512344,2022-06-03 00:22:22.56327,https://docs.rs/auto_impl/,,https://github.com/auto-impl-rs/auto_impl/,25962
lexical-write-float,2534409,Efficient formatting of floats to strings.,2021-09-03 05:06:32.199635,2022-05-18 19:58:54.871849,,,https://github.com/Alexhuszagh/rust-lexical,446291
jsonrpc-derive,2532958,"High level, typed wrapper for `jsonrpc-core`",2019-01-31 14:17:54.469502,2021-07-20 16:00:13.653247,https://docs.rs/jsonrpc-derive/,https://github.com/paritytech/jsonrpc,https://github.com/paritytech/jsonrpc,111803
lexical-write-integer,2531267,Efficient formatting of integers to strings.,2021-09-03 05:06:00.338107,2022-05-18 19:58:11.271057,,,https://github.com/Alexhuszagh/rust-lexical,446288
ethereum-types,2531005,Ethereum types,2017-12-29 16:25:52.17248,2022-09-20 13:06:22.216357,,https://github.com/paritytech/parity-common,,44831
glutin,2528203,Cross-platform OpenGL context provider.,2014-11-12 18:43:29.326539,2022-09-03 18:21:13.034277,https://docs.rs/glutin,,https://github.com/rust-windowing/glutin,70
tracing-appender,2526942,Provides utilities for file appenders and making non-blocking writers. ,2020-05-05 17:20:53.142881,2022-03-17 19:39:37.834644,,https://tokio.rs,https://github.com/tokio-rs/tracing,237794
url_serde,2516469,Serde support for URL types,2017-01-28 08:58:51.184359,2017-04-30 09:00:34.972323,https://docs.rs/url_serde/,,https://github.com/servo/rust-url,8257
ethbloom,2512483,Ethereum bloom filter,2017-08-03 09:00:46.903023,2022-09-20 13:05:55.974566,https://docs.rs/ethbloom,https://github.com/paritytech/parity-common,https://github.com/paritytech/parity-common,26219
libflate_lz77,2506841,LZ77 encoder for libflate crate,2020-02-25 12:25:19.147575,2021-04-17 16:13:08.244525,,https://github.com/sile/libflate,https://github.com/sile/libflate,212378
tokio-service,2505020,The core `Service` trait for Tokio. ,2017-01-11 16:57:36.551526,2017-01-11 16:57:36.551526,https://tokio-rs.github.io/tokio-service,https://github.com/tokio-rs/tokio-service,https://github.com/tokio-rs/tokio-service,8016
cocoa,2504795,Bindings to Cocoa for macOS,2015-02-12 11:46:36.178772,2020-09-15 16:20:08.370702,,https://github.com/servo/core-foundation-rs,https://github.com/servo/core-foundation-rs,1388
