name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
libparted-sys,61217,libparted bindings,2017-10-23 01:27:52.993631,2021-10-12 16:53:11.481564,https://docs.rs/libparted-sys,https://github.com/cholcombe973/libparted-sys,,36620
shrust,61204,A library for creating interactive command line shells in Rust,2016-06-19 12:36:37.826107,2019-08-25 13:16:09.604214,http://phsym.github.io/shrust,https://github.com/phsym/shrust,https://github.com/phsym/shrust,5425
fluvio-dataplane-protocol,61174,data plane protocol,2020-10-02 18:43:12.966361,2022-08-11 00:42:43.756951,,,https://github.com/infinyon/fluvio,295516
tracing-chrometrace,61161,A Layer for tracing-subscriber that outputs Chrome-style traces.,2021-10-25 10:40:25.617766,2022-08-18 08:19:06.834446,https://docs.rs/tracing-chrometrace,,https://github.com/ileixe/tracing-chrometrace,470905
actix-broker,61140,Message broker for the Actix actor framework,2018-09-14 19:09:03.946196,2022-05-24 22:28:28.94329,,,https://github.com/actix/actix,84748
jack-sys,61118,Low-level binding to the JACK audio API.,2015-08-11 09:46:29.138254,2022-04-10 18:15:52.230231,,,https://github.com/RustAudio/rust-jack/tree/main/jack-sys,2813
fluvio-socket,61050,Provide TCP socket wrapper for fluvio protocol,2020-09-23 23:39:40.088859,2022-07-26 21:02:49.359555,,,https://github.com/infinyon/fluvio-socket,292300
libparted,60997,Rust wrappers for libparted,2018-01-25 21:11:17.39696,2021-11-12 14:30:31.475178,,,https://github.com/pop-os/libparted,48304
flate2-crc,60992,SIMD acceleration for CRC-32 checksums used in the gzip format  **Deprecated in favor of the `crc...,2018-11-19 02:10:54.539339,2018-12-02 14:50:13.443357,https://docs.rs/flate2-crc,https://github.com/alexcrichton/flate2-rs,https://github.com/alexcrichton/flate2-rs/tree/flate2-crc,97529
alcoholic_jwt,60974,Library for validation of RS256 JWTs,2018-09-04 12:59:25.505501,2022-05-16 18:54:08.556184,,https://code.tvl.fyi/about/net/alcoholic_jwt,https://code.tvl.fyi/depot.git:/net/alcoholic_jwt.git,82913
stainless,60957,"Organized, flexible testing framework.",2014-11-11 06:11:00.796249,2017-10-07 13:17:08.480383,,,https://github.com/reem/stainless,18
shank_macro_impl,60902,Implements and tests shank derive macros,2022-03-02 17:51:28.964895,2022-09-20 18:58:22.723309,,,https://github.com/metaplex-foundation/shank,542437
rustfmt-wrapper,60900,Library wrapper around rustfmt for use by code generators,2021-10-09 00:45:35.707938,2022-06-21 17:55:46.262004,,,https://github.com/oxidecomputer/rustfmt-wrapper,462588
tract-tensorflow,60857,"Tiny, no-nonsense, self contained, TensorFlow and ONNX inference",2018-11-02 11:48:50.56156,2022-09-23 12:38:14.729542,,,https://github.com/snipsco/tract,94304
nettle-sys,60848,Low-level Rust bindings for the Nettle cryptographic library,2017-11-30 13:40:23.025096,2022-01-31 09:20:20.64154,https://docs.rs/nettle-sys/,,https://gitlab.com/sequoia-pgp/nettle-sys,41114
tree-sitter-javascript,60846,JavaScript grammar for the tree-sitter parsing library,2020-10-27 17:44:03.286972,2021-10-04 17:07:48.634906,,,https://github.com/tree-sitter/tree-sitter-javascript,306056
shank,60813,Exposes macros to annotate Rust programs to extract solita compatible IDL in order to generate pr...,2022-03-02 18:09:10.595529,2022-09-20 18:59:09.445261,,,https://github.com/metaplex-foundation/shank,542450
shank_macro,60807,Provides macros used to annotate Solana Rust programs in order to extract an IDL with the shank CLI,2022-03-02 17:58:02.336411,2022-09-20 18:58:46.736748,,,https://github.com/metaplex-foundation/shank,542441
libcruby-sys,60804,Ruby bindings,2017-04-17 21:46:08.352172,2018-06-04 20:19:44.592475,,,https://github.com/tildeio/helix,11028
timebomb,60793,A timeout mechnisem for unit tests,2015-04-26 00:10:21.315087,2015-12-13 23:54:33.024636,,https://github.com/csherratt/timebomb,,1956
serde_php,60789,Serde support for PHP's serialization format.,2019-10-29 21:17:40.291534,2020-10-07 00:10:38.123794,https://docs.rs/serde_php,,https://github.com/mbr/serde_php-rs,176747
ordered_iter,60785,Ordered iterators.,2015-03-16 04:58:03.640117,2020-05-21 13:18:10.36688,https://contain-rs.github.io/ordered_iter/ordered_iter,https://github.com/contain-rs/ordered_iter,https://github.com/contain-rs/ordered_iter,1588
gluon_repl,60780,"REPL for gluon. A static, type inferred programming language for application embedding",2017-05-17 19:33:18.618315,2021-10-03 22:12:37.861404,https://docs.rs/gluon,https://gluon-lang.org,https://github.com/gluon-lang/gluon,14968
libhandy,60775,Rust bindings for libhandy,2018-12-27 19:57:35.602853,2022-01-15 12:43:47.902308,https://world.pages.gitlab.gnome.org/Rust/libhandy-rs/stable/0.8/docs/libhandy/,,https://gitlab.gnome.org/World/Rust/libhandy-rs,104122
bloodhound,60739,Fuzzy file finder.,2015-07-09 05:09:00.870697,2018-03-06 01:40:26.909125,,https://github.com/jmacdonald/bloodhound,https://github.com/jmacdonald/bloodhound,2565
libhandy-sys,60712,The sys part of the rust bindings for libhandy,2018-12-27 19:41:29.452771,2022-01-15 12:39:53.477834,https://world.pages.gitlab.gnome.org/Rust/libhandy-rs/stable/0.8/docs/libhandy-sys/,,https://gitlab.gnome.org/World/Rust/libhandy-rs,104115
hashconsing,60675,A hash consing library.,2015-09-19 17:37:45.452018,2022-05-16 01:12:21.258309,https://docs.rs/hashconsing,https://github.com/AdrienChampion/hashconsing,https://github.com/AdrienChampion/hashconsing,3070
cargo-travis,60665,"Run coverage, upload docs, and more on travis.",2016-10-19 18:09:08.77571,2019-06-17 08:08:51.356458,,,https://github.com/roblabla/cargo-travis,6908
nom-regex,60663,regular expressions for nom parsers,2021-07-25 15:53:38.658761,2021-08-21 11:11:32.521544,,,,427102
pact_matching,60628,Pact-Rust support library that implements request and response matching logic,2016-06-01 06:58:55.592609,2022-08-18 05:01:16.926973,https://docs.rs/pact_matching/,http://www.pact.io,https://github.com/pact-foundation/pact-reference/blob/master/rust/pact_matching,5255
syn-test-suite,60587,Test suite of the syn crate,2020-05-16 01:59:17.008031,2020-05-16 05:11:32.844777,,,https://github.com/dtolnay/syn,242223
serde_str_helpers,60581,Helpers for using serde with strings,2020-10-03 19:09:00.623606,2020-11-28 14:32:18.926277,,https://github.com/LNP-BP,https://github.com/LNP-BP/rust-amplify,295847
stackdriver_logger,60524,A logger for Google's Stackdriver with a cli-friendly fallback for local development,2018-05-31 21:55:38.84586,2020-07-29 12:58:25.083054,,,https://github.com/kamek-pf/stackdriver-logger/,68001
fvm_ipld_amt,60513,Sharded IPLD Array implementation.,2022-03-02 16:21:38.714583,2022-06-14 00:32:55.218545,,,https://github.com/filecoin-project/ref-fvm,542389
tls-api-rustls,60426,TLS API implementation over rustls crate,2017-06-07 04:09:04.593711,2022-04-28 16:25:30.080533,,,https://github.com/stepancheg/rust-tls-api/,18054
