name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
async-graphql,1075306,A GraphQL server library implemented in Rust,2020-03-03 11:31:03.943275,2022-09-09 12:24:46.056266,https://docs.rs/async-graphql/,https://github.com/async-graphql/async-graphql,https://github.com/async-graphql/async-graphql,214864
aws-sig-auth,1075154,SigV4 signing middleware for the AWS SDK.,2021-10-21 16:43:56.750134,2022-09-21 00:44:30.833301,,,https://github.com/awslabs/smithy-rs,468571
slice-deque,1074748,A double-ended queue that Deref's into a slice.,2018-01-19 10:32:29.281722,2019-10-11 08:32:04.142615,https://docs.rs/crate/slice-deque/,https://github.com/gnzlbg/slice_deque,https://github.com/gnzlbg/slice_deque,47394
libfuzzer-sys,1074066,A wrapper around LLVM's libFuzzer runtime.,2019-09-10 21:47:52.433899,2022-09-01 20:24:35.489137,,,https://github.com/rust-fuzz/libfuzzer,163970
aws-http,1073854,HTTP specific AWS SDK behaviors.,2021-10-21 16:42:59.749187,2022-09-21 00:44:25.063067,,,https://github.com/awslabs/smithy-rs,468570
wasmtime-types,1072888,WebAssembly type definitions for Cranelift,2021-09-17 18:41:39.742332,2022-09-20 15:56:50.288571,https://docs.rs/wasmtime-types,,https://github.com/bytecodealliance/wasmtime,452915
aws-endpoint,1072578,AWS SDK endpoint support.,2021-10-20 23:54:42.376417,2022-09-21 00:43:48.25371,,,https://github.com/awslabs/smithy-rs,468193
serde_codegen_internals,1072292,AST representation used by Serde codegen. Unstable.,2016-07-01 03:09:06.797531,2019-01-12 05:37:44.480946,https://docs.serde.rs/serde_codegen_internals/,https://serde.rs,https://github.com/serde-rs/serde,5544
gtk,1069744,Rust bindings for the GTK+ 3 library,2015-05-12 20:42:47.452483,2022-04-26 10:46:37.86424,https://gtk-rs.org/gtk3-rs/stable/latest/docs/gtk/,https://gtk-rs.org/,https://github.com/gtk-rs/gtk3-rs,2094
servo-fontconfig-sys,1062125,Font configuration and customization library,2015-11-27 16:55:54.876263,2020-07-08 16:30:49.547405,,http://fontconfig.org,https://github.com/servo/libfontconfig/,3514
gdk,1062108,Rust bindings for the GDK 3 library,2015-01-10 15:17:06.947759,2022-02-20 18:11:20.225776,https://gtk-rs.org/gtk3-rs/stable/latest/docs/gdk/,https://gtk-rs.org/,https://github.com/gtk-rs/gtk3-rs,758
gdk-sys,1059501,FFI bindings to libgdk-3,2015-05-12 19:57:52.141913,2022-01-15 12:14:00.857563,,http://gtk-rs.org/,https://github.com/gtk-rs/gtk3-rs,2088
chashmap,1057944,"Fast, concurrent hash maps with extensive API.",2017-02-01 23:12:27.21717,2019-02-27 06:37:53.709051,https://docs.rs/chashmap,,https://gitlab.redox-os.org/redox-os/chashmap,8347
wasm-gc-api,1057861,A library to garbage collect webassembly modules,2018-02-06 16:56:04.292365,2018-08-28 17:12:06.349406,,https://github.com/alexcrichton/wasm-gc,https://github.com/alexcrichton/wasm-gc,49874
rodio,1057365,Audio playback library,2015-09-11 12:08:05.255656,2022-09-14 12:44:50.799033,http://docs.rs/rodio,,https://github.com/RustAudio/rodio,3031
graphql_query_derive,1056722,Utility crate for graphql_client,2018-06-18 20:08:55.138248,2022-06-21 06:33:29.791012,,,https://github.com/graphql-rust/graphql-client,70719
atk-sys,1055951,FFI bindings to libatk-1,2015-09-09 19:27:29.05763,2022-01-15 12:13:40.564038,,http://gtk-rs.org/,https://github.com/gtk-rs/gtk3-rs,3014
wasmtime-profiling,1055898,Runtime library support for Wasmtime,2020-02-26 22:59:55.663439,2021-08-02 20:17:53.722854,,,https://github.com/bytecodealliance/wasmtime,212831
graphql_client_codegen,1055437,Utility crate for graphql_client,2018-09-09 05:45:18.803918,2022-06-21 06:32:32.46595,,,https://github.com/graphql-rust/graphql-client,83685
graphql_client,1054885,Typed GraphQL requests and responses,2018-06-18 20:11:48.310828,2022-06-21 06:34:38.09301,,https://github.com/graphql-rust/graphql-client,https://github.com/graphql-rust/graphql-client,70720
trackable_derive,1053514,Custom derive for `trackable` crate,2018-09-20 15:16:58.285344,2020-05-05 05:17:21.868275,,https://github.com/sile/trackable_derive,https://github.com/sile/trackable_derive,85652
