name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
tls_codec_derive,50611,Derive macros for the tls_codec trait,2021-06-11 11:34:02.660585,2022-02-07 09:13:38.957887,https://docs.rs/tls_codec_derive/,,https://github.com/RustCrypto/formats/tree/master/tls_codec/derive,408963
bstringify,50581,stringify! that yields byte string literals instead,2020-07-25 22:49:13.886555,2020-07-25 23:19:18.397205,https://docs.rs/bstringify,https://crates.io/crates/bstringify,https://github.com/danielhenrymantilla/rust-bstringify,269588
hrtf,50577,HRTF (Head-Related Transfer Function) audio signal processor,2020-10-12 12:46:28.228613,2022-01-22 13:49:52.588832,https://docs.rs/hrtf,,https://github.com/mrDIMAS/hrtf,298700
erasable,50547,Type-erased thin pointers.,2020-01-31 22:25:07.041154,2020-05-13 00:32:45.33887,,,https://github.com/CAD97/pointer-utils/tree/master/crates/erasable,203770
infer_schema_macros,50545,This crate is internal to diesel_infer_schema and should not be used directly,2017-11-28 23:59:32.756118,2019-01-24 18:44:09.125982,,,,40920
dxgi,50542,"Provides a convenient, higher level wrapping of the DXGI APIs. Targetting dxgi 1.2 stuff that wor...",2018-03-22 18:31:18.007014,2019-02-24 22:09:53.370152,https://docs.rs/dxgi,,https://github.com/Connicpu/dxgi-rs,56946
string_template,50510,Very simple string template for Rust. ,2018-11-01 10:13:39.44279,2018-11-29 23:51:52.695447,,https://github.com/michaelr524/string_template,https://github.com/michaelr524/string_template,94004
question,50484,"Ask a question, what more could you want?",2017-11-02 14:23:05.9397,2018-05-08 19:58:25.783126,https://docs.rs/question/0.1.0/question/,https://gitlab.com/starshell/question,https://gitlab.com/starshell/question,37794
collada,50463,"A library for parsing COLLADA documents for mesh, skeletal and animation data",2015-05-28 16:01:38.920731,2021-09-04 21:23:58.763215,,https://github.com/PistonDevelopers/piston_collada,https://github.com/PistonDevelopers/piston_collada,2239
scylla,50423,"Async CQL driver for Rust, optimized for Scylla, fully compatible with Apache Cassandra™",2021-04-07 14:35:33.712686,2022-08-25 14:07:57.609545,,,https://github.com/scylladb/scylla-rust-driver,380375
tcod-sys,50404,Raw FFI bindings & build script to link against libtcod.,2015-01-04 23:28:22.348851,2019-06-09 17:04:08.349904,,https://github.com/tomassedovic/tcod-rs,https://github.com/tomassedovic/tcod-rs/tree/master/tcod-sys,710
elements,50381,"Library with support for de/serialization, parsing and executing on data structures and network m...",2018-08-24 18:36:54.215814,2022-06-17 14:00:12.74582,https://docs.rs/elements/,https://github.com/ElementsProject/rust-elements/,https://github.com/ElementsProject/rust-elements/,81144
interpolate_idents,50366,Useable macro identifier concatenation plugin,2015-03-22 14:51:44.561557,2018-11-08 08:22:56.132245,,,https://github.com/SkylerLipthay/interpolate_idents,1634
reqwasm,50362,HTTP requests library for WASM Apps,2021-02-03 15:20:48.673267,2022-03-11 10:52:54.458286,,,https://github.com/hamza1311/reqwasm,350120
rustsym,50358,Tool to query symbols from rust code for use in IDEs,2016-07-23 18:19:41.523885,2017-08-09 18:14:16.212583,,,https://github.com/trixnz/rustsym,5764
resiter,50351,Helper crate for handling iterators over result,2018-02-22 10:35:02.877495,2019-10-25 15:39:17.479002,https://docs.rs/resiter,,https://github.com/matthiasbeyer/resiter,52375
kvdb-shared-tests,50350,"Shared tests for kvdb functionality, to be executed against actual implementations",2020-01-04 08:57:25.537376,2022-09-20 13:08:01.52322,,,,195068
tower-request-modifier,50332,Tower service middleware to modify the request. ,2019-07-09 19:19:19.774815,2019-07-09 19:19:19.774815,https://docs.rs/tower-request-modifier/0.1.0/tower_request_modifier,https://github.com/tower-rs/tower-http,https://github.com/tower-rs/tower-http,147911
reductive,50289,Optimized vector quantization for dense vectors,2019-02-04 09:27:00.286701,2021-12-03 11:08:04.428322,https://docs.rs/reductive/,https://github.com/finalfusion/reductive,https://github.com/finalfusion/reductive,112610
twapi-reqwest,50236,Twitter OAuth library used by reqwest.,2020-02-01 06:01:22.541094,2022-08-16 00:41:47.61146,https://docs.rs/twapi-reqwest,,https://github.com/aoyagikouhei/twapi-reqwest-rs,203851
pin-weak,50216,Small wrapper around an equivalent of Pin<Weak<T>>,2020-08-03 07:13:33.14351,2021-11-29 12:49:24.744318,https://docs.rs/pin-weak,,https://github.com/sixtyfpsui/pin-weak,272423
worker,50186,A Rust SDK for writing Cloudflare Workers.,2016-03-24 12:38:34.403568,2022-08-31 20:26:21.796681,,,https://github.com/cloudflare/workers-rs,4546
testaso,50184,"Test alignment, size and offset for structs.",2022-03-25 14:55:03.88006,2022-03-25 14:55:03.88006,,https://github.com/enarx/testaso,https://github.com/enarx/testaso,556254
actix-test-server,50130,Actix test server,2019-03-02 22:56:44.715354,2019-05-12 15:12:21.932859,https://docs.rs/actix-test-server/,https://actix.rs,https://github.com/actix/actix-net.git,118235
librespot-tremor,50115,Rust bindings to tremor,2019-11-06 14:37:38.704249,2021-01-30 03:14:38.853426,,,,178654
testing_macros,50106,General purpose testing macros,2020-11-20 06:12:57.770855,2022-07-18 02:54:04.979519,https://rustdoc.swc.rs/testing_macros/,,https://github.com/swc-project/swc.git,314257
serde_xml,50091,xml support for rust-serde,2015-10-02 11:56:52.658139,2016-09-19 13:36:41.684657,,,https://github.com/serde-rs/xml,3144
git-path,50062,A WIP crate of the gitoxide project dealing paths and their conversions,2022-04-28 07:40:50.791378,2022-09-20 09:45:03.383012,,,https://github.com/Byron/gitoxide,576662
dominator,50021,Zero-cost ultra-high-performance declarative DOM library using FRP signals,2018-03-18 16:21:42.596178,2022-09-10 02:16:03.239099,,https://github.com/Pauan/rust-dominator,https://github.com/Pauan/rust-dominator,56286
cddl,50004,Parser for the Concise data definition language (CDDL),2019-06-09 18:29:59.083993,2022-03-23 20:18:47.91842,,https://cddl.anweiss.tech,https://github.com/anweiss/cddl,140031
nu-source,49996,A source string characterizer for Nushell,2019-11-27 04:15:38.529723,2022-02-08 10:12:36.61745,,,,184711
fluvio-stream-model,49980,Fluvio Event Stream Model,2020-10-02 18:35:21.169561,2022-08-11 00:44:44.821087,,,https://github.com/infinyon/fluvio,295506
audio_thread_priority,49947,"Bump a thread to real-time priority, for audio work, on Linux, Windows and macOS",2018-01-24 17:32:03.326515,2022-03-22 11:01:40.927788,,,https://github.com/padenot/audio_thread_priority,48166
fvm_ipld_car,49940,IPLD CAR handling library,2022-03-02 16:20:30.451845,2022-08-05 00:20:58.082422,,,https://github.com/filecoin-project/ref-fvm,542387
