name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
link-cplusplus,1690648,Link libstdc++ or libc++ automatically or manually,2020-01-24 23:19:30.309958,2022-08-22 10:53:21.999123,https://docs.rs/link-cplusplus,,https://github.com/dtolnay/link-cplusplus,201683
zbus_macros,1690007,proc-macros for zbus,2020-07-19 17:08:39.078631,2022-09-07 19:48:26.434761,,,https://gitlab.freedesktop.org/dbus/zbus/,266923
kstring,1684729,Key String: optimized for map keys,2020-03-16 20:53:39.275724,2022-03-29 19:15:18.273899,https://docs.rs/kstring,,https://github.com/cobalt-org/kstring,219582
dns-parser,1684522,"    Pure-rust DNS protocol parser library. This does not support network, only     raw protocol p...",2016-01-13 13:47:22.430114,2018-08-06 19:52:36.879101,https://docs.rs/dns-parser,https://github.com/tailhook/dns-parser,,3889
tarpc-plugins,1682964,Proc macros for tarpc.,2017-03-31 19:47:15.028707,2021-09-22 22:36:40.631509,https://docs.rs/tarpc-plugins,https://github.com/google/tarpc,https://github.com/google/tarpc,9263
dbus,1679854,"Bindings to D-Bus, which is a bus commonly used on Linux for inter-process communication.",2015-02-14 23:02:59.878555,2022-07-10 15:06:17.455557,http://docs.rs/dbus,,https://github.com/diwic/dbus-rs,1404
metrics-core,1679364,Foundational traits for interoperable metrics libraries.,2019-03-22 02:05:19.134941,2019-11-21 06:09:18.81787,https://docs.rs/metrics-core,https://github.com/metrics-rs/metrics,https://github.com/metrics-rs/metrics,123037
stream-cancel,1679254,A library for interrupting asynchronous streams.,2018-06-21 21:06:44.852063,2021-06-20 16:53:02.679773,,https://github.com/jonhoo/stream-cancel,https://github.com/jonhoo/stream-cancel.git,71164
mockito,1676523,HTTP mocking for Rust.,2016-01-10 22:20:34.448741,2022-02-26 18:23:46.555813,https://docs.rs/mockito,https://github.com/lipanski/mockito,https://github.com/lipanski/mockito,3865
napi-build,1675096,N-API build support,2020-03-16 06:34:29.73571,2022-06-10 07:38:46.693192,,,https://github.com/napi-rs/napi-rs,219302
libp2p-identify,1673986,Nodes identifcation protocol for libp2p,2019-01-02 13:53:41.179392,2022-09-07 08:03:22.583707,,,https://github.com/libp2p/rust-libp2p,105028
cached_proc_macro,1669025,Generic cache implementations and simplified function memoization,2020-05-31 03:38:44.073628,2022-08-02 02:11:52.624361,https://docs.rs/cached,,https://github.com/jaemk/cached,247871
tower-load,1658040,Strategies for measuring the load of a service ,2019-09-11 20:20:40.511157,2019-12-19 23:07:01.839694,https://docs.rs/tower-load/0.3.0-alpha.2,https://github.com/tower-rs/tower,https://github.com/tower-rs/tower,164255
enum-map,1656907,A map with C-like enum keys represented internally as an array,2017-05-16 20:57:36.563826,2022-07-28 14:29:46.58261,https://docs.rs/enum-map,,https://github.com/xfix/enum-map,14863
android_log-sys,1656285,FFI bindings to Android log Library. ,2016-02-23 21:09:33.74537,2020-07-21 08:17:12.853039,https://docs.rs/android_log-sys,,https://github.com/nercury/android_log-sys-rs,4257
bytecheck,1656202,Derive macro for bytecheck,2020-11-14 19:42:05.230649,2022-07-24 20:02:39.943119,https://docs.rs/bytecheck,,https://github.com/djkoloski/bytecheck,312419
bytecheck_derive,1653043,Derive macro for bytecheck,2020-11-14 19:41:36.230925,2022-07-24 20:02:16.81519,https://docs.rs/bytecheck_derive,,https://github.com/djkoloski/bytecheck,312418
jsonrpc-http-server,1649402,Rust http server using JSONRPC 2.0.,2016-01-19 16:30:18.192211,2021-07-20 15:55:20.422296,https://docs.rs/jsonrpc-http-server/,https://github.com/paritytech/jsonrpc,https://github.com/paritytech/jsonrpc,3930
hex-literal-impl,1641769,Internal implementation of the hex-literal crate,2018-01-29 07:31:17.155724,2022-02-16 17:33:35.376989,,,https://github.com/RustCrypto/utils,48750
graphql-parser,1640525,"    A parser, AST and serializer for graphql query language and scheme     definition language (s...",2018-02-05 00:29:42.93999,2021-11-25 16:47:33.243014,https://docs.rs/graphql-parser,https://github.com/graphql-rust/graphql-parser,,49650
sec1,1640248,Pure Rust implementation of SEC1: Elliptic Curve Cryptography encoding formats including ASN.1 DE...,2020-08-26 16:48:41.171083,2022-05-08 23:06:00.041346,,,https://github.com/RustCrypto/formats/tree/master/sec1,281028
enum-map-derive,1637973,Macros 1.1 implementation of #[derive(Enum)],2017-05-16 20:56:33.751851,2022-07-28 14:28:36.549167,,,https://github.com/xfix/enum-map,14862
libp2p-mplex,1632989,Mplex multiplexing protocol for libp2p,2019-01-02 13:49:24.985918,2022-09-07 07:50:33.661541,,,https://github.com/libp2p/rust-libp2p,105023
fsio,1632974,File System and Path utility functions.,2020-02-17 21:33:38.218241,2022-08-06 16:00:30.530879,https://sagiegurari.github.io/fsio/api/fsio/index.html,http://github.com/sagiegurari/fsio,https://github.com/sagiegurari/fsio.git,210161
ar,1625446,A library for encoding/decoding Unix archive files.,2017-02-20 02:38:17.671318,2021-08-16 23:41:03.233514,,,https://github.com/mdsteele/rust-ar,8598
dlmalloc,1621572,A Rust port of the dlmalloc allocator ,2018-11-18 14:57:26.880755,2022-08-17 17:47:31.19338,https://docs.rs/dlmalloc,https://github.com/alexcrichton/dlmalloc-rs,https://github.com/alexcrichton/dlmalloc-rs,97450
commoncrypto-sys,1620618,FFI bindings to Mac OS X's CommonCrypto library,2016-12-12 16:44:52.398299,2017-01-24 07:40:11.452135,https://docs.rs/commoncrypto-sys,,https://github.com/malept/rust-commoncrypto,7552
commoncrypto,1618169,Idiomatic Rust wrappers for Mac OS X's CommonCrypto library,2016-12-12 16:45:48.37561,2017-01-24 07:40:25.833219,https://docs.rs/commoncrypto,,https://github.com/malept/rust-commoncrypto,7553
version-sync,1617527,Crate for ensuring that version numbers in README files and other files are kept in sync with the...,2017-09-18 14:22:34.171965,2021-12-14 22:42:13.315696,https://docs.rs/version-sync/,,https://github.com/mgeisler/version-sync,32160
smol,1617381,A small and fast async runtime,2020-02-03 23:04:15.301137,2020-11-28 20:46:18.230187,https://docs.rs/smol,https://github.com/stjepang/smol,https://github.com/stjepang/smol,204603
