name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
solana-storage-bigtable,58426,Solana Storage BigTable,2020-08-08 02:06:53.429057,2022-09-20 22:02:13.166622,https://docs.rs/solana-storage-bigtable,https://solana.com/,https://github.com/solana-labs/solana,274189
project_init,58386,Quickly initialize projects from a template.,2017-05-01 06:47:43.590041,2019-11-01 02:49:15.578299,https://github.com/vmchale/project-init#README,https://github.com/vmchale/project-init,https://github.com/vmchale/project-init,12619
blas-sys,58347,The package provides bindings to BLAS (Fortran).,2015-05-16 18:55:15.793163,2017-11-18 05:29:09.131335,https://docs.rs/blas-sys,https://github.com/blas-lapack-rs/blas-sys,https://github.com/blas-lapack-rs/blas-sys,2123
cbor4ii,58336,CBOR: Concise Binary Object Representation,2021-12-09 17:18:49.329856,2022-04-26 14:58:44.441089,,,https://github.com/quininer/cbor4ii,495265
sovrin-client,58332,Sovrin client with c-callable interface,2017-03-22 12:17:54.760959,2017-07-10 12:27:45.99372,,,,9089
jetscii,58301,A tiny library to efficiently search strings and byte slices for sets of ASCII characters or bytes.,2015-05-08 00:55:28.861601,2022-07-07 01:47:46.975416,https://docs.rs/jetscii/,,https://github.com/shepmaster/jetscii,2050
cdrs,58275,Cassandra DB driver written in Rust,2016-12-07 08:33:40.503562,2021-01-29 20:57:11.140444,https://docs.rs/cdrs,https://github.com/AlexPikalov/cdrs,https://github.com/AlexPikalov/cdrs,7500
vorbis,58244,High-level bindings for the official libvorbis library.,2014-12-16 18:00:00.301491,2016-10-16 08:20:01.80333,,,https://github.com/tomaka/vorbis-rs,571
sp-tasks,58158,"Runtime asynchronous, pure computational tasks",2021-02-10 20:52:41.601743,2021-02-10 20:52:41.601743,https://docs.rs/sp-tasks,https://substrate.dev,https://github.com/paritytech/substrate/,353414
from-pest,58123,Convert from a pest grammar to a typed AST,2018-10-31 07:16:15.618316,2018-10-31 08:08:32.138748,,,https://github.com/pest-parser/pest_deconstruct,93758
prettyprint,58107,Print beautifully formatted files and strings to your terminal,2018-11-29 22:27:41.653322,2020-04-20 09:12:40.974055,https://github.com/mre/prettyprint/blob/master/README.md,https://github.com/mre/prettyprint,https://github.com/mre/prettyprint,99283
rust-lzma,58086,Simple interface for LZMA compression and decompression.,2016-02-08 10:16:29.191412,2019-11-10 20:42:53.748919,https://docs.rs/rust-lzma/,,https://github.com/fpgaminer/rust-lzma,4124
pest-ast,58057,Derive to convert from pest parse tree to typed syntax tree,2018-10-31 07:13:11.204204,2018-10-31 22:09:38.941596,,,https://github.com/pest-parser/pest_deconstruct,93756
nu-parser,58047,Nushell's parser,2019-12-17 17:38:36.230401,2022-09-09 00:41:35.356308,,,https://github.com/nushell/nushell/tree/main/crates/nu-parser,190057
halo2,58008,[BETA] Fast zero-knowledge proof-carrying data implementation with no trusted setup,2020-05-11 21:00:31.953543,2022-02-15 01:59:10.93437,https://docs.rs/halo2,,https://github.com/zcash/halo2,240314
rust-gmp-kzen,57984,Rust bindings for GMP,2020-06-07 10:30:26.094873,2021-03-26 13:34:16.224717,https://docs.rs/rust-gmp-kzen,,https://github.com/ZenGo-X/rust-gmp,250940
polars-utils,57925,private utils for the polars dataframe library,2022-01-19 13:59:23.784016,2022-09-23 11:07:23.899686,,,,516748
finally-block,57916,Final block is a block that is executed when it dropped. It helps a user to write the deferred st...,2019-04-05 09:27:27.531066,2019-06-12 01:26:49.037384,,,http://github.com/CodeChain-io/rust-finally-block,125940
galvanic-assert,57908,A comprehensive set of matcher-based assertions and expectations for easier testing.  Supports ch...,2017-02-24 11:01:56.28178,2018-01-21 18:45:55.480473,https://docs.rs/galvanic-assert,https://github.com/mindsbackyard/galvanic-assert,https://github.com/mindsbackyard/galvanic-assert,8658
solana-core,57881,"Blockchain, Rebuilt for Scale",2019-08-26 07:31:48.153481,2022-09-20 22:43:00.16378,https://docs.rs/solana-core,https://solana.com/,https://github.com/solana-labs/solana,159704
swc_css_visit,57840,Visitor for css,2021-08-20 07:50:38.078236,2022-09-24 03:37:13.67301,https://rustdoc.swc.rs/swc_css_visit/,,https://github.com/swc-project/swc.git,439901
sgx_types,57830,Rust SGX SDK provides the ability to write Intel SGX applications in Rust Programming Language.,2018-03-21 22:11:47.182996,2020-07-05 23:20:51.469335,https://dingelish.github.io/,,https://github.com/apache/teaclave-sgx-sdk,56804
etcommon-block,57824,Block and transaction types for Ethereum.,2017-07-05 11:08:43.216403,2019-10-25 01:29:32.162879,,,https://github.com/ethereumproject/etcommon-rs,21998
cdg,57771,CD+G parser,2016-09-14 11:23:42.693948,2016-09-14 11:23:42.693948,,,https://github.com/thequux/qaraoke,6483
bevy_dylib,57740,Force the Bevy Engine to be dynamically linked for faster linking,2020-12-19 19:04:09.794885,2022-08-23 19:44:37.265384,,https://bevyengine.org,https://github.com/bevyengine/bevy,324655
du-dust,57738,A more intuitive version of du,2018-04-18 12:41:42.026542,2022-09-01 17:28:21.225697,https://github.com/bootandy/dust,https://github.com/bootandy/dust,https://github.com/bootandy/dust,61219
webview2-sys,57712,Low Level Bindings for WebView2 SDK,2020-04-22 08:56:26.09454,2021-09-10 05:44:28.569571,,,https://github.com/sopium/webview2,232839
html2md,57699,Library and binary to convert simple html documents into markdown,2018-04-02 06:58:31.696958,2021-07-16 18:25:09.560237,,,https://gitlab.com/Kanedias/html2md,58575
nng,57591,A safe wrapper for NNG (Nanomsg v2),2018-06-16 13:37:13.303459,2021-12-08 05:38:50.03643,,,https://gitlab.com/neachdainn/nng-rs,70347
hetseq,57567,Defines traits and types to work with heterogenous sequences,2017-08-19 15:42:29.052756,2018-02-22 14:07:57.386862,,,https://github.com/omni-viral/hetseq,28118
ark-ed-on-cp6-782,57564,A Twisted Edwards curve defined over the scalar field of the CP6-782 curve,2021-03-25 00:38:10.832396,2021-06-06 21:14:23.225736,https://docs.rs/ark-ed-on-cp6-782/,https://arkworks.rs,https://github.com/arkworks-rs/algebra,373153
handlebox,57557,A map-like collection that reuses unused keys,2017-12-16 19:03:25.989313,2017-12-16 19:17:57.808535,https://docs.rs/handlebox/,,https://github.com/pcsm/handlebox,43318
lair_keystore_api,57552,secret lair private keystore API library,2020-09-01 19:25:23.910677,2022-09-13 17:27:01.541063,https://docs.rs/lair_keystore_api,,https://github.com/holochain/lair,283552
modbus,57547,Pure Rust modbus implementation,2015-11-15 14:02:28.724213,2021-10-18 15:17:47.58292,https://hirschenberger.github.io/modbus-rs,https://github.com/hirschenberger/modbus-rs.git,https://github.com/hirschenberger/modbus-rs.git,3428
ckb-crypto,57546,The ckb crypto util,2020-09-29 06:24:08.501141,2022-09-07 07:14:48.724246,,https://github.com/nervosnetwork/ckb,https://github.com/nervosnetwork/ckb,293993
druid,57542,Data-oriented Rust UI design toolkit.,2018-11-02 20:31:52.76455,2021-01-02 02:22:50.432306,,,https://github.com/linebender/druid,94387
hashicorp_vault,57540,HashiCorp Vault API client for Rust,2016-02-15 21:24:26.148407,2021-04-05 12:44:41.429829,,,https://github.com/chrismacnaughton/vault-rs,4187
libappindicator-sys,57472,Rust sys bindings for libappindicator,2017-02-27 05:58:50.92102,2022-06-29 01:43:07.318981,,,,8708
ark-ed-on-bw6-761,57449,A Twisted Edwards curve defined over the scalar field of the BW6-761 curve,2021-03-25 00:38:48.830611,2021-06-06 21:16:43.839584,https://docs.rs/ark-ed-on-bw6-761/,https://arkworks.rs,https://github.com/arkworks-rs/algebra,373154
polars-time,57443,Time related code for the polars dataframe library,2022-01-19 14:00:07.436851,2022-09-23 11:09:51.639736,,,,516749
slog-mozlog-json,57408,MozLog JSON drain for slog-rs,2018-05-23 23:29:45.102628,2018-05-23 23:29:45.102628,,https://github.com/mozilla-services/slog-mozlog-json/,https://github.com/mozilla-services/slog-mozlog-json/,66845
glium_sdl2,57405,An SDL2 backend for Glium - a high-level OpenGL wrapper for the Rust language.,2015-05-26 15:00:18.008585,2017-10-20 01:30:48.180266,http://nukep.github.io/glium-sdl2/,,https://github.com/nukep/glium-sdl2/,2220
simd-json-derive,57394,derives for simd-json,2020-06-17 07:33:39.622572,2022-07-08 12:19:46.972863,https://docs.rs/simd-json-derive,https://docs.rs/simd-json-derive,https://github.com/simd-lite/simd-json-derive/,254847
pqcrypto-internals,57379,bindings to common cryptography,2019-05-07 13:53:28.848047,2022-04-14 13:31:34.432865,,,,132588
sql-builder,57298,Simple SQL code generator.,2020-02-10 10:34:30.703105,2020-10-22 09:27:06.133061,,,https://github.com/perdumonocle/sql-builder.git,206971
ethers-etherscan,57285,Rust API bindings for the etherscan.io web API ,2021-10-15 15:43:33.109666,2022-07-28 18:02:38.364937,https://docs.rs/ethers,https://docs.rs/ethers,https://github.com/gakonst/ethers-rs,465552
nng-sys,57281,Bindings to NNG (Nanomsg-Next-Generation) aka Nanomsg2,2018-06-16 13:36:48.435598,2021-04-26 17:46:20.216724,,,https://github.com/jeikabu/nng-rust,70346
sdio-host,57278,SD host protocol library,2020-07-04 16:18:37.420008,2022-07-27 19:47:55.284873,,,https://github.com/jkristell/sdio-host,261348
ffmpeg-next,57275,Safe FFmpeg wrapper (FFmpeg 4 compatible fork of the ffmpeg crate),2018-09-20 00:00:55.214691,2022-08-08 16:48:24.412009,https://docs.rs/ffmpeg-next,https://github.com/zmwangx/rust-ffmpeg#readme,https://github.com/zmwangx/rust-ffmpeg,85563
block_on_proc,57229,Generate a blocking method for each async method in an impl block. Supports either `tokio` or `as...,2020-11-15 19:06:05.30209,2021-01-11 11:06:00.140471,,,https://github.com/durch/block_on.git,312653
simulacrum_shared,57215,Types used when both creating and using mock objects with Simulacrum.,2018-03-28 01:51:41.977071,2018-03-28 01:51:41.977071,https://docs.rs/simulacrum_shared,,https://github.com/pcsm/simulacrum/tree/master/simulacrum_shared,57835
xfailure,57195,Additional helper macros for failure,2017-12-31 23:00:47.337325,2017-12-31 23:00:47.337325,,https://github.com/jedisct1/rust-xfailure,https://github.com/jedisct1/rust-xfailure,45071
swc_css_utils,57172,Port of stylis,2021-08-23 14:05:51.351775,2022-09-24 03:37:20.242246,https://rustdoc.swc.rs/swc_css_utils/,,https://github.com/swc-project/swc.git,441190
iso_currency,57130,ISO 4217 currency codes,2019-10-13 14:50:08.511417,2022-06-07 10:11:13.799869,https://docs.rs/iso_currency/,https://github.com/zbrox/iso_currency,https://github.com/zbrox/iso_currency,172137
ebur128,57113,Implementation of the EBU R128 loudness standard,2020-01-05 19:37:28.394018,2021-07-13 08:48:54.307083,,https://github.com/sdroege/ebur128,https://github.com/sdroege/ebur128,195485
signatory-dalek,57105,signatory-dalek is deprecated! Use ed25519-dalek directly instead. ed25519-dalek natively support...,2018-08-20 04:19:04.016092,2020-09-28 22:07:32.755317,,https://github.com/dalek-cryptography/ed25519-dalek/,,80368
opencl3,57098,A Rust implementation of the Khronos OpenCL 3.0 API and extensions.,2020-12-31 18:15:15.448024,2022-09-20 18:39:06.388453,https://docs.rs/opencl3/,https://github.com/kenba/opencl3,https://github.com/kenba/opencl3,329817
slog-gelf,57051,GELF drain for slog,2019-06-18 12:39:39.929233,2019-07-25 18:47:15.101308,,https://github.com/lancastr/slog-gelf,https://github.com/lancastr/slog-gelf,141934
fltk-derive,56988,Rust bindings for the FLTK GUI library,2020-03-21 00:50:25.559431,2021-10-02 19:18:25.359456,,,https://github.com/fltk-rs/fltk-rs,220834
checkers,56943,A sanity checker for global allocations. ,2020-01-18 05:19:30.10461,2022-04-25 00:36:20.895979,https://docs.rs/checkers,https://github.com/udoprog/checkers,https://github.com/udoprog/checkers,199644
log4rs-rolling-file,56913,A rolling file appender for log4rs,2016-05-23 18:45:42.207612,2016-07-20 20:23:14.452348,https://sfackler.github.io/log4rs-rolling-file/doc/v0.2.0/log4rs_rolling_file,,https://github.com/sfackler/log4rs-rolling-file,5162
deno_console,56883,Implementation of Console API for Deno,2021-03-12 21:01:57.003854,2022-09-22 18:13:34.595997,,,https://github.com/denoland/deno,367924
csaps,56847,Cubic spline approximation (smoothing),2020-03-20 00:01:47.826829,2020-03-22 22:12:07.622916,https://docs.rs/csaps,https://github.com/espdev/csaps-rs,https://github.com/espdev/csaps-rs,220588
partitions,56838,A disjoint-sets/union-find implementation that allows for efficient iteration over elements of a ...,2018-10-22 12:33:14.056919,2018-10-31 13:17:51.802143,https://docs.rs/partitions,,https://github.com/DDOtten/partitions.git,91970
velcro,56824,"Convenience macros for initializing vectors, hash maps and other Rust collections. ",2020-11-25 12:31:48.425779,2021-01-15 20:55:42.871641,https://docs.rs/velcro/latest/velcro,https://github.com/peterjoel/velcro,https://github.com/peterjoel/velcro,316275
druid-shell,56803,Platform abstracting application shell used for druid toolkit.,2019-11-02 04:56:05.017283,2021-01-02 02:16:13.083566,,,https://github.com/linebender/druid,177481
lua52-sys,56788,Bindings for Lua 5.2,2015-01-03 19:19:53.795548,2018-10-20 13:16:11.106259,,,https://github.com/tomaka/rust-hl-lua,691
deno,56786,Provides the deno executable,2018-09-12 19:43:32.347202,2022-09-22 18:20:30.536395,,,https://github.com/denoland/deno,84432
ssdp,56775,An asynchronous abstraction for discovering devices and services on a network.,2015-05-19 20:49:43.992255,2018-10-05 05:52:52.854183,http://ggist.github.io/ssdp-rs/index.html,https://github.com/GGist/ssdp-rs,https://github.com/GGist/ssdp-rs,2152
fluvio-controlplane-metadata,56773,Fluvio metadata,2020-10-02 18:48:31.058434,2022-08-11 01:05:21.577777,,,https://github.com/infinyon/fluvio,295521
bincode2,56766,A binary serialization / deserialization strategy that uses Serde for transforming structs into b...,2020-01-20 18:50:16.725667,2020-01-20 19:06:58.69698,https://docs.rs/bincode2,,https://github.com/pravega/bincode2,200531
deno_websocket,56764,Implementation of WebSocket API for Deno,2021-01-06 16:08:36.63542,2022-09-22 18:10:30.598881,,,https://github.com/denoland/deno,333196
mould,56729,Rust web-framework for websocket based web-apps.,2015-10-05 20:55:29.739493,2017-04-28 09:05:41.581508,,,https://github.com/DenisKolodin/mould,3161
seahorse,56657,A minimal CLI framework written in Rust,2019-12-09 11:23:55.849566,2022-04-16 20:04:27.596659,https://docs.rs/seahorse/,,https://github.com/ksk001100/seahorse,187915
simulacrum_user,56656,Functionality that is helpful when using mock objects created with Simulacrum.,2018-03-28 01:53:02.89686,2018-03-28 01:53:02.89686,https://docs.rs/simulacrum_user,,https://github.com/pcsm/simulacrum/tree/master/simulacrum_user,57836
simulacrum_mock,56642,Core functionality for creating mock objects with Simulacrum.,2018-03-28 01:54:15.033813,2018-03-28 01:54:15.033813,https://docs.rs/simulacrum_mock,,https://github.com/pcsm/simulacrum/tree/master/simulacrum_mock,57837
avahi-sys,56561,"Bindings to Avahi, a library for zero-configuration networking.",2020-09-25 00:19:31.110136,2020-09-25 00:19:31.110136,,https://github.com/windy1/avahi-sys,https://github.com/windy1/avahi-sys,292701
etcommon-trie,56532,Lightweight Ethereum world state storage.,2017-08-04 03:17:45.854578,2018-01-06 12:08:11.596246,,,https://github.com/ethereumproject/etcommon-rs,26328
substrate-wasmtime-runtime,56529,Runtime library support for Wasmtime,2020-03-12 18:04:43.006128,2020-05-19 18:15:58.927846,https://docs.rs/wasmtime-runtime,,https://github.com/bytecodealliance/wasmtime,217912
webplatform,56526,APIs for the web platform for cross-compiled Rust to JS.,2015-09-12 01:28:08.016786,2016-10-15 15:02:51.70271,,https://github.com/tcr/rust-webplatform,https://github.com/tcr/rust-webplatform,3033
ncollide_utils,56525,DEPRECATED: use ncollide2d or ncollide3d insead.,2015-06-06 11:19:13.457295,2019-04-27 10:29:36.684872,http://ncollide.org/rustdoc/ncollide_utils,http://ncollide.org,https://github.com/sebcrozet/ncollide,2316
velcro_macros,56515,Procedural macros used by the `velcro` crate. See `velcro` for documentation.  It is not advised ...,2020-11-29 19:29:07.524013,2021-01-15 20:55:01.82483,https://docs.rs/velcro/latest/velcro,https://github.com/peterjoel/velcro,https://github.com/peterjoel/velcro,317935
escaper,56504,A library for HTML entity encoding and decoding,2019-08-16 21:02:57.151399,2021-05-10 08:35:19.006819,,https://github.com/dignifiedquire/rust-escaper,https://github.com/dignifiedquire/rust-escaper,157462
