name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
git-version,2202312,"Compile the git version (tag name, or hash otherwise) and dirty state into your program.",2017-10-18 13:53:05.969696,2021-07-22 13:56:35.813991,https://docs.rs/git-version/,,https://github.com/fusion-engineering/rust-git-version,36050
tiny-bip39,2200971,A fork of the bip39 crate with fixes to v0.6. Rust implementation of BIP-0039,2019-02-20 12:27:42.939064,2022-06-15 19:12:22.880427,https://docs.rs/tiny-bip39,https://github.com/maciejhirsz/tiny-bip39/,https://github.com/maciejhirsz/tiny-bip39/,115953
jsonrpc-client-transports,2197812,Transport agnostic JSON-RPC 2.0 client implementation.,2019-06-04 10:07:01.920357,2021-07-20 15:59:10.469187,https://docs.rs/jsonrpc-client-transports/,https://github.com/paritytech/jsonrpc,https://github.com/paritytech/jsonrpc,138845
crossterm_winapi,2195396,WinAPI wrapper that provides some basic simple abstractions around common WinAPI calls,2019-01-02 15:35:04.068669,2021-10-19 07:55:35.283232,https://docs.rs/crossterm_winapi/,,https://github.com/crossterm-rs/crossterm-winapi,105049
git-version-macro,2194205,Internal macro crate for git-version.,2019-02-23 14:00:14.875981,2021-07-22 13:56:16.899584,,,https://github.com/fusion-engineering/rust-git-version,116738
clear_on_drop,2190429,Helpers for clearing sensitive data on the stack and heap,2017-01-14 21:42:45.163672,2022-04-16 01:46:11.34877,https://docs.rs/clear_on_drop,,https://github.com/cesarb/clear_on_drop,8065
tower-discover,2184907,Abstracts over service discovery strategies. ,2017-10-03 16:32:06.371465,2019-12-19 23:06:27.541001,https://docs.rs/tower-discover/0.3.0,https://github.com/tower-rs/tower,https://github.com/tower-rs/tower,34295
diesel_migrations,2182928,Migration management for diesel,2017-11-28 23:54:56.675142,2022-08-29 14:27:16.965136,https://docs.rs/crate/diesel_migrations,https://diesel.rs,,40918
p256,2177870,"Pure Rust implementation of the NIST P-256 (a.k.a. secp256r1, prime256v1) elliptic curve with sup...",2018-10-03 14:56:31.983054,2022-06-12 16:47:31.658648,https://docs.rs/p256,,https://github.com/RustCrypto/elliptic-curves/tree/master/p256,87830
wasmtime-environ,2177578,Standalone environment support for WebAsssembly code in Cranelift,2018-08-03 22:45:21.397006,2022-09-20 15:58:02.261015,https://docs.rs/wasmtime-environ/,,https://github.com/bytecodealliance/wasmtime,77418
ordered-multimap,2177098,Insertion ordered multimap,2018-11-17 22:28:51.467238,2022-08-25 23:36:23.115616,,,https://github.com/sgodwincs/ordered-multimap-rs,97308
tower-limit,2174147,Limit maximum request rate to a `Service`. ,2019-04-27 05:20:03.259132,2020-06-11 01:45:00.653176,https://docs.rs/tower-limit/0.1.3,https://github.com/tower-rs/tower,https://github.com/tower-rs/tower,130417
jsonrpc-core-client,2174032,Transport agnostic JSON-RPC 2.0 client implementation.,2019-04-05 09:40:25.277813,2021-07-20 15:59:35.215335,https://docs.rs/jsonrpc-core-client/,https://github.com/paritytech/jsonrpc,https://github.com/paritytech/jsonrpc,125945
base58,2164178,Tiny and fast base58 encoding,2016-08-17 12:02:54.715852,2021-09-21 17:51:14.500909,,https://github.com/debris/base58,https://github.com/debris/base58,6003
